timestamp,sampleIndex,EN,EW,queue0,queue1,queue2,lambda,occupancy,littleError
600.15,59,667.383229,214.875119,17,713,549,3.105912,0.000000,0.000000e+00
610.48,60,676.650671,217.183431,16,727,561,3.115572,0.000000,0.000000e+00
620.61,61,687.563246,221.090802,20,734,568,3.109868,0.000000,0.000000e+00
630.08,62,698.198645,224.564839,16,748,576,3.109118,0.000000,0.000000e+00
640.20,63,708.571863,227.609596,17,759,588,3.113102,0.000000,0.000000e+00
650.33,64,718.652865,231.825888,21,769,590,3.099968,0.000000,0.000000e+00
660.07,65,727.868660,235.511508,15,777,599,3.090586,0.000000,0.000000e+00
670.02,66,735.186560,238.428461,15,785,606,3.083468,0.000000,0.000000e+00
680.29,67,747.614399,241.956770,7,800,617,3.089868,0.000000,0.000000e+00
690.52,68,758.824757,243.942015,4,822,630,3.110677,0.000000,0.000000e+00
700.19,69,767.931995,247.899891,0,830,637,3.097750,0.000000,0.000000e+00
710.07,70,778.031673,250.890117,11,831,646,3.101085,0.000000,0.000000e+00
720.08,71,786.618796,253.890152,25,834,650,3.098264,0.000000,0.000000e+00
730.22,72,796.736201,256.635841,36,835,663,3.104540,0.000000,1.136868e-13
740.97,73,806.960677,259.180758,47,830,680,3.113505,0.000000,0.000000e+00
750.12,74,818.276391,262.534686,59,833,685,3.116832,0.000000,-1.136868e-13
760.16,75,827.226837,265.773830,68,834,694,3.112522,0.000000,0.000000e+00
770.10,76,837.960069,268.658106,82,839,700,3.119057,0.000000,0.000000e+00
780.71,77,848.861761,272.160661,89,836,714,3.118973,0.000000,0.000000e+00
790.03,78,857.893825,275.066943,100,842,718,3.118855,0.000000,0.000000e+00
800.77,79,866.091569,277.085164,117,852,726,3.125723,0.000000,-1.136868e-13
811.28,80,879.744587,280.881955,125,860,738,3.132079,0.000000,0.000000e+00
820.32,81,890.346384,283.636880,134,863,750,3.139036,0.000000,0.000000e+00
830.13,82,899.919165,286.884656,145,867,757,3.136868,0.000000,0.000000e+00
840.07,83,909.941075,290.985239,152,867,760,3.127104,0.000000,0.000000e+00
850.07,84,921.405766,294.792012,162,868,769,3.125613,0.000000,0.000000e+00
860.11,85,931.627996,297.550174,168,870,781,3.130995,0.000000,1.136868e-13
870.18,86,938.998914,299.631277,176,867,796,3.133848,0.000000,0.000000e+00
880.10,87,952.268671,304.427367,185,864,804,3.128065,0.000000,1.136868e-13
890.88,88,961.232247,307.816800,196,858,815,3.122741,0.000000,-1.136868e-13
900.07,89,971.384802,311.586294,206,851,821,3.117547,0.000000,0.000000e+00
910.09,90,982.529220,315.855125,213,849,829,3.110696,0.000000,0.000000e+00
920.38,91,991.584420,318.881290,220,860,834,3.109572,0.000000,0.000000e+00
930.21,92,1002.804033,321.883659,232,869,843,3.115424,0.000000,0.000000e+00
940.17,93,1012.703697,325.620578,240,864,850,3.110073,0.000000,1.136868e-13
950.12,94,1023.147500,328.750138,256,865,857,3.112234,0.000000,0.000000e+00
960.63,95,1032.913338,330.969345,269,868,873,3.120873,0.000000,0.000000e+00
970.08,96,1043.172662,335.087800,274,867,881,3.113132,0.000000,0.000000e+00
980.41,97,1052.821624,339.092509,285,867,887,3.104821,0.000000,0.000000e+00
990.14,98,1060.991915,343.085401,292,865,890,3.092501,0.000000,0.000000e+00
1000.19,99,1071.195724,346.844235,300,866,896,3.088406,0.000000,0.000000e+00
1010.14,100,1082.923136,351.511142,306,860,905,3.080765,0.000000,0.000000e+00
1020.17,101,1090.823980,354.064737,314,864,912,3.080860,0.000000,0.000000e+00
1030.59,102,1102.540399,356.867551,327,870,923,3.089495,0.000000,0.000000e+00
1040.44,103,1110.729146,359.230397,334,871,934,3.091969,0.000000,0.000000e+00
1050.19,104,1122.262526,362.755619,343,873,942,3.093715,0.000000,0.000000e+00
1060.36,105,1131.703055,365.633043,357,874,950,3.095188,0.000000,0.000000e+00
1070.37,106,1141.195973,368.921809,364,876,961,3.093327,0.000000,0.000000e+00
1080.18,107,1151.515622,372.520214,370,873,971,3.091149,0.000000,0.000000e+00
1090.52,108,1160.952860,375.124774,380,873,987,3.094845,0.000000,0.000000e+00
1100.00,109,1171.531796,378.470065,386,870,1001,3.095441,0.000000,0.000000e+00
1110.09,110,1181.040515,381.787062,401,867,1006,3.093453,0.000000,0.000000e+00
1120.51,111,1190.062678,384.067044,414,879,1017,3.098581,0.000000,0.000000e+00
1130.55,112,1200.104757,387.428144,423,873,1026,3.097619,0.000000,0.000000e+00
1140.43,113,1210.636029,391.562596,431,870,1034,3.091807,0.000000,0.000000e+00
1150.20,114,1219.209170,394.247451,440,871,1044,3.092497,0.000000,0.000000e+00
1160.22,115,1230.403158,398.197771,445,874,1053,3.089930,0.000000,0.000000e+00
1170.83,116,1240.521259,401.116556,455,880,1067,3.092670,0.000000,0.000000e+00
1180.18,117,1249.771285,404.764291,464,875,1075,3.087652,0.000000,0.000000e+00
1190.13,118,1259.229215,407.242187,477,879,1083,3.092089,0.000000,0.000000e+00
1200.26,119,1270.017409,410.766584,486,883,1092,3.091823,0.000000,0.000000e+00
1210.07,120,1278.980518,414.589350,488,873,1104,3.084933,0.000000,0.000000e+00
1220.33,121,1288.784396,417.728207,499,875,1110,3.085222,0.000000,0.000000e+00
1230.03,122,1298.602377,420.791164,508,873,1123,3.086097,0.000000,0.000000e+00
1240.44,123,1304.894140,423.951419,518,874,1128,3.077933,0.000000,0.000000e+00
1250.00,124,1318.740288,427.497091,529,881,1138,3.084794,0.000000,0.000000e+00
1260.41,125,1328.856847,430.566432,538,879,1152,3.086299,0.000000,0.000000e+00
1270.05,126,1338.335768,432.616070,550,875,1167,3.093588,0.000000,0.000000e+00
1280.02,127,1345.548471,436.033445,556,871,1175,3.085884,0.000000,0.000000e+00
1290.68,128,1358.463854,439.213798,573,874,1186,3.092944,0.000000,0.000000e+00
1300.22,129,1366.531021,441.437366,584,876,1197,3.095640,0.000000,0.000000e+00
1310.03,130,1377.829920,445.020554,594,882,1206,3.096104,0.000000,0.000000e+00
1320.18,131,1386.258625,447.896618,603,887,1214,3.095042,0.000000,0.000000e+00
1330.37,132,1395.326873,450.887414,616,891,1217,3.094624,0.000000,0.000000e+00
1340.46,133,1407.271809,455.539766,630,891,1220,3.089240,0.000000,0.000000e+00
1350.11,134,1416.447612,457.611888,642,897,1235,3.095303,0.000000,0.000000e+00
1360.07,135,1428.401766,461.893437,656,895,1241,3.092492,0.000000,0.000000e+00
1370.15,136,1438.452553,464.942117,665,895,1252,3.093831,0.000000,0.000000e+00
1380.19,137,1446.977034,467.704407,677,897,1259,3.093785,0.000000,0.000000e+00
1390.05,138,1455.443515,470.495935,685,896,1268,3.093424,0.000000,0.000000e+00
1400.22,139,1465.612001,473.945310,692,905,1276,3.092365,0.000000,0.000000e+00
1410.34,140,1478.004079,478.312843,708,894,1284,3.090036,0.000000,0.000000e+00
1420.02,141,1488.254182,482.170136,718,887,1290,3.086575,0.000000,0.000000e+00
1430.09,142,1496.609095,484.119208,730,884,1303,3.091406,0.000000,0.000000e+00
1440.22,143,1506.913290,487.376616,740,878,1312,3.091887,0.000000,0.000000e+00
1450.95,144,1517.907211,491.171874,744,881,1322,3.090379,0.000000,0.000000e+00
1460.53,145,1527.455576,494.108036,755,877,1332,3.091339,0.000000,0.000000e+00
1470.05,146,1537.431822,497.380787,762,874,1341,3.091056,0.000000,0.000000e+00
1480.00,147,1546.605050,500.432127,766,871,1355,3.090539,0.000000,0.000000e+00
1490.15,148,1554.885722,503.807863,776,866,1363,3.086267,0.000000,0.000000e+00
1500.04,149,1565.795424,507.837893,781,870,1373,3.083258,0.000000,0.000000e+00
1510.47,150,1576.240881,511.354643,791,873,1381,3.082481,0.000000,0.000000e+00
1520.15,151,1586.334540,514.832128,805,863,1390,3.081266,0.000000,0.000000e+00
1530.22,152,1594.858424,518.259984,813,859,1397,3.077333,0.000000,0.000000e+00
1540.09,153,1603.392477,520.524869,819,871,1407,3.080338,0.000000,0.000000e+00
1550.08,154,1615.218050,523.571783,830,874,1418,3.084998,0.000000,2.273737e-13
1560.11,155,1621.929695,526.397982,837,876,1424,3.081185,0.000000,0.000000e+00
1570.02,156,1634.390295,531.048797,843,874,1433,3.077665,0.000000,0.000000e+00
1580.83,157,1642.132691,534.582660,846,877,1443,3.071803,0.000000,-2.273737e-13
1590.05,158,1652.226281,538.343171,851,876,1452,3.069095,0.000000,-2.273737e-13
1600.77,159,1662.770365,540.997846,862,878,1463,3.073525,0.000000,0.000000e+00
1610.13,160,1670.072694,544.229349,866,881,1469,3.068693,0.000000,0.000000e+00
1620.09,161,1681.149981,547.791439,878,873,1481,3.068960,0.000000,0.000000e+00
1630.03,162,1692.447622,550.755508,893,870,1495,3.072956,0.000000,-2.273737e-13
1640.06,163,1700.059195,551.462610,908,877,1510,3.082819,0.000000,2.273737e-13
1650.37,164,1711.825106,554.818840,922,876,1521,3.085377,0.000000,0.000000e+00
1660.34,165,1717.371440,557.136102,932,872,1526,3.082499,0.000000,0.000000e+00
1670.07,166,1729.214377,560.868608,945,876,1532,3.083101,0.000000,-2.273737e-13
1680.16,167,1740.436977,564.736942,955,877,1539,3.081854,0.000000,0.000000e+00
1690.35,168,1749.138113,568.150769,967,871,1545,3.078651,0.000000,0.000000e+00
1700.00,169,1759.367455,571.769475,977,873,1548,3.077057,0.000000,-2.273737e-13
1710.32,170,1768.077671,575.665708,982,874,1554,3.071362,0.000000,-2.273737e-13
1720.40,171,1778.994342,578.668538,996,870,1565,3.074289,0.000000,0.000000e+00
1730.07,172,1787.500019,580.859571,1005,885,1572,3.077336,0.000000,0.000000e+00
1740.30,173,1797.166474,584.926642,1010,884,1580,3.072465,0.000000,2.273737e-13
1750.31,174,1808.309364,588.964176,1020,883,1588,3.070321,0.000000,2.273737e-13
1760.54,175,1812.321597,590.099542,1032,886,1595,3.071213,0.000000,0.000000e+00
1770.07,176,1827.418435,595.262018,1041,883,1605,3.069940,0.000000,0.000000e+00
1780.03,177,1837.116149,598.374405,1049,881,1612,3.070178,0.000000,0.000000e+00
1790.16,178,1844.947332,601.266859,1057,880,1618,3.068433,0.000000,2.273737e-13
1800.33,179,1854.404266,603.933330,1068,885,1624,3.070545,0.000000,0.000000e+00
1810.10,180,1865.390130,607.291085,1080,885,1633,3.071657,0.000000,2.273737e-13
1820.69,181,1871.154309,610.754214,1086,875,1640,3.063678,0.000000,2.273737e-13
1830.06,182,1882.678413,614.484228,1092,877,1651,3.063835,0.000000,0.000000e+00
1840.37,183,1892.948241,617.792202,1102,873,1658,3.064053,0.000000,-2.273737e-13
1850.20,184,1902.889537,621.487483,1110,865,1667,3.061831,0.000000,0.000000e+00
1860.03,185,1911.832823,624.527068,1118,869,1673,3.061249,0.000000,0.000000e+00
1870.19,186,1918.997910,626.988758,1122,870,1684,3.060658,0.000000,-2.273737e-13
1880.11,187,1929.715641,631.519378,1126,872,1690,3.055671,0.000000,2.273737e-13
1890.43,188,1940.259668,634.588915,1136,881,1700,3.057506,0.000000,-2.273737e-13
1900.75,189,1945.304861,637.727813,1146,867,1704,3.050369,0.000000,0.000000e+00
1910.04,190,1957.777170,640.973323,1155,875,1710,3.054382,0.000000,0.000000e+00
1920.28,191,1969.098144,645.701525,1163,867,1716,3.049549,0.000000,0.000000e+00
1930.55,192,1977.263474,648.303429,1167,873,1728,3.049904,0.000000,0.000000e+00
1940.30,193,1985.039517,652.035805,1173,864,1734,3.044372,0.000000,2.273737e-13
1950.50,194,1995.287186,655.517602,1184,865,1740,3.043835,0.000000,0.000000e+00
1960.21,195,2002.859862,657.074945,1198,870,1750,3.048145,0.000000,-2.273737e-13
1970.03,196,2014.951941,661.586405,1204,869,1758,3.045637,0.000000,2.273737e-13
1980.21,197,2022.908959,664.198506,1215,869,1766,3.045639,0.000000,-2.273737e-13
1990.27,198,2031.987164,666.481934,1222,869,1781,3.048826,0.000000,0.000000e+00
2000.08,199,2042.399992,669.555957,1232,872,1790,3.050380,0.000000,0.000000e+00
2010.31,200,2051.818185,672.885817,1243,874,1794,3.049281,0.000000,0.000000e+00
2020.17,201,2060.523082,675.307794,1253,866,1808,3.051235,0.000000,0.000000e+00
2030.04,202,2070.485627,678.039703,1264,861,1820,3.053635,0.000000,0.000000e+00
2040.20,203,2080.085533,681.076938,1278,863,1826,3.054112,0.000000,0.000000e+00
2050.44,204,2083.972432,683.690856,1284,859,1829,3.048121,0.000000,0.000000e+00
2060.13,205,2097.523469,687.429014,1295,859,1840,3.051258,0.000000,0.000000e+00
2070.01,206,2107.614894,690.861549,1304,853,1850,3.050705,0.000000,0.000000e+00
2080.08,207,2116.424454,693.169878,1313,857,1861,3.053255,0.000000,0.000000e+00
2090.37,208,2126.016173,696.468185,1317,861,1875,3.052568,0.000000,0.000000e+00
2100.13,209,2132.189470,699.013770,1325,854,1882,3.050283,0.000000,0.000000e+00
2110.12,210,2142.852303,701.688926,1336,855,1894,3.053849,0.000000,0.000000e+00
2120.31,211,2150.312397,703.710071,1343,868,1900,3.055679,0.000000,0.000000e+00
2130.05,212,2162.368966,708.390787,1353,862,1906,3.052509,0.000000,0.000000e+00
2140.13,213,2170.260380,712.258958,1359,862,1912,3.047010,0.000000,0.000000e+00
2150.21,214,2179.385280,715.330165,1370,862,1919,3.046684,0.000000,0.000000e+00
2160.13,215,2189.501474,718.893776,1380,857,1930,3.045654,0.000000,0.000000e+00
2170.43,216,2197.119240,720.454663,1399,861,1936,3.049629,0.000000,0.000000e+00
2181.19,217,2207.971386,724.974358,1409,860,1940,3.045585,0.000000,0.000000e+00
2190.17,218,2214.867189,727.931081,1414,861,1946,3.042688,0.000000,0.000000e+00
2200.33,219,2223.386428,731.157934,1425,861,1955,3.040911,0.000000,0.000000e+00
2210.13,220,2232.192581,734.579429,1432,855,1964,3.038735,0.000000,0.000000e+00
2220.02,221,2244.825636,738.963124,1441,852,1973,3.037805,0.000000,0.000000e+00
2230.09,222,2253.715482,741.844940,1452,849,1981,3.037987,0.000000,0.000000e+00
2240.06,223,2263.365309,745.381411,1461,848,1990,3.036520,0.000000,0.000000e+00
2250.74,224,2271.752143,748.845166,1470,838,2000,3.033674,0.000000,0.000000e+00
2260.34,225,2279.879253,751.428048,1479,834,2011,3.034062,0.000000,0.000000e+00
2270.13,226,2289.179721,754.789314,1486,831,2023,3.032872,0.000000,0.000000e+00
2280.23,227,2298.828689,758.261255,1493,832,2034,3.031711,0.000000,0.000000e+00
2290.47,228,2305.289074,760.506730,1502,831,2046,3.031254,0.000000,0.000000e+00
2301.28,229,2317.133928,764.718753,1515,824,2055,3.030047,0.000000,0.000000e+00
2310.51,230,2323.321599,767.633223,1522,820,2059,3.026604,0.000000,0.000000e+00
2320.12,231,2335.324279,771.169879,1531,823,2068,3.028288,0.000000,0.000000e+00
2330.38,232,2342.484036,774.529581,1539,827,2072,3.024396,0.000000,0.000000e+00
2340.43,233,2352.301198,777.817532,1549,820,2079,3.024233,0.000000,0.000000e+00
2350.04,234,2362.012972,780.706414,1557,824,2088,3.025482,0.000000,0.000000e+00
2361.71,235,2371.286107,783.915356,1570,818,2096,3.024926,0.000000,0.000000e+00
2370.10,236,2379.669217,785.630607,1580,821,2112,3.028992,0.000000,0.000000e+00
2380.30,237,2389.232359,788.887045,1592,815,2118,3.028611,0.000000,0.000000e+00
2390.14,238,2398.063176,792.218160,1601,814,2125,3.027024,0.000000,0.000000e+00
2400.03,239,2406.193271,794.460774,1614,814,2134,3.028712,0.000000,0.000000e+00
2410.11,240,2413.746861,797.448936,1622,813,2141,3.026836,0.000000,0.000000e+00
2420.10,241,2424.153241,800.367038,1633,818,2152,3.028802,0.000000,0.000000e+00
2430.06,242,2432.615383,803.835134,1639,816,2161,3.026262,0.000000,0.000000e+00
2440.24,243,2442.669850,807.028035,1652,817,2166,3.026747,0.000000,0.000000e+00
2450.13,244,2448.919838,809.194592,1657,818,2179,3.026367,0.000000,0.000000e+00
2460.24,245,2460.251710,812.238105,1671,816,2188,3.028978,0.000000,0.000000e+00
2470.31,246,2467.528614,814.804243,1676,820,2194,3.028370,0.000000,0.000000e+00
2480.51,247,2477.682433,817.277245,1688,818,2205,3.031630,0.000000,0.000000e+00
2490.12,248,2486.347735,820.257865,1696,816,2213,3.031178,0.000000,0.000000e+00
2500.03,249,2494.453926,822.285490,1708,821,2220,3.033562,0.000000,0.000000e+00
2510.32,250,2505.844834,826.714800,1720,818,2225,3.031087,0.000000,0.000000e+00
2520.30,251,2509.791463,828.696046,1734,816,2229,3.028603,0.000000,0.000000e+00
2530.13,252,2524.129550,833.297033,1745,820,2239,3.029087,0.000000,0.000000e+00
2540.14,253,2529.910378,835.129326,1754,824,2246,3.029364,0.000000,0.000000e+00
2550.29,254,2542.102623,839.019091,1760,828,2257,3.029851,0.000000,0.000000e+00
2560.11,255,2550.646828,841.704014,1770,830,2264,3.030337,0.000000,0.000000e+00
2570.20,256,2559.284250,844.833391,1779,829,2274,3.029336,0.000000,0.000000e+00
2580.53,257,2568.496899,847.364080,1793,824,2285,3.031161,0.000000,0.000000e+00
2590.52,258,2577.270012,850.614671,1803,820,2293,3.029891,0.000000,0.000000e+00
2600.15,259,2586.839336,855.312862,1807,812,2299,3.024436,0.000000,0.000000e+00
2610.04,260,2595.957493,857.557847,1819,813,2314,3.027151,0.000000,0.000000e+00
2620.41,261,2604.049377,859.836910,1832,815,2323,3.028539,0.000000,0.000000e+00
2630.90,262,2613.542507,862.731909,1844,815,2333,3.029380,0.000000,0.000000e+00
2640.11,263,2623.205374,865.694321,1851,818,2339,3.030175,0.000000,0.000000e+00
2650.08,264,2630.141293,868.115151,1854,821,2352,3.029715,0.000000,0.000000e+00
2660.24,265,2641.331504,871.351514,1870,824,2358,3.031304,0.000000,0.000000e+00
2670.10,266,2650.447882,874.347093,1880,828,2367,3.031345,0.000000,0.000000e+00
2680.06,267,2657.185277,876.266523,1887,824,2381,3.032394,0.000000,0.000000e+00
2690.07,268,2667.602052,879.956974,1893,828,2392,3.031514,0.000000,0.000000e+00
2700.03,269,2674.673751,881.771173,1904,829,2402,3.033297,0.000000,0.000000e+00
2710.09,270,2682.678353,884.571601,1916,830,2408,3.032743,0.000000,0.000000e+00
2720.00,271,2695.342551,888.431380,1928,826,2420,3.033822,0.000000,0.000000e+00
2730.05,272,2704.015836,891.342471,1941,831,2425,3.033644,0.000000,0.000000e+00
2740.01,273,2712.313000,894.424597,1952,828,2433,3.032467,0.000000,0.000000e+00
2750.37,274,2720.641007,896.999273,1961,825,2440,3.033047,0.000000,0.000000e+00
2760.17,275,2731.328536,900.384589,1974,828,2448,3.033513,0.000000,0.000000e+00
2770.02,276,2739.567260,903.088549,1985,828,2455,3.033553,0.000000,0.000000e+00
2780.44,277,2747.368491,905.296255,1999,823,2465,3.034773,0.000000,0.000000e+00
2790.01,278,2760.020001,909.148401,2012,821,2478,3.035830,0.000000,0.000000e+00
2800.50,279,2767.100525,912.107350,2020,819,2484,3.033744,0.000000,0.000000e+00
2810.04,280,2775.047071,915.366053,2028,817,2489,3.031626,0.000000,0.000000e+00
2820.08,281,2785.815569,918.642660,2039,822,2496,3.032535,0.000000,0.000000e+00
2830.15,282,2795.019066,921.841099,2050,820,2505,3.031997,0.000000,0.000000e+00
2840.14,283,2805.278279,924.719648,2069,811,2512,3.033653,0.000000,0.000000e+00
2850.06,284,2814.695578,928.156847,2077,814,2520,3.032565,0.000000,0.000000e+00
2860.10,285,2823.649952,930.404237,2086,819,2530,3.034864,0.000000,0.000000e+00
2870.36,286,2831.975389,933.592390,2093,820,2538,3.033417,0.000000,0.000000e+00
2880.04,287,2840.904209,935.505310,2105,829,2549,3.036759,0.000000,0.000000e+00
2890.04,288,2849.358547,938.218876,2118,830,2559,3.036987,0.000000,0.000000e+00
2900.00,289,2859.533623,940.743888,2129,835,2569,3.039652,0.000000,0.000000e+00
2910.28,290,2868.664729,943.238855,2138,837,2579,3.041292,0.000000,0.000000e+00
2920.20,291,2877.968089,946.424071,2146,831,2590,3.040886,0.000000,0.000000e+00
2930.15,292,2886.922376,950.036781,2153,828,2597,3.038748,0.000000,0.000000e+00
2940.22,293,2896.498422,952.717556,2161,836,2609,3.040249,0.000000,0.000000e+00
2950.09,294,2905.681485,955.314037,2175,843,2616,3.041598,0.000000,0.000000e+00
2960.51,295,2911.122938,958.134160,2180,839,2627,3.038325,0.000000,0.000000e+00
2970.49,296,2923.340585,962.508283,2185,839,2636,3.037211,0.000000,0.000000e+00
2980.09,297,2931.297005,965.783803,2187,840,2648,3.035148,0.000000,0.000000e+00
2990.09,298,2942.291401,969.659875,2193,845,2656,3.034354,0.000000,0.000000e+00
3000.17,299,2951.672791,973.242519,2206,845,2660,3.032824,0.000000,0.000000e+00
3010.11,300,2961.300508,976.967313,2215,834,2671,3.031115,0.000000,0.000000e+00
3020.04,301,2968.990551,978.873455,2225,839,2683,3.033069,0.000000,0.000000e+00
3030.05,302,2980.007510,982.009559,2237,840,2696,3.034601,0.000000,0.000000e+00
3040.08,303,2988.538755,984.972293,2245,845,2700,3.034135,0.000000,0.000000e+00
3050.16,304,2996.457159,988.714587,2249,846,2707,3.030659,0.000000,0.000000e+00
3060.08,305,3005.148363,991.587372,2259,845,2713,3.030644,0.000000,0.000000e+00
3070.62,306,3016.228749,995.345291,2271,844,2719,3.030334,0.000000,0.000000e+00
3080.18,307,3023.887401,998.618932,2280,838,2726,3.028069,0.000000,0.000000e+00
3090.08,308,3033.799598,1001.568390,2290,837,2734,3.029049,0.000000,0.000000e+00
3100.34,309,3043.603737,1004.707115,2298,832,2742,3.029344,0.000000,0.000000e+00
3110.49,310,3050.865133,1007.396989,2308,834,2748,3.028464,0.000000,0.000000e+00
3120.09,311,3060.899164,1009.758176,2321,835,2759,3.031319,0.000000,0.000000e+00
3130.23,312,3069.911153,1013.235751,2329,829,2769,3.029809,0.000000,0.000000e+00
3140.17,313,3079.307598,1016.348722,2338,825,2776,3.029775,0.000000,0.000000e+00
3150.12,314,3089.242354,1019.002451,2347,824,2791,3.031634,0.000000,0.000000e+00
3160.18,315,3097.549906,1022.222758,2355,819,2797,3.030210,0.000000,0.000000e+00
3170.07,316,3103.585946,1024.853593,2361,820,2804,3.028321,0.000000,0.000000e+00
3180.63,317,3115.922952,1028.922761,2375,817,2811,3.028335,0.000000,4.547474e-13
3190.16,318,3125.652722,1031.160517,2384,822,2823,3.031199,0.000000,0.000000e+00
3200.74,319,3134.741838,1034.059939,2392,818,2832,3.031489,0.000000,4.547474e-13
3210.87,320,3144.188056,1037.890904,2401,816,2837,3.029401,0.000000,-4.547474e-13
3220.39,321,3151.423563,1041.437134,2404,816,2843,3.026033,0.000000,-4.547474e-13
3230.62,322,3161.319987,1045.239543,2411,811,2851,3.024493,0.000000,0.000000e+00
3240.18,323,3171.067247,1048.665401,2417,810,2859,3.023908,0.000000,0.000000e+00
3250.02,324,3180.246225,1051.459859,2427,806,2870,3.024601,0.000000,4.547474e-13
3260.21,325,3188.832977,1054.067387,2439,805,2877,3.025265,0.000000,0.000000e+00
