timestamp,sampleIndex,EN,EW,queue0,queue1,queue2,lambda,occupancy,littleError
1140.08,113,1120.670460,382.646771,28,1215,960,2.928734,0.000000,0.000000e+00
1150.15,114,1128.448762,385.701808,31,1224,963,2.925703,0.000000,0.000000e+00
1160.13,115,1139.459075,389.373943,26,1235,972,2.926388,0.000000,0.000000e+00
1170.22,116,1148.729420,392.830021,27,1240,983,2.924240,0.000000,0.000000e+00
1180.31,117,1155.894138,394.539721,38,1253,993,2.929728,0.000000,0.000000e+00
1190.25,118,1167.648995,398.335796,37,1265,1002,2.931318,0.000000,0.000000e+00
1200.05,119,1175.676668,402.302522,30,1272,1008,2.922370,0.000000,0.000000e+00
1210.28,120,1186.510177,405.765960,31,1285,1017,2.924124,0.000000,0.000000e+00
1220.26,121,1194.547928,408.652663,36,1295,1023,2.923138,0.000000,0.000000e+00
1230.24,122,1203.818975,411.271591,40,1310,1032,2.927066,0.000000,0.000000e+00
1240.70,123,1214.036379,415.176492,38,1326,1037,2.924145,0.000000,0.000000e+00
1250.54,124,1223.315828,419.011374,34,1336,1040,2.919529,0.000000,0.000000e+00
1260.34,125,1231.832498,422.457394,29,1345,1045,2.915874,0.000000,0.000000e+00
1270.12,126,1243.876640,426.647245,33,1355,1053,2.915469,0.000000,0.000000e+00
1281.56,127,1251.299422,429.234841,41,1364,1063,2.915186,0.000000,0.000000e+00
1290.56,128,1262.412664,432.842527,36,1375,1071,2.916563,0.000000,0.000000e+00
1300.41,129,1270.725197,435.660581,35,1385,1081,2.916778,0.000000,0.000000e+00
1310.75,130,1279.391430,439.684340,37,1391,1090,2.909795,0.000000,0.000000e+00
1320.17,131,1291.180791,444.017446,32,1403,1096,2.907951,0.000000,0.000000e+00
1330.69,132,1298.884644,446.042337,31,1412,1112,2.912021,0.000000,0.000000e+00
1340.03,133,1309.707998,449.207534,28,1420,1127,2.915597,0.000000,0.000000e+00
1350.37,134,1315.512779,451.097845,29,1434,1131,2.916247,0.000000,0.000000e+00
1360.13,135,1327.411052,455.004395,30,1446,1141,2.917359,0.000000,0.000000e+00
1370.38,136,1337.613452,457.229696,32,1466,1152,2.925474,0.000000,0.000000e+00
1380.31,137,1346.986311,460.327164,32,1482,1159,2.926150,0.000000,0.000000e+00
1390.08,138,1357.322357,463.924316,38,1492,1168,2.925741,0.000000,0.000000e+00
1400.31,139,1367.325124,467.793090,34,1500,1181,2.922927,0.000000,0.000000e+00
1410.05,140,1374.684196,470.023481,38,1513,1190,2.924714,0.000000,0.000000e+00
1420.14,141,1385.570296,474.488231,41,1520,1195,2.920136,0.000000,0.000000e+00
1430.01,142,1395.303811,476.660871,50,1535,1204,2.927246,0.000000,0.000000e+00
1440.37,143,1402.701352,479.793540,51,1542,1215,2.923552,0.000000,0.000000e+00
1450.17,144,1414.303607,483.380291,54,1556,1222,2.925861,0.000000,0.000000e+00
1460.08,145,1424.251495,487.236669,50,1567,1228,2.923120,0.000000,0.000000e+00
1470.40,146,1434.301694,490.691596,49,1579,1238,2.923021,0.000000,0.000000e+00
1480.15,147,1443.948162,494.279177,45,1590,1245,2.921321,0.000000,0.000000e+00
1490.28,148,1453.848638,497.507562,51,1601,1254,2.922264,0.000000,0.000000e+00
1500.24,149,1463.460415,501.836601,45,1612,1256,2.916209,0.000000,0.000000e+00
1510.31,150,1472.870552,504.648349,40,1629,1263,2.918608,0.000000,0.000000e+00
1520.17,151,1483.456165,507.106400,42,1644,1276,2.925335,0.000000,0.000000e+00
1530.43,152,1493.385406,510.276263,41,1655,1285,2.926621,0.000000,0.000000e+00
1540.24,153,1502.444798,512.770390,47,1667,1293,2.930054,0.000000,2.273737e-13
1550.37,154,1513.032399,516.232575,45,1680,1304,2.930912,0.000000,-2.273737e-13
1560.12,155,1521.394726,519.151664,41,1692,1312,2.930540,0.000000,0.000000e+00
1570.80,156,1529.554496,521.856441,37,1703,1325,2.930987,0.000000,2.273737e-13
1580.11,157,1542.328149,525.567246,41,1717,1335,2.934597,0.000000,0.000000e+00
1590.14,158,1549.292501,528.442603,43,1724,1345,2.931808,0.000000,0.000000e+00
1600.24,159,1561.741440,532.870254,49,1735,1352,2.930810,0.000000,0.000000e+00
1610.12,160,1568.661018,535.341296,46,1749,1359,2.930207,0.000000,2.273737e-13
1620.16,161,1580.844152,540.228984,40,1758,1365,2.926248,0.000000,2.273737e-13
1630.17,162,1590.772289,543.995166,40,1767,1371,2.924240,0.000000,0.000000e+00
1640.14,163,1600.683159,547.060799,35,1779,1386,2.925969,0.000000,0.000000e+00
1650.03,164,1610.082476,550.037283,30,1795,1392,2.927224,0.000000,0.000000e+00
1660.49,165,1616.260132,553.244718,24,1802,1400,2.921420,0.000000,0.000000e+00
1670.17,166,1629.179984,558.384129,22,1812,1405,2.917669,0.000000,0.000000e+00
1680.45,167,1636.499506,561.579229,21,1824,1412,2.914103,0.000000,0.000000e+00
1690.12,168,1646.569332,565.283997,23,1838,1416,2.912818,0.000000,-2.273737e-13
1700.25,169,1658.982218,568.917098,22,1851,1428,2.916035,0.000000,-2.273737e-13
1710.23,170,1667.948103,571.772109,23,1864,1436,2.917155,0.000000,0.000000e+00
1720.08,171,1678.064465,576.359723,20,1869,1442,2.911488,0.000000,2.273737e-13
1730.21,172,1686.227636,578.416057,28,1882,1447,2.915250,0.000000,0.000000e+00
1740.04,173,1696.843484,581.102933,28,1897,1460,2.920039,0.000000,0.000000e+00
1750.15,174,1705.335321,582.928080,26,1909,1475,2.925464,0.000000,0.000000e+00
1760.15,175,1717.219966,586.107729,32,1924,1487,2.929871,0.000000,0.000000e+00
1770.21,176,1726.510990,589.221190,33,1938,1495,2.930158,0.000000,0.000000e+00
1780.10,177,1735.939705,592.321468,34,1948,1508,2.930739,0.000000,0.000000e+00
1790.06,178,1746.147166,596.053851,34,1962,1512,2.929512,0.000000,0.000000e+00
1800.01,179,1756.485088,599.600030,34,1972,1521,2.929428,0.000000,0.000000e+00
1810.21,180,1765.960834,603.503769,36,1979,1531,2.926180,0.000000,-2.273737e-13
1820.10,181,1773.642223,606.123026,33,1990,1544,2.926208,0.000000,0.000000e+00
1830.37,182,1785.793520,609.825533,36,2010,1552,2.928368,0.000000,0.000000e+00
1840.05,183,1795.251722,612.639998,30,2022,1563,2.930353,0.000000,0.000000e+00
1850.29,184,1803.260405,615.826417,31,2031,1572,2.928196,0.000000,2.273737e-13
1860.35,185,1815.247299,620.086830,33,2046,1577,2.927408,0.000000,0.000000e+00
1870.03,186,1824.600034,624.233592,30,2055,1582,2.922944,0.000000,0.000000e+00
1880.44,187,1834.990532,628.752479,25,2061,1587,2.918462,0.000000,0.000000e+00
1890.53,188,1845.079860,632.490370,24,2070,1593,2.917167,0.000000,0.000000e+00
1900.15,189,1853.616967,634.734644,19,2086,1605,2.920302,0.000000,-2.273737e-13
1910.33,190,1863.926469,638.923558,11,2093,1615,2.917292,0.000000,0.000000e+00
1920.64,191,1873.102293,641.732901,10,2105,1625,2.918819,0.000000,2.273737e-13
1930.52,192,1882.292803,644.862138,3,2115,1635,2.918907,0.000000,-2.273737e-13
1940.07,193,1889.415543,648.090807,8,2118,1638,2.915356,0.000000,0.000000e+00
1950.01,194,1903.149933,653.603379,17,2112,1644,2.911781,0.000000,0.000000e+00
1960.01,195,1912.071469,655.992426,27,2119,1655,2.914777,0.000000,0.000000e+00
1970.56,196,1920.961670,659.126494,34,2115,1664,2.914405,0.000000,0.000000e+00
1980.23,197,1930.830623,662.189499,47,2118,1674,2.915828,0.000000,0.000000e+00
1990.22,198,1941.657231,665.460639,57,2116,1685,2.917764,0.000000,0.000000e+00
2000.12,199,1948.995723,669.339197,61,2112,1687,2.911821,0.000000,0.000000e+00
2010.03,200,1958.590688,673.076420,69,2107,1693,2.909908,0.000000,0.000000e+00
2020.23,201,1968.634766,677.297609,79,2112,1698,2.906602,0.000000,-2.273737e-13
2030.17,202,1978.536032,681.267810,90,2105,1703,2.904197,0.000000,0.000000e+00
2040.28,203,1989.035635,684.463355,99,2106,1712,2.905978,0.000000,0.000000e+00
2050.21,204,1998.476857,687.465542,110,2111,1719,2.907021,0.000000,2.273737e-13
2060.01,205,2006.681742,690.229658,123,2116,1723,2.907267,0.000000,-2.273737e-13
2070.40,206,2016.509322,694.440970,130,2111,1733,2.903788,0.000000,0.000000e+00
2080.18,207,2026.305409,697.398371,136,2111,1741,2.905521,0.000000,0.000000e+00
2090.22,208,2035.336557,700.526669,144,2114,1751,2.905438,0.000000,0.000000e+00
2100.25,209,2045.252246,704.187910,153,2113,1759,2.904413,0.000000,2.273737e-13
2110.09,210,2054.593681,707.354144,164,2112,1766,2.904618,0.000000,0.000000e+00
2120.12,211,2063.810949,710.543193,173,2107,1771,2.904554,0.000000,0.000000e+00
2130.26,212,2073.208289,713.371250,188,2107,1777,2.906212,0.000000,0.000000e+00
2140.48,213,2082.746412,716.387924,199,2111,1787,2.907289,0.000000,0.000000e+00
2150.71,214,2090.881556,718.464672,211,2113,1794,2.910208,0.000000,0.000000e+00
2160.06,215,2101.556888,721.583134,220,2111,1804,2.912425,0.000000,0.000000e+00
2170.08,216,2111.228011,724.811522,229,2111,1815,2.912796,0.000000,0.000000e+00
2180.39,217,2118.563474,728.250291,237,2107,1822,2.909114,0.000000,0.000000e+00
2190.08,218,2130.097255,731.204855,247,2106,1836,2.913133,0.000000,0.000000e+00
2200.04,219,2139.603760,734.928549,254,2105,1843,2.911309,0.000000,0.000000e+00
2210.09,220,2147.428908,737.758623,263,2095,1848,2.910747,0.000000,0.000000e+00
2220.26,221,2158.288800,741.788840,266,2098,1862,2.909573,0.000000,0.000000e+00
2230.27,222,2166.270894,743.858430,278,2100,1872,2.912209,0.000000,0.000000e+00
2240.30,223,2177.010792,747.684826,284,2098,1885,2.911669,0.000000,0.000000e+00
2250.25,224,2186.454918,750.240873,297,2093,1896,2.914337,0.000000,0.000000e+00
2260.03,225,2194.212940,753.414974,310,2085,1903,2.912356,0.000000,0.000000e+00
2270.24,226,2204.779148,757.702682,322,2087,1906,2.909821,0.000000,0.000000e+00
2280.38,227,2213.870740,761.917501,329,2084,1910,2.905657,0.000000,0.000000e+00
2290.17,228,2220.826895,763.904322,339,2094,1915,2.907206,0.000000,0.000000e+00
2300.00,229,2232.157239,767.064483,346,2101,1927,2.909999,0.000000,0.000000e+00
2310.09,230,2240.561273,769.536151,360,2104,1935,2.911574,0.000000,0.000000e+00
2320.11,231,2250.218136,773.905191,368,2100,1941,2.907615,0.000000,0.000000e+00
2330.51,232,2260.061420,777.317291,377,2105,1948,2.907515,0.000000,0.000000e+00
2340.89,233,2268.958924,782.466218,379,2093,1951,2.899753,0.000000,0.000000e+00
2350.03,234,2278.954588,785.395679,386,2100,1962,2.901664,0.000000,0.000000e+00
2360.08,235,2287.622790,788.401760,398,2096,1970,2.901595,0.000000,0.000000e+00
2370.63,236,2296.625275,791.229222,409,2098,1981,2.902604,0.000000,0.000000e+00
2380.04,237,2306.135753,794.425471,418,2100,1991,2.902898,0.000000,0.000000e+00
2390.13,238,2315.027956,797.984070,428,2092,1998,2.901095,0.000000,0.000000e+00
2400.07,239,2324.892513,800.790695,438,2094,2011,2.903246,0.000000,0.000000e+00
2410.04,240,2334.051031,803.937320,451,2093,2017,2.903275,0.000000,0.000000e+00
2420.72,241,2342.555110,807.327332,459,2094,2027,2.901617,0.000000,0.000000e+00
2431.08,242,2351.197941,810.312235,463,2101,2037,2.901595,0.000000,0.000000e+00
2440.20,243,2361.919685,813.488252,470,2100,2050,2.903447,0.000000,0.000000e+00
2450.30,244,2370.708728,817.239277,478,2101,2057,2.900875,0.000000,0.000000e+00
2460.07,245,2380.799346,820.299408,484,2107,2070,2.902354,0.000000,0.000000e+00
2471.15,246,2388.899869,824.025967,492,2103,2077,2.899059,0.000000,0.000000e+00
2480.34,247,2398.552956,826.282320,510,2105,2085,2.902825,0.000000,0.000000e+00
2490.10,248,2408.138562,829.621018,517,2106,2094,2.902697,0.000000,0.000000e+00
2500.04,249,2417.793273,831.897973,530,2106,2106,2.906358,0.000000,0.000000e+00
2510.03,250,2425.765223,835.906190,537,2089,2113,2.901959,0.000000,0.000000e+00
2520.03,251,2436.083136,839.348388,547,2084,2123,2.902350,0.000000,0.000000e+00
2530.09,252,2444.413051,842.355779,554,2084,2133,2.901877,0.000000,0.000000e+00
2540.76,253,2454.478570,845.822442,565,2077,2143,2.901884,0.000000,0.000000e+00
2550.34,254,2463.025985,848.743553,577,2080,2150,2.901967,0.000000,0.000000e+00
2560.06,255,2472.694412,851.984092,589,2080,2158,2.902278,0.000000,0.000000e+00
2570.29,256,2481.824007,855.781936,595,2074,2167,2.900066,0.000000,0.000000e+00
2580.33,257,2489.034426,858.053714,608,2073,2178,2.900791,0.000000,0.000000e+00
2590.71,258,2499.299646,861.718942,617,2069,2186,2.900365,0.000000,0.000000e+00
2600.05,259,2508.467960,864.547807,629,2071,2194,2.901480,0.000000,0.000000e+00
2610.08,260,2518.041916,867.057708,637,2071,2205,2.904123,0.000000,0.000000e+00
2620.01,261,2527.462103,870.624402,646,2068,2215,2.903045,0.000000,0.000000e+00
2630.14,262,2534.902226,871.293614,660,2078,2228,2.909355,0.000000,0.000000e+00
2640.04,263,2545.420785,874.546749,666,2085,2237,2.910560,0.000000,0.000000e+00
2650.12,264,2553.297180,876.494833,679,2091,2243,2.913077,0.000000,0.000000e+00
2660.05,265,2561.521280,879.309112,688,2098,2246,2.913107,0.000000,0.000000e+00
2670.65,266,2573.972364,885.277688,691,2096,2253,2.907531,0.000000,0.000000e+00
2680.09,267,2580.626606,887.844710,697,2098,2258,2.906619,0.000000,0.000000e+00
2690.09,268,2591.405321,891.673143,705,2098,2265,2.906228,0.000000,0.000000e+00
2700.37,269,2600.791277,894.661272,715,2104,2270,2.907012,0.000000,0.000000e+00
2710.16,270,2610.241077,897.964976,724,2103,2276,2.906841,0.000000,0.000000e+00
2720.02,271,2619.948822,901.606843,738,2102,2280,2.905866,0.000000,0.000000e+00
2730.11,272,2628.840446,903.908693,746,2102,2294,2.908303,0.000000,0.000000e+00
2740.66,273,2636.320039,907.012306,752,2105,2300,2.906598,0.000000,0.000000e+00
2750.34,274,2644.380578,910.256192,760,2109,2307,2.905095,0.000000,0.000000e+00
2760.64,275,2655.562967,914.095934,767,2104,2319,2.905125,0.000000,0.000000e+00
2770.04,276,2665.871640,917.110868,776,2112,2329,2.906815,0.000000,0.000000e+00
2780.35,277,2674.909701,919.420306,789,2110,2341,2.909344,0.000000,0.000000e+00
2790.21,278,2684.809339,922.672946,798,2115,2346,2.909817,0.000000,0.000000e+00
2800.07,279,2691.034504,925.686454,801,2111,2351,2.907069,0.000000,0.000000e+00
2811.16,280,2701.164990,929.311635,810,2116,2359,2.906630,0.000000,0.000000e+00
2820.41,281,2711.326346,932.908591,817,2113,2365,2.906315,0.000000,0.000000e+00
2830.06,282,2719.052104,935.684791,821,2113,2379,2.905949,0.000000,0.000000e+00
2840.33,283,2726.753789,938.545790,828,2102,2392,2.905296,0.000000,0.000000e+00
2850.05,284,2735.418508,941.326615,836,2106,2398,2.905919,0.000000,0.000000e+00
2860.08,285,2748.658565,946.127661,844,2105,2407,2.905167,0.000000,0.000000e+00
2870.10,286,2755.009969,947.871794,857,2111,2412,2.906522,0.000000,0.000000e+00
2880.57,287,2766.788912,951.975304,865,2111,2425,2.906366,0.000000,0.000000e+00
2890.59,288,2775.769512,955.193378,872,2111,2436,2.905977,0.000000,0.000000e+00
2900.24,289,2785.335292,958.716709,882,2104,2442,2.905275,0.000000,0.000000e+00
2910.23,290,2793.585027,961.672392,896,2096,2449,2.904924,0.000000,0.000000e+00
2920.14,291,2802.984344,964.998428,908,2091,2457,2.904652,0.000000,0.000000e+00
2930.18,292,2811.294951,968.331831,919,2087,2462,2.903235,0.000000,0.000000e+00
2940.28,293,2821.609021,971.239333,935,2085,2470,2.905163,0.000000,0.000000e+00
2950.01,294,2830.802950,974.205436,943,2081,2481,2.905756,0.000000,0.000000e+00
2960.14,295,2837.322647,976.953051,949,2085,2487,2.904257,0.000000,0.000000e+00
2970.02,296,2847.933706,980.912434,959,2087,2495,2.903352,0.000000,0.000000e+00
2980.12,297,2857.291761,983.831174,967,2091,2504,2.904250,0.000000,0.000000e+00
2990.00,298,2865.579178,987.789742,976,2078,2510,2.901001,0.000000,0.000000e+00
3000.01,299,2875.779528,990.056811,993,2076,2522,2.904661,0.000000,0.000000e+00
3010.23,300,2883.621329,993.631661,1002,2073,2526,2.902103,0.000000,0.000000e+00
3020.30,301,2892.273822,996.070506,1009,2076,2537,2.903684,0.000000,0.000000e+00
3030.32,302,2901.779773,999.354246,1013,2084,2547,2.903655,0.000000,0.000000e+00
3040.08,303,2911.595247,1002.774050,1025,2079,2554,2.903541,0.000000,0.000000e+00
3050.29,304,2920.835450,1005.462788,1037,2083,2563,2.904966,0.000000,0.000000e+00
3060.11,305,2928.893799,1007.726863,1054,2082,2571,2.906436,0.000000,0.000000e+00
3070.08,306,2938.763380,1010.329875,1066,2080,2582,2.908717,0.000000,0.000000e+00
3080.23,307,2948.163454,1013.507425,1077,2077,2590,2.908872,0.000000,0.000000e+00
3090.19,308,2956.762615,1016.912581,1083,2070,2601,2.907588,0.000000,0.000000e+00
3100.61,309,2963.685419,1020.005744,1091,2069,2607,2.905558,0.000000,0.000000e+00
3110.27,310,2975.602091,1024.113867,1099,2068,2615,2.905538,0.000000,4.547474e-13
3120.24,311,2979.365549,1024.953526,1113,2077,2620,2.906830,0.000000,0.000000e+00
3130.15,312,2992.613908,1029.944028,1119,2082,2626,2.905608,0.000000,0.000000e+00
3140.25,313,3000.268980,1033.181707,1126,2081,2635,2.903912,0.000000,0.000000e+00
3150.12,314,3010.243213,1037.147556,1132,2081,2641,2.902425,0.000000,0.000000e+00
3161.19,315,3019.867060,1041.724701,1138,2073,2649,2.898911,0.000000,-4.547474e-13
3170.11,316,3029.209367,1044.819846,1151,2072,2655,2.899265,0.000000,0.000000e+00
3180.79,317,3029.563656,1045.843593,1163,2069,2655,2.896766,0.000000,0.000000e+00
3190.02,318,3046.835154,1052.344626,1167,2065,2660,2.895283,0.000000,0.000000e+00
3200.18,319,3054.732093,1054.666020,1182,2062,2665,2.896398,0.000000,0.000000e+00
3210.18,320,3064.932579,1057.728047,1195,2072,2668,2.897657,0.000000,0.000000e+00
3220.05,321,3071.133814,1061.188790,1199,2074,2670,2.894050,0.000000,0.000000e+00
3230.14,322,3079.790666,1064.200331,1209,2076,2676,2.893995,0.000000,0.000000e+00
3240.14,323,3089.768344,1067.301565,1219,2079,2684,2.894935,0.000000,4.547474e-13
