timestamp,sample_idx,system_occupancy,avg_wait_error,q0_len,q1_len,q2_len,server_busy,little_error
10.0000,1,9.1792,0.0000,9,7,1,1,3.9223
20.0000,2,14.5741,0.0000,1,15,4,1,7.7145
30.0000,3,17.5972,0.0000,1,21,5,1,11.3076
40.0000,4,21.4129,0.0000,3,30,5,1,14.6865
50.0000,5,26.4455,0.0000,9,41,5,1,18.7709
60.0000,6,33.6213,0.0000,17,53,4,1,23.6598
70.0000,7,40.9501,0.0000,25,63,8,1,28.5753
80.0000,8,49.4840,0.0000,35,75,9,1,33.5798
90.0000,9,57.4615,0.0000,41,87,4,1,38.5310
100.0000,10,65.4685,0.0000,43,97,2,1,43.9780
110.0000,11,72.9503,0.0000,47,102,6,1,49.0613
120.0000,12,80.3664,0.0000,51,109,15,1,53.8185
130.0000,13,88.3289,0.0000,53,113,24,1,58.2017
140.0000,14,96.4210,0.0000,52,122,38,1,62.4083
150.0000,15,104.5816,0.0000,49,129,46,1,66.5363
160.0000,16,112.5716,0.0000,44,137,61,1,70.6252
170.0000,17,120.6336,0.0000,48,142,69,1,74.6550
180.0000,18,128.7627,0.0000,44,152,76,1,78.7400
190.0000,19,136.8003,0.0000,49,160,86,1,82.8037
200.0000,20,144.9405,0.0000,44,164,94,1,86.7430
210.0000,21,153.1122,0.0000,48,170,108,1,90.6480
220.0000,22,161.2960,0.0000,46,179,116,1,94.4133
230.0000,23,169.3935,0.0000,48,186,118,1,98.2484
240.0000,24,177.3130,0.0000,48,194,121,1,102.0766
250.0000,25,185.2139,0.0000,55,199,127,1,105.8487
260.0000,26,192.9506,0.0000,51,204,137,1,109.5291
270.0000,27,200.5530,0.0000,45,213,144,1,113.1993
280.0000,28,208.0888,0.0000,41,227,150,1,117.0549
290.0000,29,215.3955,0.0000,39,232,158,1,120.9272
300.0000,30,222.5774,0.0000,36,239,162,1,124.7780
310.0000,31,229.8039,0.0000,33,248,172,1,128.6110
320.0000,32,237.0671,0.0000,33,255,181,1,132.4436
330.0000,33,244.2737,0.0000,20,268,191,1,136.4012
340.0000,34,251.3822,0.0000,16,278,199,1,140.4440
350.0000,35,258.3955,0.0000,13,286,207,1,144.4729
360.0000,36,265.6309,0.0000,10,298,217,1,148.5820
370.0000,37,272.8289,0.0000,7,307,226,1,152.7212
380.0000,38,279.9784,0.0000,3,312,231,1,156.8353
390.0000,39,286.8782,0.0000,6,321,230,1,160.9223
400.0000,40,293.7826,0.0000,4,328,235,1,165.0229
410.0000,41,300.6062,0.0000,1,339,246,1,169.1211
420.0000,42,307.4609,0.0000,5,346,244,1,173.2491
430.0000,43,314.4109,0.0000,14,354,243,1,177.3846
440.0000,44,321.2477,0.0000,22,357,240,1,181.4227
450.0000,45,328.0160,0.0000,34,361,238,1,185.3499
460.0000,46,334.8104,0.0000,38,369,242,1,189.2563
470.0000,47,341.5891,0.0000,42,376,243,1,193.1268
480.0000,48,348.3590,0.0000,49,389,237,1,197.0677
490.0000,49,355.2153,0.0000,55,396,236,1,201.0900
500.0000,50,362.0399,0.0000,62,405,243,1,205.0470
510.0000,51,369.0705,0.0000,71,414,250,1,209.0418
520.0000,52,376.2855,0.0000,80,421,251,1,213.0614
530.0000,53,383.3883,0.0000,84,426,245,1,217.0324
540.0000,54,390.4045,0.0000,91,433,247,1,220.9674
550.0000,55,397.3699,0.0000,96,442,240,1,224.9237
560.0000,56,404.3524,0.0000,103,454,237,1,228.9464
570.0000,57,411.2584,0.0000,110,463,227,1,232.9816
580.0000,58,418.1399,0.0000,116,477,226,1,237.0782
590.0000,59,425.0707,0.0000,123,484,226,1,241.2159
600.0000,60,431.9234,0.0000,130,490,218,1,245.3169
610.0000,61,438.7048,0.0000,138,498,214,1,249.3923
620.0000,62,445.4132,0.0000,143,503,209,1,253.4352
630.0000,63,452.0651,0.0000,146,508,217,1,257.4388
640.0000,64,458.7964,0.0000,158,525,213,1,261.4840
650.0000,65,465.5881,0.0000,164,531,210,1,265.5721
660.0000,66,472.3601,0.0000,172,538,209,1,269.6427
670.0000,67,479.1031,0.0000,175,548,207,1,273.7147
680.0000,68,485.8740,0.0000,184,553,211,1,277.8023
690.0000,69,492.6413,0.0000,189,562,205,1,281.8349
700.0000,70,499.3230,0.0000,201,570,197,1,285.8787
710.0000,71,506.0604,0.0000,213,579,194,1,289.9616
720.0000,72,512.8646,0.0000,221,586,195,1,294.0320
730.0000,73,519.7063,0.0000,234,595,194,1,298.0913
740.0000,74,526.5445,0.0000,240,604,189,1,302.1555
750.0000,75,533.4175,0.0000,248,614,183,1,306.2514
760.0000,76,540.2023,0.0000,253,619,181,1,310.3317
770.0000,77,547.0114,0.0000,259,630,184,1,314.4251
780.0000,78,553.8472,0.0000,271,637,177,1,318.5128
790.0000,79,560.6794,0.0000,279,646,179,1,322.5987
800.0000,80,567.4769,0.0000,285,650,173,1,326.6761
810.0000,81,574.2860,0.0000,293,664,172,1,330.7463
820.0000,82,581.0858,0.0000,300,669,165,1,334.8441
830.0000,83,587.7576,0.0000,308,676,157,1,338.9102
840.0000,84,594.4329,0.0000,318,683,154,1,342.9728
850.0000,85,601.0726,0.0000,326,688,152,1,347.0092
860.0000,86,607.7647,0.0000,337,695,151,1,351.0202
870.0000,87,614.3879,0.0000,341,700,142,1,354.9991
880.0000,88,620.9435,0.0000,349,709,141,1,358.9752
890.0000,89,627.5048,0.0000,359,713,138,1,362.9284
900.0000,90,634.0370,0.0000,367,721,136,1,366.8578
910.0000,91,640.6828,0.0000,378,734,140,1,370.8207
920.0000,92,647.3970,0.0000,386,742,136,1,374.8146
930.0000,93,654.0663,0.0000,390,745,133,1,378.7847
940.0000,94,660.6745,0.0000,397,750,132,1,382.7118
950.0000,95,667.2631,0.0000,405,756,136,1,386.6075
960.0000,96,673.8748,0.0000,415,760,133,1,390.4767
970.0000,97,680.5186,0.0000,429,770,125,1,394.3331
980.0000,98,687.1836,0.0000,436,782,129,1,398.2112
990.0000,99,693.9016,0.0000,446,786,127,1,402.1064
1000.0000,100,700.6174,0.0000,452,798,122,1,406.0152
1010.0000,101,707.3386,0.0000,460,807,125,1,409.9355
1020.0000,102,714.0568,0.0000,470,811,117,1,413.8489
1030.0000,103,720.7969,0.0000,476,822,116,1,417.7530
1040.0000,104,727.5331,0.0000,493,830,107,1,421.6917
1050.0000,105,734.2041,0.0000,500,837,92,1,425.6053
1060.0000,106,740.8070,0.0000,514,840,82,1,429.5044
1070.0000,107,747.3381,0.0000,520,846,80,1,433.3717
1080.0000,108,753.8996,0.0000,532,852,79,1,437.2254
1090.0000,109,760.4739,0.0000,540,859,78,1,441.0622
1100.0000,110,767.0299,0.0000,549,868,72,1,444.8895
1110.0000,111,773.5627,0.0000,554,877,65,1,448.7403
1120.0000,112,780.0487,0.0000,565,883,59,1,452.5823
1130.0000,113,786.5215,0.0000,574,893,58,1,456.4250
1140.0000,114,793.0234,0.0000,580,902,47,1,460.2871
1150.0000,115,799.4273,0.0000,584,909,38,1,464.1599
1160.0000,116,805.7894,0.0000,593,917,30,1,468.0277
1170.0000,117,812.0513,0.0000,602,926,14,1,471.8875
1180.0000,118,818.2975,0.0000,608,936,16,1,475.7686
1190.0000,119,824.5654,0.0000,613,937,14,1,479.6423
1200.0000,120,830.7349,0.0000,614,944,9,1,483.4842
1210.0000,121,836.8666,0.0000,622,955,6,1,487.3260
1220.0000,122,843.0422,0.0000,629,965,0,1,491.1971
1230.0000,123,849.2222,0.0000,634,977,2,1,495.0876
1240.0000,124,855.4672,0.0000,644,984,0,1,498.9991
1250.0000,125,861.6896,0.0000,648,990,3,1,502.8962
1260.0000,126,867.8820,0.0000,650,996,2,1,506.7866
1270.0000,127,874.0377,0.0000,650,998,1,1,510.6489
1280.0000,128,880.1136,0.0000,654,1000,4,1,514.4667
1290.0000,129,886.1232,0.0000,655,1000,2,1,518.2305
1300.0000,130,892.0764,0.0000,661,1000,1,1,521.9364
1310.0000,131,897.9536,0.0000,662,1000,0,1,525.5857
1320.0000,132,903.7258,0.0000,658,1000,0,1,529.1798
1330.0000,133,909.4282,0.0000,663,1000,1,1,532.7198
1340.0000,134,915.1057,0.0000,670,1000,6,1,536.2070
1350.0000,135,920.7813,0.0000,677,1000,8,1,539.6425
1360.0000,136,926.4189,0.0000,692,1000,0,1,543.0274
1370.0000,137,932.0466,0.0000,698,1000,2,1,546.3630
1380.0000,138,937.6155,0.0000,702,1000,1,1,549.6502
1390.0000,139,943.1305,0.0000,704,1000,4,1,552.8902
1400.0000,140,948.6389,0.0000,707,1000,13,1,556.0838
1410.0000,141,954.0941,0.0000,695,1000,21,1,559.2321
1420.0000,142,959.4902,0.0000,685,1000,38,1,562.3361
1430.0000,143,964.8151,0.0000,679,1000,42,1,565.3967
1440.0000,144,970.1269,0.0000,686,1000,54,1,568.4148
1450.0000,145,975.4616,0.0000,691,1000,58,1,571.3913
1460.0000,146,980.7923,0.0000,687,1000,67,1,574.3269
1470.0000,147,986.1257,0.0000,696,1000,76,1,577.2227
1480.0000,148,991.4434,0.0000,698,1000,84,1,580.0793
1490.0000,149,996.7560,0.0000,693,1000,93,1,582.8975
1500.0000,150,1002.0621,0.0000,694,1000,102,1,585.6782
1510.0000,151,1007.3211,0.0000,688,1000,108,1,588.4221
1520.0000,152,1012.5146,0.0000,684,1000,111,1,591.1298
1530.0000,153,1017.6207,0.0000,674,1000,119,1,593.8022
1540.0000,154,1022.6728,0.0000,672,1000,127,1,596.4398
1550.0000,155,1027.7475,0.0000,670,1000,142,1,599.0434
1560.0000,156,1032.7594,0.0000,660,1000,149,1,601.6137
1570.0000,157,1037.7007,0.0000,654,1000,155,1,604.1512
1580.0000,158,1042.6241,0.0000,659,1000,162,1,606.6565
1590.0000,159,1047.5394,0.0000,653,1000,170,1,609.1304
1600.0000,160,1052.4514,0.0000,655,1000,188,1,611.5733
1610.0000,161,1057.4126,0.0000,655,1000,203,1,613.9859
1620.0000,162,1062.4041,0.0000,659,1000,211,1,616.3687
1630.0000,163,1067.3378,0.0000,648,1000,218,1,618.7223
1640.0000,164,1072.2196,0.0000,647,1000,224,1,621.0471
1650.0000,165,1077.0697,0.0000,652,1000,226,1,623.3438
1660.0000,166,1081.8857,0.0000,643,1000,234,1,625.6128
1670.0000,167,1086.6455,0.0000,641,1000,236,1,627.8547
1680.0000,168,1091.3569,0.0000,636,1000,242,1,630.0698
1690.0000,169,1096.0406,0.0000,638,1000,250,1,632.2588
1700.0000,170,1100.6907,0.0000,631,1000,256,1,634.4220
1710.0000,171,1105.2996,0.0000,628,1000,263,1,636.5598
1720.0000,172,1109.8837,0.0000,626,1000,269,1,638.6729
1730.0000,173,1114.4519,0.0000,627,1000,277,1,640.7615
1740.0000,174,1119.0119,0.0000,627,1000,286,1,642.8260
1750.0000,175,1123.5766,0.0000,627,1000,296,1,644.8670
1760.0000,176,1128.1182,0.0000,622,1000,302,1,646.8848
1770.0000,177,1132.6226,0.0000,621,1000,309,1,648.8798
1780.0000,178,1137.1111,0.0000,621,1000,314,1,650.8524
1790.0000,179,1141.5969,0.0000,623,1000,320,1,652.8030
1800.0000,180,1146.0905,0.0000,623,1000,331,1,654.7318
1810.0000,181,1150.6230,0.0000,635,1000,340,1,656.6394
1820.0000,182,1155.1590,0.0000,631,1000,345,1,658.5260
1830.0000,183,1159.6607,0.0000,629,1000,353,1,660.3920
1840.0000,184,1164.1578,0.0000,629,1000,362,1,662.2377
1850.0000,185,1168.6464,0.0000,623,1000,369,1,664.0634
1860.0000,186,1173.0596,0.0000,620,1000,374,1,665.8695
1870.0000,187,1177.4447,0.0000,613,1000,381,1,667.6563
1880.0000,188,1181.7969,0.0000,610,1000,391,1,669.4241
