timestamp,sample_idx,system_occupancy,avg_wait_error,q0_len,q1_len,q2_len,server_busy,little_error
10.0000,1,10.5245,0.0000,5,7,6,1,3.9324
20.0000,2,16.2205,0.0000,8,8,11,1,3.4066
30.0000,3,22.3881,0.0000,13,9,20,1,5.3863
40.0000,4,27.9559,0.0000,18,11,19,1,6.3250
50.0000,5,34.1790,0.0000,28,21,21,1,6.6452
60.0000,6,41.7487,0.0000,35,27,24,1,8.8658
70.0000,7,49.3177,0.0000,38,37,32,1,11.3671
80.0000,8,57.1116,0.0000,40,40,36,1,12.7934
90.0000,9,63.9843,0.0000,41,45,41,1,12.6900
100.0000,10,70.8336,0.0000,50,45,43,1,13.9678
110.0000,11,77.7695,0.0000,53,49,54,1,16.5391
120.0000,12,84.8706,0.0000,54,56,60,1,18.8651
130.0000,13,92.3042,0.0000,64,63,64,1,19.5335
140.0000,14,100.0608,0.0000,71,70,68,1,22.1534
150.0000,15,107.4141,0.0000,69,71,72,1,23.4768
160.0000,16,114.1835,0.0000,71,75,69,1,24.5050
170.0000,17,120.6214,0.0000,76,76,78,1,25.8116
180.0000,18,127.0634,0.0000,86,73,82,1,25.8607
190.0000,19,133.5886,0.0000,92,80,84,1,25.7037
200.0000,20,139.8805,0.0000,97,83,85,1,28.5418
210.0000,21,145.9923,0.0000,102,84,92,1,29.0744
220.0000,22,152.2770,0.0000,103,90,96,1,29.6018
230.0000,23,158.5355,0.0000,105,94,102,1,31.2832
240.0000,24,164.5154,0.0000,105,100,104,1,32.5661
250.0000,25,170.5597,0.0000,110,107,105,1,32.0954
260.0000,26,176.5117,0.0000,111,112,108,1,32.8794
270.0000,27,182.5360,0.0000,120,119,108,1,34.2204
280.0000,28,188.6638,0.0000,130,120,114,1,36.3237
290.0000,29,195.1106,0.0000,145,122,120,1,38.6344
300.0000,30,201.8430,0.0000,152,128,127,1,41.7016
310.0000,31,208.8887,0.0000,161,140,130,1,43.6745
320.0000,32,215.8004,0.0000,161,141,137,1,45.5727
330.0000,33,222.8405,0.0000,165,152,142,1,46.1807
340.0000,34,230.0249,0.0000,172,158,144,1,47.9878
350.0000,35,237.3551,0.0000,180,163,153,1,49.8650
360.0000,36,244.6625,0.0000,182,171,151,1,51.7845
370.0000,37,251.8807,0.0000,189,176,154,1,55.3980
380.0000,38,258.9979,0.0000,195,181,157,1,57.2019
390.0000,39,266.2512,0.0000,199,184,170,1,58.4792
400.0000,40,273.5716,0.0000,202,188,175,1,59.7289
410.0000,41,280.9726,0.0000,207,194,188,1,60.3574
420.0000,42,288.5062,0.0000,205,205,194,1,60.9590
430.0000,43,296.1263,0.0000,212,214,199,1,61.5334
440.0000,44,303.8291,0.0000,221,218,203,1,64.5008
450.0000,45,311.6326,0.0000,225,225,216,1,66.2957
460.0000,46,319.4912,0.0000,230,228,220,1,66.8785
470.0000,47,327.1329,0.0000,234,227,222,1,67.4693
480.0000,48,334.6905,0.0000,243,227,226,1,70.4576
490.0000,49,342.2550,0.0000,245,237,232,1,70.6411
500.0000,50,349.8498,0.0000,245,245,238,1,71.7300
510.0000,51,357.5067,0.0000,259,255,241,1,74.6436
520.0000,52,365.1892,0.0000,261,256,248,1,75.3345
530.0000,53,372.9730,0.0000,275,260,252,1,77.8603
540.0000,54,380.8209,0.0000,278,262,264,1,79.8147
550.0000,55,388.6634,0.0000,281,272,267,1,81.7066
