timestamp,sampleIndex,averageNumberInSystem,averageWaitingTime,queueSize1,queueSize2,queueSize3,measuredArrivalRate,measuredOccupancy,littlesLawError
0.000000,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000
10.000000,1,2.927500,1.298464,5,6,3,2.700000,0.996417,-0.578354
20.000000,2,5.289624,1.790045,14,11,10,2.700000,0.998208,0.456502
30.000000,3,8.736142,2.675732,18,17,19,2.633333,0.998806,1.690047
40.000000,4,12.171892,3.997733,28,30,22,2.875000,0.999104,0.678408
50.000000,5,15.627467,5.440986,36,32,26,2.780000,0.999283,0.501524
60.000000,6,18.678944,6.762139,40,36,32,2.700000,0.999403,0.421168
70.000000,7,21.850454,7.357103,50,43,46,2.885714,0.999488,0.619957
80.000000,8,25.548097,6.794898,60,55,61,3.025000,0.999552,4.993530
90.000000,9,29.220565,9.780276,62,59,63,2.966667,0.999602,0.205747
100.000000,10,32.737369,10.772442,75,61,68,2.960000,0.999642,0.850942
110.000000,11,36.261248,12.499827,79,70,72,2.963636,0.999674,-0.783692
120.000000,12,39.696035,13.536604,86,71,82,2.941667,0.999701,-0.124140
130.000000,13,43.255924,14.586107,91,85,94,3.046154,0.999724,-1.175600
140.000000,14,46.771730,15.725217,109,86,94,3.035714,0.999744,-0.965537
150.000000,15,50.239697,17.014506,112,95,98,3.013333,0.999761,-1.030683
160.000000,16,53.720786,17.526676,118,96,112,3.000000,0.999776,1.140758
170.000000,17,57.090474,19.395181,125,100,117,3.000000,0.999789,-1.095069
180.000000,18,60.452117,20.099532,131,109,129,3.038889,0.999801,-0.628128
190.000000,19,63.917200,21.945373,138,115,132,3.036842,0.999811,-2.727432
200.000000,20,67.280134,23.113953,143,121,141,3.040000,0.999821,-2.986282
210.000000,21,70.610540,25.180358,144,131,143,3.028571,0.999829,-5.649971
220.000000,22,73.914811,26.141983,156,136,151,3.054545,0.999837,-5.937063
230.000000,23,77.234281,28.003631,164,140,157,3.065217,0.999844,-8.602935
240.000000,24,80.540451,28.240176,176,150,164,3.091667,0.999851,-6.768760
250.000000,25,83.982550,29.451896,179,160,172,3.100000,0.999857,-7.318329
260.000000,26,87.427713,29.721670,188,164,179,3.080769,0.999862,-4.137892
270.000000,27,90.827752,31.457237,192,169,183,3.062963,0.999867,-5.524599
280.000000,28,94.174937,32.093181,195,174,195,3.053571,0.999872,-3.823882
290.000000,29,97.560814,32.966901,205,178,205,3.065517,0.999876,-3.499789
300.000000,30,100.921255,34.016974,212,184,211,3.060000,0.999881,-3.170686
310.000000,31,104.326351,34.574106,217,189,225,3.064516,0.999884,-1.626554
320.000000,32,107.769978,35.515074,224,198,236,3.087500,0.999888,-1.882813
330.000000,33,111.282196,37.345356,231,203,241,3.087879,0.999891,-4.035736
340.000000,34,114.699599,37.762846,236,210,246,3.064706,0.999895,-1.032417
350.000000,35,118.137358,38.494529,244,220,257,3.088571,0.999898,-0.755744
360.000000,36,121.627477,39.891786,254,227,265,3.108333,0.999900,-2.369492
370.000000,37,125.184022,39.844571,259,238,270,3.091892,0.999903,1.988915
380.000000,38,128.704550,40.646760,271,246,273,3.094737,0.999906,2.913523
390.000000,39,132.215420,42.197912,277,248,278,3.076923,0.999908,2.375689
400.000000,40,135.667298,43.001929,281,253,288,3.067500,0.999910,3.758882
410.000000,41,139.146409,44.361436,285,264,296,3.078049,0.999913,2.599745
