timestamp,sampleIndex,averageNumberInSystem,averageWaitingTime,queueSize1,queueSize2,queueSize3,measuredArrivalRate,measuredOccupancy,littlesLawError
0.000000,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000
10.000000,1,4.010702,1.197660,6,8,5,2.900000,0.992088,0.537488
20.000000,2,6.665470,2.083356,15,11,13,2.800000,0.996044,0.832074
30.000000,3,10.080237,3.094598,24,17,17,2.700000,0.997363,1.724821
40.000000,4,13.330373,5.138918,27,24,27,2.850000,0.998022,-1.315545
50.000000,5,16.694689,4.927517,33,35,35,2.860000,0.998418,2.601990
60.000000,6,20.111630,6.159795,39,40,39,2.766667,0.998681,3.069531
70.000000,7,23.583578,7.137453,53,47,49,2.957143,0.998870,2.477109
80.000000,8,27.031769,8.929638,65,46,56,2.962500,0.999011,0.577715
90.000000,9,30.627574,10.203978,69,59,60,2.988889,0.999121,0.129018
100.000000,10,34.259653,10.168129,75,67,74,3.020000,0.999209,3.551904
110.000000,11,37.942145,12.070211,79,74,79,3.009091,0.999281,1.621782
120.000000,12,41.636189,11.840932,91,83,87,3.033333,0.999341,5.718697
130.000000,13,45.322471,14.589307,101,89,90,3.084615,0.999391,0.320069
140.000000,14,49.060396,14.534518,102,97,109,3.100000,0.999435,4.003392
150.000000,15,52.806595,16.231476,106,104,113,3.073333,0.999473,2.921858
160.000000,16,56.541587,16.075123,121,110,119,3.075000,0.999506,7.110583
170.000000,17,60.398985,16.716556,128,121,129,3.105882,0.999535,8.479330
180.000000,18,64.209316,18.496420,139,126,133,3.116667,0.999560,6.562142
190.000000,19,68.017964,19.486427,143,138,142,3.136842,0.999584,6.892118
200.000000,20,71.853795,20.508043,152,145,146,3.125000,0.999604,7.766161
210.000000,21,75.600295,22.954651,155,154,148,3.119048,0.999623,4.003645
220.000000,22,79.265436,23.524541,163,163,161,3.154545,0.999640,5.056203
230.000000,23,83.064461,24.152958,171,174,171,3.182609,0.999656,6.195045
240.000000,24,86.893440,25.649802,177,179,180,3.183333,0.999670,5.241569
250.000000,25,90.704649,27.261842,184,183,189,3.188000,0.999684,3.793898
260.000000,26,94.467452,27.857963,192,190,193,3.165385,0.999696,6.286285
270.000000,27,98.158670,28.804991,197,195,203,3.155556,0.999707,7.262921
280.000000,28,101.847705,29.551860,202,207,207,3.146429,0.999717,8.864889
290.000000,29,105.610246,30.098323,209,217,218,3.162069,0.999727,10.437271
300.000000,30,109.359117,31.078480,216,224,225,3.156667,0.999736,11.254715
310.000000,31,113.119745,31.800362,221,238,230,3.158065,0.999745,12.692150
320.000000,32,116.893868,32.982446,229,249,237,3.175000,0.999753,12.174601
330.000000,33,120.683849,34.206713,239,255,245,3.184848,0.999760,11.740651
340.000000,34,124.448265,35.302433,242,260,249,3.150000,0.999767,13.245601
350.000000,35,128.160872,37.202897,248,268,256,3.160000,0.999774,10.599719
360.000000,36,131.915825,38.450956,261,277,262,3.183333,0.999780,9.513615
370.000000,37,135.576038,40.446986,263,280,262,3.143243,0.999786,8.441321
380.000000,38,139.168017,41.771630,274,282,268,3.139474,0.999792,8.027085
390.000000,39,142.724775,42.074777,282,288,277,3.133333,0.999797,10.890473
400.000000,40,146.251238,42.689409,287,298,282,3.122500,0.999802,12.953559
410.000000,41,149.790375,44.843477,290,306,289,3.126829,0.999807,9.572477
420.000000,42,153.344933,45.041649,299,311,296,3.114286,0.999812,13.072367
430.000000,43,156.861839,45.816474,303,316,303,3.095349,0.999816,15.043869
440.000000,44,160.357847,46.557744,304,328,313,3.095455,0.999820,16.240466
450.000000,45,163.857818,47.580898,309,338,324,3.106667,0.999824,16.039827
460.000000,46,167.401974,48.776176,320,343,328,3.104348,0.999828,15.983759
470.000000,47,170.978286,49.179226,328,354,336,3.110638,0.999832,17.999503
480.000000,48,174.572512,48.962546,333,364,345,3.102083,0.999835,22.686614
490.000000,49,178.168501,50.268866,336,371,354,3.097959,0.999839,22.437606
500.000000,50,181.792208,50.690888,347,378,364,3.106000,0.999842,24.346311
510.000000,51,185.361719,52.650502,352,382,365,3.088235,0.999845,22.764581
520.000000,52,188.917127,53.747578,363,388,372,3.094231,0.999848,22.609719
530.000000,53,192.474236,55.799725,366,395,381,3.098113,0.999851,19.600373
540.000000,54,195.999732,57.407440,373,400,383,3.087037,0.999853,18.780838
550.000000,55,199.492985,59.318106,378,401,388,3.072727,0.999856,17.224623
560.000000,56,202.917441,60.890915,382,402,393,3.053571,0.999859,16.982683
570.000000,57,206.293943,61.406476,391,408,401,3.052632,0.999861,18.842594
580.000000,58,209.681237,62.549617,395,418,409,3.055172,0.999864,18.581374
590.000000,59,213.061293,64.456018,401,422,410,3.042373,0.999866,16.962051
600.000000,60,216.405409,65.426373,411,429,414,3.041667,0.999868,17.400190
610.000000,61,219.744956,66.482671,416,438,419,3.037705,0.999870,17.790220
620.000000,62,223.094495,67.610479,420,448,428,3.041935,0.999872,17.427780
630.000000,63,226.475030,68.527854,424,452,443,3.044444,0.999874,17.845786
640.000000,64,229.834157,70.278218,432,454,443,3.029688,0.999876,16.913118
650.000000,65,233.186647,71.168171,441,466,451,3.043077,0.999878,16.616427
660.000000,66,236.552094,72.828000,444,474,453,3.033333,0.999880,15.640493
670.000000,67,239.889348,73.373190,450,479,459,3.022388,0.999882,18.127096
680.000000,68,243.218082,74.011098,462,483,468,3.026471,0.999884,19.225671
690.000000,69,246.574104,75.336435,473,486,471,3.021739,0.999885,18.927051
700.000000,70,249.902728,77.805518,480,493,479,3.034286,0.999887,13.818557
710.000000,71,253.271571,79.073247,488,501,491,3.047887,0.999889,12.265224
720.000000,72,256.613442,81.181674,489,503,493,3.029167,0.999890,10.700620
730.000000,73,259.936034,82.056633,499,514,500,3.039726,0.999892,10.506350
740.000000,74,263.263690,83.697421,499,523,504,3.031081,0.999893,9.570022
750.000000,75,266.574439,84.715053,507,529,514,3.036000,0.999895,9.379538
760.000000,76,269.911626,87.591826,513,538,514,3.039474,0.999896,3.678576
