timestamp,sampleIndex,averageNumberInSystem,averageWaitingTime,queueSize1,queueSize2,queueSize3,measuredArrivalRate,measuredOccupancy,littlesLawError
0.000000,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000
10.000000,1,2.278751,1.241694,3,5,4,2.600000,0.985069,-0.949655
20.000000,2,4.635229,1.852188,10,17,6,2.650000,0.992535,-0.273070
30.000000,3,8.076882,2.585082,19,22,11,2.600000,0.995023,1.355670
40.000000,4,11.227770,4.607366,25,24,21,2.750000,0.996267,-1.442486
50.000000,5,14.495493,4.733235,35,27,32,2.780000,0.997014,1.337101
60.000000,6,17.844472,5.568831,41,33,38,2.733333,0.997512,2.623001
70.000000,7,21.274392,6.596167,46,46,49,2.900000,0.997867,2.145507
80.000000,8,24.770337,8.961385,52,53,49,2.887500,0.998134,-1.105661
90.000000,9,28.187066,9.625083,57,62,61,2.944444,0.998341,-0.153456
100.000000,10,31.671359,10.308720,70,64,68,2.950000,0.998507,1.260636
110.000000,11,35.367382,10.889416,74,77,78,3.000000,0.998643,2.699134
120.000000,12,38.990729,12.491455,82,78,83,2.958333,0.998756,2.036842
130.000000,13,42.647820,13.892423,86,91,95,3.053846,0.998851,0.222497
140.000000,14,46.240783,16.240133,96,94,91,3.007143,0.998934,-2.595618
150.000000,15,49.723471,16.620671,107,101,97,3.013333,0.999005,-0.360151
160.000000,16,53.135580,17.302937,111,102,111,2.993750,0.999067,1.334914
170.000000,17,56.602034,18.700183,119,107,118,3.005882,0.999122,0.391484
180.000000,18,60.122160,19.292279,128,117,128,3.050000,0.999171,1.280710
190.000000,19,63.712754,20.741188,138,124,131,3.057895,0.999214,0.288384
200.000000,20,67.219092,22.004439,145,126,142,3.060000,0.999253,-0.114490
210.000000,21,70.679292,24.238171,155,124,147,3.047619,0.999289,-3.189419
220.000000,22,74.102144,24.908237,159,136,158,3.077273,0.999321,-2.547294
230.000000,23,77.648565,25.847331,163,147,169,3.104348,0.999351,-2.590540
240.000000,24,81.210641,26.687903,174,159,171,3.120833,0.999378,-2.077855
250.000000,25,84.829305,28.015491,185,168,172,3.128000,0.999403,-2.803150
260.000000,26,88.393895,29.059239,189,169,181,3.096154,0.999426,-1.577980
270.000000,27,91.928931,29.621732,195,181,186,3.096296,0.999447,0.211271
280.000000,28,95.372316,32.007143,193,187,188,3.060714,0.999467,-2.592405
290.000000,29,98.733571,33.594318,197,193,196,3.062069,0.999485,-4.134547
300.000000,30,102.053936,34.628158,202,199,204,3.056667,0.999502,-3.792800
310.000000,31,105.300841,37.124449,206,201,206,3.035484,0.999518,-7.389825
320.000000,32,108.516795,38.966712,213,210,209,3.046875,0.999533,-10.209907
330.000000,33,111.755254,39.680809,219,222,216,3.060606,0.999548,-9.692072
340.000000,34,114.992788,40.290113,226,225,221,3.035294,0.999561,-7.299555
350.000000,35,118.209429,41.891640,236,228,229,3.048571,0.999573,-9.500227
360.000000,36,121.442305,42.915695,246,241,233,3.072222,0.999585,-10.404247
370.000000,37,124.727953,43.574183,255,245,235,3.048649,0.999596,-8.114422
380.000000,38,128.012708,43.536829,265,257,242,3.060526,0.999607,-5.232903
390.000000,39,131.317365,44.207470,264,266,253,3.051282,0.999617,-3.572094
400.000000,40,134.589754,46.173247,263,270,259,3.030000,0.999627,-5.315184
410.000000,41,137.820103,47.391170,274,273,268,3.041463,0.999636,-6.318406
420.000000,42,141.063754,48.000023,277,282,273,3.026190,0.999645,-4.193458
430.000000,43,144.265886,48.639985,281,285,282,3.009302,0.999653,-2.106534
440.000000,44,147.448907,51.002458,286,285,286,2.995455,0.999661,-5.326638
450.000000,45,150.603829,52.547241,292,293,292,3.002222,0.999668,-7.154665
460.000000,46,153.771215,53.273220,298,305,297,3.006522,0.999675,-6.395878
470.000000,47,156.944009,55.038083,299,313,302,3.000000,0.999682,-8.170239
480.000000,48,160.072683,56.607857,297,316,311,2.981250,0.999689,-8.689491
490.000000,49,163.155380,57.707048,302,318,321,2.975510,0.999695,-8.552529
500.000000,50,166.253628,58.401483,306,330,329,2.982000,0.999701,-7.899595
510.000000,51,169.368712,59.350690,318,333,331,2.974510,0.999707,-7.170497
520.000000,52,172.483579,59.979901,327,346,335,2.984615,0.999713,-6.533356
530.000000,53,175.644918,61.021923,338,351,343,2.994340,0.999718,-7.075444
540.000000,54,178.816835,61.970558,344,358,348,2.988889,0.999724,-6.406278
550.000000,55,181.987248,61.923215,354,365,356,2.989091,0.999729,-3.106870
560.000000,56,185.184426,61.834233,363,370,364,2.982143,0.999733,0.785911
570.000000,57,188.398709,62.771258,366,380,371,2.980702,0.999738,1.296310
580.000000,58,191.617856,64.847924,372,381,378,2.977586,0.999743,-1.472428
590.000000,59,194.812619,65.404282,382,390,379,2.972881,0.999747,0.373447
