timestamp,sampleIndex,averageNumberInSystem,averageWaitingTime,queueSize1,queueSize2,queueSize3,measuredArrivalRate,measuredOccupancy,littlesLawError
0.000000,0,0.000000,0.000000,0,0,0,0.000000,0.000000,0.000000
10.000000,1,2.927500,1.247067,5,5,4,2.700000,0.996417,-0.439581
20.000000,2,5.289624,1.802940,14,10,11,2.700000,0.998208,0.421686
30.000000,3,8.736142,2.747041,18,15,21,2.633333,0.998806,1.502266
40.000000,4,12.171892,4.015535,27,29,24,2.875000,0.999104,0.627228
50.000000,5,15.627467,5.472799,36,30,28,2.780000,0.999283,0.413086
60.000000,6,18.678944,6.734005,38,36,34,2.700000,0.999403,0.497131
70.000000,7,21.850454,7.324408,48,44,47,2.885714,0.999488,0.714306
80.000000,8,25.548097,6.792242,59,55,62,3.025000,0.999552,5.001564
90.000000,9,29.220565,9.767730,61,60,63,2.966667,0.999602,0.242967
100.000000,10,32.737369,10.756174,73,61,70,2.960000,0.999642,0.899093
110.000000,11,36.261248,12.556775,79,66,76,2.963636,0.999674,-0.952467
120.000000,12,39.696035,13.611156,85,68,86,2.941667,0.999701,-0.343448
130.000000,13,43.255924,14.647830,89,83,98,3.046154,0.999724,-1.363619
140.000000,14,46.771730,15.680175,105,86,98,3.035714,0.999744,-0.828800
150.000000,15,50.239697,16.989464,108,96,101,3.013333,0.999761,-0.955222
160.000000,16,53.720786,17.487052,114,98,114,3.000000,0.999776,1.259631
170.000000,17,57.090474,19.325438,121,102,119,3.000000,0.999789,-0.885841
180.000000,18,60.452117,20.061673,126,111,132,3.038889,0.999801,-0.513078
190.000000,19,63.917200,21.949388,134,115,136,3.036842,0.999811,-2.739626
200.000000,20,67.280134,23.043362,139,125,141,3.040000,0.999821,-2.771687
210.000000,21,70.610540,25.186297,140,132,146,3.028571,0.999829,-5.667959
220.000000,22,73.914811,26.126370,153,138,152,3.054545,0.999837,-5.889374
230.000000,23,77.234281,27.992813,162,144,155,3.065217,0.999844,-8.569777
240.000000,24,80.540451,28.228929,174,154,162,3.091667,0.999851,-6.733988
250.000000,25,83.982550,29.458792,179,163,169,3.100000,0.999857,-7.339705
260.000000,26,87.427713,29.748742,188,166,177,3.080769,0.999862,-4.221297
270.000000,27,90.827752,31.433537,188,175,181,3.062963,0.999867,-5.452007
280.000000,28,94.174937,32.037620,190,181,193,3.053571,0.999872,-3.654224
290.000000,29,97.560814,32.919402,199,184,205,3.065517,0.999876,-3.354182
300.000000,30,100.921255,33.985144,205,189,213,3.060000,0.999881,-3.073284
310.000000,31,104.326351,34.530433,210,195,226,3.064516,0.999884,-1.492718
320.000000,32,107.769978,35.507686,218,203,237,3.087500,0.999888,-1.860001
330.000000,33,111.282196,37.304091,225,210,240,3.087879,0.999891,-3.908316
340.000000,34,114.699599,37.703774,230,218,244,3.064706,0.999895,-0.851379
350.000000,35,118.137358,38.419094,238,228,255,3.088571,0.999898,-0.522759
360.000000,36,121.627477,39.851196,250,233,263,3.108333,0.999900,-2.243323
370.000000,37,125.184022,39.816000,254,244,269,3.091892,0.999903,2.077253
380.000000,38,128.704550,40.624553,269,252,269,3.094737,0.999906,2.982250
390.000000,39,132.215420,42.199137,275,254,274,3.076923,0.999908,2.371920
400.000000,40,135.667298,42.996288,276,259,287,3.067500,0.999910,3.776184
410.000000,41,139.146409,44.360276,276,272,297,3.078049,0.999913,2.603316
420.000000,42,142.603655,45.258551,281,276,303,3.059524,0.999915,4.134042
430.000000,43,145.992081,46.770065,285,278,307,3.034884,0.999917,4.050371
440.000000,44,149.336107,48.494508,285,281,319,3.027273,0.999919,2.530005
450.000000,45,152.609538,50.633867,288,287,326,3.028889,0.999920,-0.754818
460.000000,46,155.900714,50.835328,301,297,330,3.036957,0.999922,1.516032
470.000000,47,159.266809,51.872698,309,303,336,3.036170,0.999924,1.772467
480.000000,48,162.572734,53.747368,311,303,342,3.014583,0.999925,0.546813
490.000000,49,165.806966,55.153689,311,312,348,3.006122,0.999927,0.008225
500.000000,50,169.018379,56.699682,322,312,355,3.006000,0.999928,-1.420866
510.000000,51,172.257793,56.668055,331,322,361,3.005882,0.999930,1.920287
520.000000,52,175.533428,57.635872,342,328,368,3.013462,0.999931,1.849943
530.000000,53,178.800523,59.492526,347,338,371,3.016981,0.999932,-0.687307
540.000000,54,182.086866,59.686445,355,348,377,3.016667,0.999934,2.032758
550.000000,55,185.364531,60.735198,362,356,379,3.009091,0.999935,2.606799
560.000000,56,188.628319,61.724600,366,363,382,2.994643,0.999936,3.785187
570.000000,57,191.868223,62.930368,372,368,389,2.991228,0.999937,3.629139
580.000000,58,195.106299,64.488621,375,374,398,2.991379,0.999938,2.196371
590.000000,59,198.345589,64.542530,385,383,403,2.989831,0.999939,5.374365
600.000000,60,201.628501,64.945867,396,390,410,2.993333,0.999940,7.223872
610.000000,61,204.922276,65.692620,401,397,419,2.991803,0.999941,8.382879
620.000000,62,208.214983,67.302935,406,401,429,2.993548,0.999942,6.740390
630.000000,63,211.454084,70.485630,410,400,432,2.984127,0.999943,1.116014
640.000000,64,214.684024,70.361519,418,410,437,2.979687,0.999944,5.028686
650.000000,65,217.941040,71.124524,426,419,450,2.995385,0.999945,4.895736
660.000000,66,221.214833,72.763948,426,422,459,2.984848,0.999946,4.025474
670.000000,67,224.463321,73.488473,432,428,463,2.974627,0.999947,5.862536
680.000000,68,227.706316,73.845888,445,437,467,2.979412,0.999947,7.689010
690.000000,69,230.978703,75.122772,455,441,470,2.975362,0.999948,7.461237
700.000000,70,234.226357,77.421188,462,450,478,2.991429,0.999949,2.626404
710.000000,71,237.516646,78.707741,469,461,486,3.002817,0.999950,1.171711
720.000000,72,240.781245,80.747086,469,464,488,2.984722,0.999950,-0.226376
