time,sample_idx,total_occupancy,arrival_rate_est,q0_len,q1_len,q2_len,server_busy,q0_EN,q0_EW,q0_lambda,q1_EN,q1_EW,q1_lambda,q2_EN,q2_EW,q2_lambda,system_EN,system_EW,system_lambda,little_error,system_state_id,active_policy
10.0000,1,10,2.7000,0,3,7,1,2.7060,0.0000,0.7000,1.1763,0.0000,0.4000,2.2197,0.0000,0.8000,6.1020,0.0000,1.9000,6.1020,9,0
20.0000,2,21,2.7000,1,6,14,1,5.8556,0.0000,0.6500,5.4397,0.0000,0.6500,5.4592,0.0000,0.7500,16.7545,0.0000,2.0500,16.7545,12,0
30.0000,3,29,2.7000,0,7,22,1,8.8690,0.0000,0.6000,9.1081,0.0000,0.7667,10.9619,0.0000,0.7667,28.9390,0.0000,2.1333,28.9390,21,0
40.0000,4,41,2.7000,0,12,29,1,12.1536,0.0000,0.6500,13.9596,0.0000,0.8000,14.2689,0.0000,0.7500,40.3821,0.0000,2.2000,40.3821,21,0
50.0000,5,49,2.7000,1,11,37,1,15.8215,0.0000,0.6400,16.0001,0.0000,0.7600,16.0879,0.0000,0.7600,47.9095,0.0000,2.1600,47.9095,21,0
60.0000,6,78,2.7000,2,21,55,1,19.3123,0.0000,0.7000,22.3124,0.0000,0.8833,23.4832,0.0000,0.9333,65.1079,0.0000,2.5167,65.1079,24,0
70.0000,7,103,2.7000,8,28,67,1,23.0009,0.0000,0.8000,26.4284,0.0000,0.8571,28.8802,0.0000,0.9714,78.3096,0.0000,2.6286,78.3096,25,0
80.0000,8,144,2.7000,16,43,85,1,28.7878,0.0000,0.8875,31.8047,0.0000,0.9375,34.4992,0.0000,1.0750,95.0918,0.0000,2.9000,95.0918,25,0
90.0000,9,163,2.7000,17,51,95,1,33.5279,0.0000,0.9444,36.8479,0.0000,0.9222,37.9281,0.0000,1.0667,108.3038,0.0000,2.9333,108.3038,25,0
100.0000,10,180,2.7000,14,60,106,1,39.6546,0.0000,0.9200,41.3758,0.0000,0.9200,45.8786,0.0000,1.0700,126.9090,0.0000,2.9100,126.9090,25,0
110.0000,11,201,2.7000,12,65,124,1,44.9138,0.0000,0.9273,44.4383,0.0000,0.8818,53.2006,0.0000,1.1364,142.5528,0.0000,2.9455,142.5528,25,0
120.0000,12,228,2.7000,18,73,137,1,49.7932,0.0000,0.9333,51.6593,0.0000,0.8750,59.7356,0.0000,1.1500,161.1881,0.0000,2.9583,161.1881,25,0
130.0000,13,250,2.7000,14,87,149,1,52.8786,0.0000,0.9308,56.1757,0.0000,0.9154,64.7191,0.0000,1.1538,173.7733,0.0000,3.0000,173.7733,25,0
