time,sample_idx,total_occupancy,arrival_rate_est,q0_len,q1_len,q2_len,server_busy,q0_EN,q0_EW,q0_lambda,q1_EN,q1_EW,q1_lambda,q2_EN,q2_EW,q2_lambda,system_EN,system_EW,system_lambda,little_error,system_state_id,active_policy
10.0000,1,26,2.4000,5,12,9,1,6.9634,0.0000,1.5000,5.4412,0.0000,1.2000,3.6728,0.0000,0.9000,16.0775,0.0000,3.6000,16.0775,12,0
20.0000,2,36,2.4000,3,20,13,1,10.7980,0.0000,1.1000,10.1842,0.0000,1.0000,6.6189,0.0000,0.6500,27.6011,0.0000,2.7500,27.6010,12,0
30.0000,3,48,2.4000,3,27,18,1,16.7082,0.0000,1.0000,14.5130,0.0000,0.9000,8.0399,0.0000,0.6000,39.2611,0.0000,2.5000,39.2611,15,0
40.0000,4,64,2.4000,4,30,30,1,19.7755,0.0000,0.8750,18.3191,0.0000,0.8500,13.2167,0.0000,0.7500,51.3113,0.0000,2.4750,51.3113,24,0
50.0000,5,79,2.4000,5,35,39,1,23.3961,0.0000,0.8800,21.3332,0.0000,0.7800,16.4292,0.0000,0.7800,61.1584,0.0000,2.4400,61.1584,24,0
60.0000,6,96,2.4000,3,47,46,1,28.0571,0.0000,0.8500,24.5210,0.0000,0.8500,19.3047,0.0000,0.7667,71.8828,0.0000,2.4667,71.8829,24,0
70.0000,7,109,2.4000,2,53,54,1,31.7120,0.0000,0.8143,30.0332,0.0000,0.8857,24.1770,0.0000,0.7714,85.9222,0.0000,2.4714,85.9222,24,0
80.0000,8,124,2.4000,5,56,63,1,34.9312,0.0000,0.8125,34.3753,0.0000,0.8250,29.3236,0.0000,0.7875,98.6301,0.0000,2.4250,98.6301,24,0
90.0000,9,149,2.4000,13,63,73,1,39.1728,0.0000,0.8556,37.8633,0.0000,0.8111,34.0158,0.0000,0.8111,111.0518,0.0000,2.4778,111.0518,25,0
100.0000,10,166,2.4000,11,74,81,1,42.5554,0.0000,0.8800,42.2815,0.0000,0.8400,37.5630,0.0000,0.8100,122.4000,0.0000,2.5300,122.4000,25,0
110.0000,11,190,2.4000,12,84,94,1,46.2215,0.0000,0.8909,46.2449,0.0000,0.8545,42.4748,0.0000,0.8545,134.9411,0.0000,2.6000,134.9411,25,0
120.0000,12,202,2.4000,13,92,97,1,52.0360,0.0000,0.8667,51.1224,0.0000,0.8500,44.7838,0.0000,0.8083,147.9422,0.0000,2.5250,147.9422,25,0
130.0000,13,213,2.4000,10,100,103,1,56.3097,0.0000,0.8846,55.1011,0.0000,0.8462,50.6754,0.0000,0.7923,162.0862,0.0000,2.5231,162.0862,25,0
140.0000,14,234,2.4000,14,113,107,1,61.0397,0.0000,0.8929,58.5446,0.0000,0.8786,53.2859,0.0000,0.7643,172.8702,0.0000,2.5357,172.8702,25,0
