time,sample_idx,total_occupancy,arrival_rate_est,q0_len,q1_len,q2_len,server_busy,q0_EN,q0_EW,q0_lambda,q1_EN,q1_EW,q1_lambda,q2_EN,q2_EW,q2_lambda,system_EN,system_EW,system_lambda,little_error,system_state_id,active_policy
10.0000,1,14,2.9970,2,7,5,1,3.6283,0.0000,0.9000,3.8522,0.0000,1.1000,1.8745,0.0000,0.7000,9.3550,0.0000,2.7000,9.3550,3,0
20.0000,2,26,2.9970,3,13,10,1,7.2835,0.0000,0.9500,10.0198,0.0000,1.0000,5.2057,0.0000,0.6000,22.5090,0.0000,2.5500,22.5090,12,0
30.0000,3,44,2.9970,0,20,24,1,12.2041,0.0000,0.8667,12.4337,0.0000,1.0333,9.6200,0.0000,0.8667,34.2577,0.0000,2.7667,34.2577,21,0
40.0000,4,72,2.9970,3,30,39,1,17.5462,0.0000,0.8500,19.2060,0.0000,1.0250,14.7263,0.0000,1.0250,51.4786,0.0000,2.9000,51.4786,24,0
50.0000,5,87,2.9970,1,37,49,1,19.2498,0.0000,0.7600,25.1587,0.0000,1.0000,21.7263,0.0000,1.0200,66.1348,0.0000,2.7800,66.1348,24,0
60.0000,6,105,2.9970,2,44,59,1,24.3588,0.0000,0.8167,29.6829,0.0000,1.0167,26.3736,0.0000,1.0167,80.4154,0.0000,2.8500,80.4154,24,0
70.0000,7,125,2.9970,6,56,63,1,28.7148,0.0000,0.8714,35.7029,0.0000,1.0571,32.5952,0.0000,0.9286,97.0129,0.0000,2.8571,97.0129,25,0
80.0000,8,150,2.9970,8,68,74,1,33.0901,0.0000,0.8875,38.8150,0.0000,1.0750,36.1723,0.0000,0.9500,108.0775,0.0000,2.9125,108.0775,25,0
90.0000,9,173,2.9970,7,79,87,1,38.1063,0.0000,0.8556,46.7670,0.0000,1.0778,42.0279,0.0000,0.9889,126.9012,0.0000,2.9222,126.9012,25,0
100.0000,10,196,2.9970,10,87,99,1,42.5442,0.0000,0.9200,52.1593,0.0000,1.0500,47.1998,0.0000,1.0100,141.9033,0.0000,2.9800,141.9033,25,0
110.0000,11,231,2.9970,13,101,117,1,47.8251,0.0000,0.9545,57.5471,0.0000,1.0818,52.8928,0.0000,1.0818,158.2650,0.0000,3.1182,158.2650,25,0
