time,sample_idx,total_occupancy,arrival_rate_est,q0_len,q1_len,q2_len,server_busy,q0_EN,q0_EW,q0_lambda,q1_EN,q1_EW,q1_lambda,q2_EN,q2_EW,q2_lambda,system_EN,system_EW,system_lambda,little_error,system_state_id,active_policy
10.0000,1,9,2.9970,3,5,1,1,3.5305,0.0000,0.8000,2.5354,0.0000,0.6000,0.0000,0.0000,0.1000,6.0659,0.0000,1.5000,6.0659,0,0
20.0000,2,35,2.9970,4,18,13,1,6.6710,0.0000,0.8000,7.9704,0.0000,0.9500,3.2809,0.0000,0.6500,17.9224,0.0000,2.4000,17.9224,12,0
30.0000,3,53,2.9970,1,26,26,1,10.3987,0.0000,0.7000,14.3853,0.0000,1.1667,8.6865,0.0000,0.8667,33.4705,0.0000,2.7333,33.4705,24,0
40.0000,4,80,2.9970,8,36,36,1,15.3911,0.0000,0.9500,19.3257,0.0000,1.1250,12.7743,0.0000,0.9000,47.4910,0.0000,2.9750,47.4910,25,0
50.0000,5,102,2.9970,5,43,54,1,18.8069,0.0000,0.8400,25.9332,0.0000,1.0400,19.8155,0.0000,1.0800,64.5556,0.0000,2.9600,64.5556,24,0
60.0000,6,124,2.9970,8,53,63,1,24.9988,0.0000,0.9000,31.0662,0.0000,1.0333,25.5049,0.0000,1.0500,81.5699,0.0000,2.9833,81.5699,25,0
70.0000,7,140,2.9970,6,64,70,1,28.7995,0.0000,0.9000,35.1505,0.0000,1.0429,28.3799,0.0000,1.0000,92.3299,0.0000,2.9429,92.3299,25,0
80.0000,8,154,2.9970,2,72,80,1,34.4544,0.0000,0.9125,41.6583,0.0000,1.0375,36.7002,0.0000,1.0000,112.8129,0.0000,2.9500,112.8130,24,0
90.0000,9,172,2.9970,0,81,91,1,37.6301,0.0000,0.8889,46.2654,0.0000,1.0222,42.9703,0.0000,1.0111,126.8658,0.0000,2.9222,126.8658,24,0
100.0000,10,185,2.9970,0,85,100,1,42.2608,0.0000,0.8500,51.4336,0.0000,1.0300,48.2452,0.0000,1.0000,141.9396,0.0000,2.8800,141.9397,24,0
110.0000,11,193,2.9970,0,81,112,1,42.7949,0.0000,0.7909,56.3433,0.0000,1.0000,50.6376,0.0000,1.0182,149.7758,0.0000,2.8091,149.7758,24,0
120.0000,12,222,2.9970,2,94,126,1,49.6672,0.0000,0.7833,61.0934,0.0000,1.0333,58.6536,0.0000,1.0500,169.4142,0.0000,2.8667,169.4142,24,0
130.0000,13,242,2.9970,5,103,134,1,52.5864,0.0000,0.7769,66.2193,0.0000,1.0231,63.3915,0.0000,1.0308,182.1972,0.0000,2.8308,182.1972,24,0
140.0000,14,254,2.9970,2,112,140,1,56.6725,0.0000,0.7714,70.4358,0.0000,1.0143,69.4998,0.0000,1.0000,196.6081,0.0000,2.7857,196.6081,24,0
150.0000,15,258,2.9970,1,111,146,1,61.4917,0.0000,0.7600,73.9440,0.0000,1.0000,74.1598,0.0000,0.9733,209.5954,0.0000,2.7333,209.5954,24,0
160.0000,16,274,2.9970,2,115,157,1,65.0595,0.0000,0.7375,81.3012,0.0000,0.9875,78.5951,0.0000,0.9812,224.9559,0.0000,2.7062,224.9559,24,0
170.0000,17,288,2.9970,1,121,166,1,66.9229,0.0000,0.7412,84.9139,0.0000,0.9882,83.1159,0.0000,0.9765,234.9527,0.0000,2.7059,234.9527,24,0
180.0000,18,290,2.9970,0,112,178,1,70.5779,0.0000,0.7278,88.8457,0.0000,0.9556,88.8216,0.0000,0.9889,248.2451,0.0000,2.6722,248.2451,24,0
190.0000,19,313,2.9970,2,126,185,1,75.0979,0.0000,0.7474,95.2742,0.0000,0.9842,93.5353,0.0000,0.9737,263.9074,0.0000,2.7053,263.9074,24,0
200.0000,20,323,2.9970,2,126,195,1,78.4387,0.0000,0.7500,98.2469,0.0000,0.9550,98.3692,0.0000,0.9750,275.0549,0.0000,2.6800,275.0549,24,0
210.0000,21,341,2.9970,0,137,204,1,80.6814,0.0000,0.7429,105.1549,0.0000,0.9714,103.1999,0.0000,0.9714,289.0361,0.0000,2.6857,289.0361,24,0
220.0000,22,354,2.9970,1,140,213,1,83.6984,0.0000,0.7273,107.5921,0.0000,0.9545,104.1688,0.0000,0.9682,295.4593,0.0000,2.6500,295.4593,24,0
230.0000,23,379,2.9970,6,155,218,1,88.2225,0.0000,0.7522,114.4239,0.0000,0.9783,111.6920,0.0000,0.9478,314.3384,0.0000,2.6783,314.3384,25,0
240.0000,24,402,2.9970,3,164,235,1,90.5749,0.0000,0.7542,119.3067,0.0000,0.9750,117.3381,0.0000,0.9792,327.2196,0.0000,2.7083,327.2196,24,0
250.0000,25,419,2.9970,4,175,240,1,96.5960,0.0000,0.7680,124.3190,0.0000,0.9840,122.2042,0.0000,0.9600,343.1192,0.0000,2.7120,343.1192,24,0
260.0000,26,428,2.9970,3,174,251,1,99.6346,0.0000,0.7692,128.0326,0.0000,0.9654,127.0023,0.0000,0.9654,354.6694,0.0000,2.7000,354.6694,24,0
270.0000,27,448,2.9970,3,182,263,1,103.6857,0.0000,0.7704,132.8045,0.0000,0.9593,131.1545,0.0000,0.9741,367.6446,0.0000,2.7037,367.6447,24,0
