time,sample_idx,total_occupancy,arrival_rate_est,q0_len,q1_len,q2_len,server_busy,q0_EN,q0_EW,q0_lambda,q1_EN,q1_EW,q1_lambda,q2_EN,q2_EW,q2_lambda,system_EN,system_EW,system_lambda,little_error,system_state_id,active_policy
10.0000,1,14,2.9970,5,4,5,1,2.5235,0.0000,0.6000,3.1396,0.0000,0.6000,2.6498,0.0000,1.1000,8.3129,0.0000,2.3000,8.3129,0,0
20.0000,2,25,2.9970,9,7,9,1,7.5255,0.0000,0.9500,5.0171,0.0000,0.4500,8.7386,0.0000,0.9000,21.2811,0.0000,2.3000,21.2811,13,0
30.0000,3,47,2.9970,17,14,16,1,12.6960,0.0000,1.1667,7.3326,0.0000,0.5333,14.1350,0.0000,0.9667,34.1637,0.0000,2.6667,34.1637,13,0
40.0000,4,67,2.9970,22,19,26,1,19.8715,0.0000,1.0500,8.8613,0.0000,0.5250,18.9334,0.0000,1.0250,47.6662,0.0000,2.6000,47.6662,23,0
50.0000,5,65,2.9970,21,22,22,1,24.7791,0.0000,1.0000,12.4184,0.0000,0.5200,23.9217,0.0000,0.9800,61.1192,0.0000,2.5000,61.1192,26,0
60.0000,6,87,2.9970,29,29,29,1,30.1253,0.0000,1.0000,15.6651,0.0000,0.6833,27.3529,0.0000,0.9667,73.1433,0.0000,2.6500,73.1433,26,0
70.0000,7,105,2.9970,34,36,35,1,34.6618,0.0000,0.9714,19.5824,0.0000,0.7714,33.2363,0.0000,0.9143,87.4804,0.0000,2.6571,87.4804,26,0
80.0000,8,118,2.9970,39,39,40,1,38.7725,0.0000,0.9625,23.2325,0.0000,0.7625,37.5985,0.0000,0.9500,99.6035,0.0000,2.6750,99.6035,26,0
90.0000,9,132,2.9970,44,44,44,1,44.1539,0.0000,0.9889,29.5749,0.0000,0.7556,42.6410,0.0000,0.9111,116.3699,0.0000,2.6556,116.3699,26,0
100.0000,10,151,2.9970,49,52,50,1,47.7589,0.0000,0.9800,33.5386,0.0000,0.7600,46.4643,0.0000,0.8900,127.7619,0.0000,2.6300,127.7619,26,0
110.0000,11,174,2.9970,58,56,60,1,53.7971,0.0000,0.9727,38.2923,0.0000,0.8000,50.8882,0.0000,0.9000,142.9776,0.0000,2.6727,142.9776,26,0
120.0000,12,191,2.9970,65,60,66,1,57.9887,0.0000,1.0083,40.0074,0.0000,0.7667,54.0965,0.0000,0.9000,152.0926,0.0000,2.6750,152.0926,26,0
130.0000,13,196,2.9970,66,64,66,1,61.1288,0.0000,0.9692,45.9904,0.0000,0.7385,58.7036,0.0000,0.8769,165.8228,0.0000,2.5846,165.8228,26,0
140.0000,14,210,2.9970,71,69,70,1,68.6671,0.0000,0.9714,49.6086,0.0000,0.7286,63.4279,0.0000,0.8786,181.7036,0.0000,2.5786,181.7036,26,0
150.0000,15,227,2.9970,76,75,76,1,73.6051,0.0000,0.9800,53.5326,0.0000,0.7333,67.1478,0.0000,0.8867,194.2855,0.0000,2.6000,194.2855,26,0
160.0000,16,247,2.9970,82,82,83,1,77.9994,0.0000,0.9750,57.6794,0.0000,0.7312,71.8844,0.0000,0.9187,207.5633,0.0000,2.6250,207.5633,26,0
170.0000,17,259,2.9970,87,86,86,1,82.3892,0.0000,0.9941,59.4827,0.0000,0.7235,75.3594,0.0000,0.9176,217.2313,0.0000,2.6353,217.2313,26,0
180.0000,18,273,2.9970,91,90,92,1,88.1632,0.0000,0.9833,63.8036,0.0000,0.7167,82.0506,0.0000,0.9333,234.0174,0.0000,2.6333,234.0174,26,0
190.0000,19,296,2.9970,99,96,101,1,90.1605,0.0000,0.9789,66.6923,0.0000,0.7105,86.4282,0.0000,0.9632,243.2809,0.0000,2.6526,243.2809,26,0
200.0000,20,309,2.9970,103,103,103,1,97.6234,0.0000,0.9900,71.9386,0.0000,0.7150,90.0437,0.0000,0.9400,259.6056,0.0000,2.6450,259.6056,26,0
210.0000,21,334,2.9970,112,111,111,1,103.0592,0.0000,1.0000,75.7989,0.0000,0.7524,95.7870,0.0000,0.9381,274.6451,0.0000,2.6905,274.6451,26,0
