Tempo(s),Fila,E[N],E[W]
22890,0,4.459431,55.506458
22900,4,4.458559,55.399350
22910,3,4.458024,55.416896
22920,4,4.457795,55.408165
22930,5,4.457631,55.400266
22940,3,4.457279,55.420049
22950,3,4.456805,55.408276
22960,4,4.456188,55.394741
22970,5,4.456270,55.389898
22980,6,4.456822,55.390901
22990,5,4.457405,55.422255
23000,5,4.457641,55.449297
23010,4,4.457844,55.475928
23020,4,4.457621,55.467265
23030,4,4.457717,55.462571
23040,5,4.457550,55.454613
23050,4,4.457570,55.448996
23060,4,4.457372,55.470583
23070,6,4.457599,55.437627
23080,6,4.458267,55.469972
23090,5,4.458561,55.497664
23100,5,4.458702,55.493540
23110,6,4.459063,55.432467
23120,7,4.459855,55.406691
23130,7,4.460953,55.444305
23140,7,4.462051,55.481919
23150,8,4.463288,55.491474
23160,7,4.464667,55.532590
23170,6,4.465702,55.539618
23180,6,4.466212,55.540123
23190,6,4.466873,55.572312
23200,6,4.467534,55.604501
23210,7,4.468240,55.607422
23220,8,4.469186,55.583554
23230,10,4.471116,55.571977
23240,9,4.473096,55.620521
23250,9,4.475043,55.668675
23260,9,4.476989,55.716829
23270,9,4.479123,55.737537
23280,8,4.480704,55.781172
23290,8,4.482289,55.795040
23300,9,4.483875,55.808908
23310,9,4.485635,55.824960
23320,9,4.487472,55.841972
23330,8,4.489315,55.888862
23340,11,4.491547,55.821457
23350,11,4.494389,55.850975
23360,12,4.497381,55.882352
23370,9,4.499800,55.936349
23380,6,4.501014,55.975382
23390,6,4.501655,56.007297
23400,4,4.502171,56.037657
23410,4,4.501554,55.994355
23420,3,4.501054,55.982304
23430,4,4.500983,55.945904
23440,4,4.500841,55.938346
23450,7,4.501326,55.879354
23460,9,4.502576,55.830039
23470,9,4.504452,55.847588
23480,11,4.506821,55.841775
23490,11,4.509586,55.899822
23500,10,4.511928,55.952675
23510,11,4.514351,55.977002
23520,10,4.517095,55.975808
23530,9,4.519322,55.997704
23540,10,4.521580,56.019996
23550,7,4.523278,56.064843
23560,7,4.524285,56.042144
23570,8,4.525378,56.050005
23580,8,4.526744,56.061254
23590,8,4.528216,56.103270
23600,8,4.529392,56.112157
23610,11,4.531554,56.074416
23620,11,4.534505,56.075916
23630,9,4.536612,56.125734
23640,8,4.538483,56.172637
23650,8,4.540089,56.186866
23660,9,4.541777,56.202121
23670,9,4.543661,56.249192
23680,8,4.545486,56.266137
23690,6,4.546448,56.301802
23700,6,4.547061,56.333166
23710,8,4.548380,56.314410
23720,7,4.549554,56.352698
23730,8,4.550903,56.363741
23740,10,4.552896,56.353368
23750,8,4.554783,56.400473
23760,8,4.556234,56.442184
23770,6,4.557354,56.479821
23780,6,4.557876,56.480609
23790,5,4.558351,56.480820
23800,6,4.558864,56.481504
23810,7,4.559206,56.450697
23820,6,4.560189,56.486579
23830,6,4.560512,56.455589
23840,4,4.560701,56.481619
23850,3,4.560159,56.498591
23860,3,4.559626,56.486328
23870,5,4.559523,56.450116
23880,5,4.559678,56.446407
23890,5,4.559863,56.472328
23900,6,4.560349,56.472718
23910,7,4.561068,56.446753
23920,9,4.562440,56.428938
23930,9,4.564129,56.444239
23940,11,4.566467,56.438419
23950,12,4.569524,56.470635
23960,12,4.572384,56.500418
23970,13,4.575819,56.508183
23980,14,4.579841,56.523210
23990,13,4.583468,56.562442
24000,13,4.586996,56.600465
24010,11,4.590069,56.661987
24020,8,4.592229,56.712258
24030,10,4.594148,56.701277
24040,10,4.596397,56.752638
24050,10,4.598644,56.803999
24060,9,4.600710,56.823967
24070,8,4.602499,56.869683
24080,8,4.603910,56.910751
24090,7,4.605129,56.949468
24100,7,4.606123,56.985402
24110,9,4.607515,56.967791
24120,9,4.609336,57.013945
24130,10,4.611321,57.003677
24140,13,4.614419,56.948919
24150,11,4.617607,57.011865
24160,10,4.620199,57.067488
24170,10,4.622388,57.088966
24180,11,4.624988,57.115525
24190,8,4.627060,57.164751
24200,7,4.628171,57.172914
24210,8,4.629544,57.155161
24220,8,4.631007,57.167680
24230,8,4.632397,57.208455
24240,7,4.633550,57.246301
24250,6,4.634226,57.278278
24260,5,4.634602,57.306542
24270,4,4.634815,57.303599
24280,4,4.634552,57.294766
24290,5,4.634382,57.287099
24300,6,4.634378,57.252359
24310,5,4.634921,57.282625
24320,6,4.635139,57.250678
24330,6,4.635700,57.281151
24340,5,4.636210,57.310998
24350,4,4.636194,57.334340
24360,4,4.635933,57.354655
24370,6,4.636072,57.321706
24380,10,4.637465,57.217303
24390,12,4.640289,57.188807
24400,8,4.642634,57.241166
24410,9,4.644200,57.255013
24420,6,4.645166,57.290386
24430,5,4.645603,57.319238
24440,6,4.646093,57.319800
24450,6,4.646477,57.319057
24460,4,4.646532,57.343180
24470,5,4.646378,57.335786
24480,4,4.646516,57.360925
24490,4,4.646502,57.355263
24500,3,4.645911,57.371382
24510,2,4.644497,57.348425
24520,0,4.642768,57.350459
24530,1,4.641225,57.325907
24540,0,4.639445,57.327281
24550,1,4.637919,57.302922
24560,1,4.636438,57.307955
24570,1,4.635053,57.256532
24580,0,4.633287,57.229243
24590,0,4.631403,57.229243
24600,0,4.629520,57.229243
24610,1,4.627836,57.202936
24620,0,4.625981,57.203235
24630,0,4.624102,57.203235
24640,1,4.622443,57.177209
24650,2,4.621387,57.129984
24660,0,4.619908,57.106236
24670,0,4.618036,57.106236
24680,0,4.616286,57.079129
24690,0,4.614416,57.079129
24700,0,4.612548,57.079129
24710,1,4.610875,57.052938
24720,1,4.609414,57.057946
24730,0,4.607725,57.060113
24740,3,4.606579,56.983387
24750,2,4.605805,56.996840
24760,2,4.604756,56.978392
24770,1,4.603487,56.957224
24780,1,4.602032,56.962219
24790,3,4.600815,56.913273
24800,1,4.599388,56.918580
24810,0,4.597855,56.922543
24820,0,4.596002,56.922543
24830,0,4.594151,56.922543
24840,1,4.592760,56.871469
24850,2,4.591332,56.848334
24860,1,4.589990,56.797990
24870,1,4.588547,56.802968
24880,2,4.587396,56.783285
24890,2,4.586356,56.793235
24900,2,4.585317,56.803185
24910,0,4.583966,56.809250
24920,2,4.582803,56.761162
24930,1,4.581590,56.768911
24940,0,4.579986,56.771792
24950,0,4.578184,56.744008
24960,0,4.576350,56.744008
24970,1,4.574727,56.718439
24980,1,4.573440,56.697044
24990,1,4.572003,56.673793
25000,1,4.570530,56.650094
25010,3,4.569474,56.603543
25020,4,4.569068,56.565104
25030,3,4.568449,56.580053
25040,2,4.567645,56.592688
25050,1,4.566464,56.600660
25060,1,4.565277,56.580539
25070,3,4.564426,56.536646
25080,2,4.563404,56.546528
25090,2,4.562382,56.556410
25100,1,4.561074,56.534793
25110,3,4.560152,56.490090
25120,6,4.560498,56.405572
25130,6,4.561071,56.435114
25140,7,4.561719,56.437801
25150,7,4.562688,56.472249
25160,8,4.563560,56.449935
25170,6,4.564401,56.455030
25180,5,4.564797,56.482355
25190,2,4.564057,56.495618
25200,3,4.563053,56.477862
25210,3,4.562694,56.468094
25220,2,4.561879,56.480406
25230,2,4.560857,56.462426
25240,1,4.559849,56.444629
25250,0,4.558053,56.444743
25260,1,4.556268,56.417315
25270,0,4.554466,56.417330
25280,0,4.552664,56.417330
25290,0,4.550867,56.389726
25300,1,4.549411,56.311203
25310,1,4.547975,56.288145
25320,1,4.546574,56.293035
25330,1,4.545386,56.273031
25340,0,4.543626,56.245960
25350,0,4.541880,56.219066
25360,0,4.540089,56.219066
25370,2,4.538723,56.169466
25380,2,4.537723,56.179222
25390,2,4.536723,56.188978
25400,2,4.536047,56.175329
25410,1,4.534757,56.181465
25420,2,4.533445,56.132568
25430,2,4.532552,56.116264
25440,3,4.531708,56.100561
25450,3,4.531050,56.087175
25460,3,4.530449,56.101767
25470,2,4.529750,56.115146
25480,1,4.528526,56.122009
25490,3,4.527607,56.078082
25500,2,4.526891,56.091215
25510,3,4.526219,56.077632
25520,4,4.525972,56.069319
25530,2,4.525607,56.086776
25540,2,4.524619,56.096485
25550,1,4.523295,56.102035
25560,2,4.522170,56.082808
25570,0,4.520913,56.089148
25580,0,4.519145,56.089148
25590,0,4.517379,56.089148
25600,2,4.516164,56.041583
25610,2,4.515181,56.051278
25620,3,4.514244,56.034372
25630,4,4.514036,56.026507
25640,5,4.513870,56.019175
25650,3,4.513667,56.038508
25660,2,4.512971,56.051711
25670,3,4.512285,56.037912
25680,3,4.511449,55.995174
25690,3,4.510727,55.980961
25700,4,4.510229,55.969531
25710,4,4.510256,55.964618
25720,4,4.509819,55.953956
25730,3,4.509348,55.969865
25740,4,4.508872,55.931737
25750,5,4.508914,55.900113
25760,3,4.508959,55.922382
25770,3,4.508374,55.936826
25780,4,4.507757,55.870182
25790,4,4.507719,55.864520
25800,5,4.507837,55.860799
25810,7,4.508201,55.833334
25820,5,4.508724,55.861447
25830,5,4.509006,55.859776
25840,5,4.509196,55.883757
25850,7,4.509949,55.861137
25860,7,4.510758,55.865999
25870,6,4.511473,55.869696
25880,6,4.512048,55.898417
25890,6,4.512622,55.927139
25900,8,4.513314,55.903800
25910,7,4.514508,55.940179
25920,7,4.515496,55.947248
25930,7,4.516377,55.953011
25940,5,4.517362,55.960061
25950,6,4.517681,55.958865
25960,6,4.518516,55.964066
25970,6,4.519087,55.992692
25980,7,4.519659,55.994626
25990,5,4.520056,56.021110
26000,7,4.520684,55.997043
26010,5,4.521418,56.000991
26020,5,4.521353,55.995048
26030,6,4.521724,55.967893
26040,7,4.522509,55.972497
26050,7,4.523807,55.983461
26060,6,4.524661,56.015524
26070,5,4.525007,56.041292
26080,4,4.524910,56.061599
26090,4,4.524709,56.080601
26100,3,4.524491,56.099392
26110,4,4.524121,56.063022
26120,3,4.523655,56.078721
26130,4,4.523441,56.070933
26140,5,4.523464,56.066072
26150,4,4.523291,56.085376
26160,4,4.522907,56.075467
26170,4,4.522707,56.094425
26180,5,4.522554,56.087382
26190,3,4.522354,56.106329
26200,2,4.521634,56.092243
26210,2,4.520672,56.101713
26220,2,4.519540,56.082509
26230,3,4.518787,56.068018
26240,3,4.518208,56.082209
26250,1,4.516769,56.059195
26260,0,4.515121,56.033589
26270,2,4.513659,55.983866
26280,1,4.512880,55.942684
26290,2,4.511722,55.923229
26300,2,4.510767,55.932659
26310,3,4.509869,55.916428
26320,3,4.509296,55.930566
26330,3,4.508722,55.944704
26340,2,4.507860,55.955248
26350,3,4.507246,55.942504
26360,3,4.507025,55.934645
26370,3,4.506454,55.948770
26380,3,4.506019,55.911933
26390,4,4.505719,55.903113
26400,4,4.505527,55.921919
26410,5,4.505665,55.918521
26420,4,4.505826,55.941698
26430,5,4.505862,55.937027
26440,5,4.506194,55.936037
26450,3,4.505895,55.953483
26460,5,4.505673,55.919375
26470,7,4.506001,55.892151
26480,8,4.507032,55.899868
26490,8,4.508670,55.915108
26500,8,4.510159,55.928509
26510,9,4.511979,55.919849
26520,10,4.513787,55.937212
26530,12,4.516238,55.936410
26540,10,4.518584,55.986562
26550,10,4.520648,56.033247
26560,11,4.523059,56.058068
26570,11,4.525743,56.086286
26580,9,4.527882,56.133909
26590,7,4.529021,56.169157
26600,10,4.530454,56.129520
26610,11,4.532626,56.151382
26620,11,4.535055,56.202593
26630,10,4.537209,56.250403
26640,10,4.539122,56.269064
26650,10,4.541171,56.315597
26660,10,4.542976,56.332899
26670,12,4.545292,56.330364
26680,12,4.548300,56.362584
26690,14,4.551622,56.346380
26700,13,4.555122,56.384677
26710,16,4.558801,56.346870
26720,16,4.563083,56.420909
26730,15,4.567381,56.469058
26740,17,4.571450,56.488256
26750,17,4.576097,56.566814
26760,16,4.580403,56.641218
26770,19,4.585235,56.643633
26780,19,4.590578,56.704645
26790,21,4.596209,56.743060
26800,21,4.602330,56.839835
26810,21,4.608446,56.936609
26820,22,4.614786,57.009933
26830,22,4.621286,57.085228
26840,23,4.627831,57.161059
26850,21,4.634423,57.263813
26860,18,4.640185,57.356364
26870,18,4.645157,57.439199
26880,17,4.650073,57.521386
26890,18,4.654599,57.545824
26900,18,4.659560,57.628583
26910,18,4.664518,57.711341
26920,15,4.669206,57.790814
26930,17,4.673621,57.813786
26940,15,4.677912,57.888352
26950,15,4.681934,57.933018
26960,15,4.685639,57.973757
26970,14,4.689218,58.039567
26980,14,4.692760,58.078285
26990,15,4.696518,58.119678
27000,18,4.700760,58.113794
27010,18,4.705436,58.166517
27020,17,4.710217,58.247171
27030,16,4.714404,58.320520
27040,17,4.718791,58.342988
27050,17,4.723331,58.420720
27060,17,4.727859,58.471601
27070,14,4.731715,58.540917
27080,17,4.735826,58.533167
27090,16,4.740116,58.607821
27100,15,4.744253,58.680622
27110,15,4.748036,58.749084
27120,16,4.751938,58.765422
27130,17,4.756318,58.787653
27140,15,4.760732,58.863899
27150,14,4.764290,58.902764
27160,14,4.767690,58.966516
27170,14,4.771088,59.030269
27180,14,4.774484,59.094021
27190,15,4.777988,59.105323
27200,14,4.781548,59.144202
27210,15,4.785540,59.134675
27220,15,4.789329,59.176367
27230,11,4.792052,59.204892
27240,13,4.794508,59.203259
27250,13,4.797519,59.262189
27260,12,4.800479,59.293634
27270,9,4.802471,59.313130
27280,11,4.804280,59.303512
27290,10,4.806628,59.327404
27300,11,4.808882,59.350129
27310,9,4.810949,59.397385
27320,8,4.812410,59.410321
27330,6,4.812802,59.410065
27340,7,4.813394,59.385462
27350,7,4.814151,59.389732
27360,8,4.815117,59.396571
27370,9,4.816717,59.384484
27380,9,4.818430,59.400551
27390,8,4.819813,59.439298
27400,8,4.821277,59.425546
27410,8,4.822437,59.461534
27420,10,4.823811,59.446694
27430,12,4.825964,59.441483
27440,12,4.828356,59.439255
27450,11,4.830837,59.491462
27460,10,4.832757,59.510091
27470,11,4.834816,59.530432
27480,12,4.837297,59.529301
27490,12,4.839903,59.583040
27500,10,4.841907,59.602702
27510,10,4.843636,59.618981
27520,7,4.844781,59.654754
27530,6,4.845383,59.683846
27540,6,4.846017,59.686627
27550,6,4.846435,59.713460
27560,6,4.847069,59.716236
27570,7,4.847797,59.720180
27580,5,4.848215,59.746991
27590,3,4.847920,59.738326
27600,2,4.847063,59.749414
27610,0,4.845647,59.753603
27620,1,4.843947,59.727602
27630,1,4.842556,59.732067
27640,1,4.841166,59.736531
27650,2,4.840081,59.718094
27660,0,4.838732,59.723035
27670,1,4.836984,59.696408
27680,0,4.835469,59.672658
27690,0,4.833722,59.672658
27700,0,4.831977,59.672658
27710,0,4.830234,59.672658
27720,0,4.828491,59.672658
27730,1,4.826875,59.647613
27740,1,4.825347,59.623662
27750,0,4.823769,59.625654
27760,0,4.822031,59.625654
27770,0,4.820295,59.625654
27780,0,4.818560,59.625654
27790,0,4.816826,59.625654
27800,0,4.815095,59.599123
27810,0,4.813452,59.547203
27820,0,4.811722,59.547203
27830,1,4.810023,59.521093
27840,1,4.808654,59.525540
27850,1,4.807287,59.529986
27860,0,4.805599,59.530448
27870,1,4.803903,59.504349
27880,0,4.802359,59.506559
27890,2,4.801170,59.460322
27900,1,4.800040,59.467635
27910,4,4.799553,59.403782
27920,5,4.799566,59.398885
27930,7,4.800033,59.373309
27940,7,4.800974,59.379914
27950,8,4.802075,59.388499
27960,8,4.803219,59.423897
27970,8,4.804362,59.459295
27980,7,4.805192,59.490824
27990,5,4.805684,59.518186
28000,4,4.805425,59.536243
28010,3,4.804902,59.551025
28020,2,4.804164,59.536789
28030,2,4.803027,59.517614
28040,1,4.801990,59.525994
28050,0,4.800632,59.530389
28060,1,4.799229,59.507892
28070,1,4.797875,59.512311
28080,0,4.796312,59.514111
28090,0,4.794604,59.514111
28100,1,4.792999,59.489077
28110,0,4.791445,59.490951
28120,1,4.789871,59.466302
28130,1,4.788524,59.470717
28140,1,4.787177,59.475132
28150,0,4.785600,59.476661
28160,0,4.784101,59.452904
28170,0,4.782403,59.426684
28180,4,4.781662,59.333872
28190,3,4.780960,59.320094
28200,4,4.780703,59.285764
28210,4,4.780426,59.303354
28220,4,4.780347,59.297315
28230,5,4.780407,59.293012
28240,7,4.781088,59.270376
28250,8,4.781925,59.275726
28260,7,4.782714,59.306498
28270,5,4.783204,59.333562
28280,6,4.783369,59.330558
28290,5,4.783679,59.329367
28300,6,4.783786,59.325660
28310,6,4.784487,59.329310
28320,7,4.785112,59.332035
28330,7,4.785931,59.337166
28340,8,4.787030,59.345769
28350,6,4.787795,59.376201
28360,9,4.788976,59.333926
28370,8,4.790394,59.346498
28380,7,4.791413,59.380042
28390,6,4.792170,59.410353
28400,7,4.792839,59.387704
28410,7,4.793352,59.389067
28420,9,4.794275,59.369628
28430,9,4.795754,59.408843
28440,7,4.796862,59.443464
28450,7,4.797811,59.450226
28460,8,4.798668,59.429976
28470,8,4.799540,59.409953
28480,8,4.800663,59.444736
28490,8,4.801786,59.479519
28500,7,4.802943,59.488860
28510,9,4.804156,59.473068
28520,8,4.805318,59.508328
28530,7,4.806301,59.541368
28540,7,4.807096,59.520402
28550,8,4.808052,59.527269
28560,8,4.809170,59.561962
28570,6,4.810068,59.593943
28580,6,4.810228,59.565134
28590,5,4.810373,59.587763
28600,7,4.811053,59.565413
28610,7,4.811567,59.566821
28620,5,4.811874,59.591442
28630,6,4.812007,59.562372
28640,4,4.811754,59.580041
28650,5,4.811732,59.574810
28660,3,4.811395,59.591436
28670,3,4.810763,59.604400
28680,3,4.810132,59.617365
28690,3,4.809447,59.603899
28700,2,4.808672,59.615068
28710,4,4.808044,59.576578
28720,5,4.807998,59.545370
28730,4,4.807706,59.536814
28740,2,4.807189,59.551123
28750,3,4.806344,59.535716
28760,1,4.805608,59.521660
28770,1,4.804286,59.525967
28780,3,4.803537,59.486143
28790,3,4.802911,59.499052
28800,3,4.802410,59.487914
28810,1,4.801391,59.495950
28820,2,4.800415,59.478918
28830,1,4.799354,59.486405
28840,0,4.797954,59.489677
28850,0,4.796291,59.489677
28860,1,4.794772,59.465882
28870,1,4.793457,59.470180
28880,1,4.792145,59.448951
28890,0,4.790600,59.450355
28900,2,4.789376,59.404711
28910,1,4.788324,59.412205
28920,0,4.786925,59.415398
28930,0,4.785271,59.415398
28940,0,4.783617,59.415398
28950,2,4.782215,59.367553
28960,1,4.781177,59.375171
28970,0,4.779604,59.376121
28980,1,4.778282,59.354742
28990,1,4.776979,59.359029
29000,0,4.775532,59.361525
29010,0,4.773886,59.361525
29020,1,4.772283,59.336612
29030,1,4.770984,59.340896
29040,3,4.769968,59.297889
29050,2,4.769055,59.306951
29060,4,4.768534,59.270145
29070,4,4.768270,59.287254
29080,0,4.767683,59.300346
29090,0,4.766044,59.300346
29100,3,4.765222,59.234493
29110,4,4.764799,59.224300
29120,4,4.764537,59.241379
29130,2,4.763662,59.225552
29140,3,4.763028,59.212729
29150,3,4.761816,59.167496
29160,4,4.761550,59.159262
29170,5,4.761595,59.154908
29180,3,4.761139,59.144329
29190,3,4.760595,59.107512
29200,3,4.759992,59.120273
29210,3,4.759456,59.108720
29220,5,4.758995,59.072995
29230,5,4.758797,59.065662
29240,6,4.759014,59.063489
29250,6,4.759494,59.064573
29260,5,4.759707,59.087407
29270,5,4.759789,59.108621
29280,5,4.760016,59.106555
29290,7,4.760540,59.033117
29300,8,4.761631,58.991880
29310,5,4.762181,59.018825
29320,3,4.761974,59.036397
29330,4,4.761500,59.025690
29340,5,4.761386,58.994532
29350,3,4.760894,59.008548
29360,2,4.760137,59.019271
29370,0,4.758773,59.022456
29380,0,4.757154,59.022456
29390,1,4.755765,58.975505
29400,3,4.754869,58.934723
29410,4,4.754611,58.926718
29420,3,4.753993,58.914274
29430,3,4.753397,58.926911
29440,4,4.752803,58.914744
29450,2,4.751997,58.924768
29460,3,4.751305,58.911380
29470,2,4.750507,58.921481
29480,1,4.749376,58.927439
29490,1,4.748104,58.931648
29500,2,4.746969,58.912736
29510,1,4.745953,58.920096
29520,1,4.744684,58.924303
29530,0,4.743378,58.878494
29540,0,4.741772,58.878494
29550,1,4.740237,58.854617
29560,3,4.739227,58.812570
29570,4,4.738772,58.802136
29580,4,4.738484,58.769126
29590,7,4.738634,58.716993
29600,8,4.739639,58.724698
29610,8,4.740740,58.758185
29620,6,4.741247,58.784323
29630,5,4.741611,58.784075
29640,6,4.741814,58.757266
29650,3,4.741723,58.775950
29660,1,4.740850,58.760394
29670,0,4.739545,58.764015
29680,0,4.737948,58.764015
29690,0,4.736394,58.739995
29700,1,4.735255,58.696603
29710,0,4.733910,58.699697
29720,1,4.732803,58.656759
29730,1,4.731548,58.660930
29740,0,4.730076,58.662411
29750,2,4.728785,58.568425
29760,1,4.727665,58.549858
29770,1,4.726413,58.554019
29780,0,4.725184,58.534107
29790,2,4.723863,58.488728
29800,3,4.722952,58.472772
29810,3,4.722374,58.485236
29820,2,4.721468,58.493631
29830,1,4.720505,58.501314
29840,1,4.719258,58.505469
29850,1,4.718012,58.509623
29860,0,4.716495,58.486108
29870,0,4.714916,58.486108
29880,1,4.713347,58.461934
29890,0,4.712382,58.421034
29900,0,4.710806,58.421034
29910,0,4.709231,58.421034
29920,0,4.707657,58.421034
29930,0,4.706085,58.421034
29940,1,4.704702,58.399164
29950,0,4.703377,58.378009
29960,0,4.701963,58.355764
29970,1,4.700656,58.334846
29980,0,4.699351,58.313961
29990,1,4.697820,58.290284
30000,2,4.696858,58.225507
30010,3,4.696052,58.210867
30020,3,4.695487,58.223259
30030,0,4.694314,58.228107
30040,0,4.692751,58.228107
30050,0,4.691190,58.228107
30060,2,4.689924,58.183705
30070,2,4.689029,58.191959
30080,2,4.688136,58.200213
30090,1,4.687127,58.207041
30100,3,4.686440,58.169834
30110,3,4.686054,58.160378
30120,2,4.685366,58.171154
30130,2,4.684265,58.152828
30140,2,4.683375,58.161069
30150,4,4.682655,58.123529
30160,2,4.681871,58.109146
30170,1,4.680922,58.116634
30180,0,4.679374,58.116668
30190,1,4.677898,58.093687
30200,0,4.676597,58.072870
30210,0,4.675049,58.072870
30220,0,4.673502,58.072870
30230,0,4.671956,58.072870
30240,0,4.670411,58.072870
30250,0,4.669141,58.052413
30260,0,4.667690,58.029703
30270,1,4.666344,58.008308
30280,1,4.664859,57.985187
30290,0,4.663596,57.988642
30300,0,4.662057,57.988642
30310,1,4.660748,57.967699
30320,2,4.659912,57.928877
30330,0,4.658660,57.908673
30340,1,4.657401,57.888390
30350,3,4.656589,57.849967
30360,3,4.655806,57.835624
30370,2,4.654952,57.844067
30380,1,4.653909,57.826484
30390,3,4.653015,57.763533
30400,3,4.652471,57.775788
30410,3,4.652311,57.722068
30420,3,4.651768,57.734308
30430,1,4.650789,57.741133
30440,0,4.649298,57.741587
30450,1,4.647991,57.720771
30460,0,4.646528,57.721551
30470,0,4.645027,57.698319
30480,1,4.643694,57.677172
30490,1,4.642448,57.657119
30500,1,4.641438,57.640003
30510,1,4.640244,57.644074
30520,0,4.638854,57.622236
30530,0,4.637335,57.622236
30540,0,4.635816,57.622236
30550,0,4.634299,57.622236
30560,0,4.632783,57.622236
30570,0,4.631267,57.622236
30580,1,4.629771,57.599019
30590,0,4.628374,57.600474
30600,1,4.626877,57.577245
30610,2,4.625987,57.561564
30620,0,4.624932,57.567249
30630,1,4.623469,57.544434
30640,0,4.622420,57.526791
30650,1,4.621210,57.507144
30660,1,4.620065,57.488311
30670,2,4.619008,57.470578
30680,2,4.618154,57.478692
30690,1,4.617273,57.486460
30700,0,4.616022,57.489605
30710,0,4.614519,57.489605
30720,4,4.613844,57.406760
30730,2,4.613304,57.418721
30740,3,4.612510,57.404277
30750,3,4.612093,57.394523
30760,3,4.611635,57.384256
30770,0,4.610797,57.392484
30780,0,4.609299,57.392484
30790,1,4.607940,57.370999
30800,0,4.606478,57.371421
30810,2,4.605425,57.330567
30820,2,4.604580,57.338648
30830,2,4.603689,57.322988
30840,3,4.602861,57.308132
30850,4,4.602328,57.273831
30860,5,4.602136,57.266899
30870,5,4.602265,57.287061
30880,6,4.602313,57.260047
30890,5,4.602743,57.283932
30900,6,4.603101,57.283858
30910,5,4.603407,57.306209
30920,5,4.603349,57.300949
30930,4,4.603388,57.319958
30940,3,4.603117,57.335116
30950,1,4.602486,57.345786
30960,1,4.601433,57.328120
30970,1,4.600271,57.332144
30980,0,4.598821,57.332582
30990,0,4.597413,57.310466
31000,0,4.595930,57.310466
31010,0,4.594516,57.288281
31020,1,4.593115,57.266247
31030,2,4.591986,57.247614
31040,3,4.591343,57.235053
31050,2,4.590673,57.245140
31060,4,4.589944,57.208529
31070,2,4.589298,57.218896
31080,2,4.588477,57.204114
31090,0,4.587267,57.184489
31100,0,4.585961,57.163679
31110,0,4.584487,57.163679
31120,0,4.583013,57.163679
31130,0,4.581541,57.163679
31140,3,4.580361,57.075806
31150,2,4.579554,57.084082
31160,0,4.578322,57.087045
31170,0,4.576854,57.087045
31180,0,4.575386,57.087045
31190,0,4.573919,57.087045
31200,0,4.572675,57.066978
31210,0,4.571242,57.044572
31220,1,4.569793,57.021957
31230,1,4.568714,56.981210
31240,0,4.567550,56.984927
31250,0,4.566088,56.984927
31260,0,4.564698,56.963059
31270,0,4.563238,56.963059
31280,1,4.562081,56.944092
31290,0,4.560829,56.946666
31300,1,4.559463,56.902392
31310,0,4.558123,56.903840
31320,0,4.556860,56.883556
31330,0,4.555435,56.861272
31340,0,4.553982,56.861272
31350,0,4.552529,56.861272
31360,4,4.551444,56.775370
31370,5,4.551521,56.726744
31380,5,4.551596,56.723225
31390,1,4.551368,56.738464
31400,1,4.550289,56.720554
31410,3,4.549724,56.686563
31420,4,4.549451,56.678726
31430,4,4.549144,56.670476
31440,5,4.549257,56.667450
31450,7,4.549605,56.644921
31460,5,4.550026,56.668181
31470,4,4.550142,56.687638
31480,5,4.550152,56.660914
31490,5,4.550389,56.659453
31500,4,4.550472,56.678479
31510,7,4.550764,56.610565
31520,7,4.551541,56.638200
31530,8,4.552616,56.647190
31540,8,4.553709,56.678761
31550,9,4.555024,56.690734
31560,10,4.556454,56.704141
31570,12,4.558480,56.702604
31580,12,4.560836,56.749885
31590,13,4.563288,56.753654
31600,14,4.566213,56.763306
31610,13,4.569155,56.817853
31620,14,4.572098,56.850069
31630,15,4.575205,56.861982
31640,16,4.578538,56.899032
31650,16,4.582146,56.961876
31660,16,4.585753,57.024720
31670,16,4.589357,57.087563
31680,15,4.592649,57.146549
31690,15,4.595933,57.205465
31700,15,4.599196,57.241663
31710,16,4.602518,57.233667
31720,16,4.606111,57.296412
31730,13,4.609436,57.355851
31740,13,4.612080,57.406831
31750,13,4.614722,57.457811
31760,14,4.617565,57.488780
31770,17,4.620808,57.457165
31780,15,4.624419,57.520165
31790,15,4.627682,57.578874
31800,13,4.630598,57.633280
31810,14,4.633234,57.661645
31820,14,4.636177,57.716418
31830,13,4.638907,57.768550
31840,12,4.641318,57.816736
31850,12,4.643765,57.842754
31860,10,4.645872,57.864532
31870,9,4.647314,57.900669
31880,8,4.648767,57.914295
31890,5,4.649342,57.939634
31900,2,4.648973,57.953199
31910,1,4.647925,57.935655
31920,2,4.646984,57.919457
31930,1,4.645926,57.924412
31940,3,4.645157,57.887750
31950,2,4.644534,57.898108
31960,3,4.643840,57.884998
31970,2,4.643478,57.876019
31980,1,4.642636,57.861067
31990,1,4.641497,57.864965
32000,3,4.640613,57.826958
32010,5,4.640412,57.797506
32020,3,4.640268,57.813773
32030,3,4.639756,57.825446
32040,3,4.639069,57.812435
32050,3,4.638554,57.801581
32060,3,4.638043,57.813245
32070,2,4.637267,57.821596
32080,0,4.635982,57.823599
32090,0,4.634537,57.823599
32100,0,4.633138,57.801688
32110,0,4.631696,57.801688
32120,0,4.630254,57.801688
32130,0,4.628812,57.801688
32140,0,4.627372,57.801688
32150,1,4.626094,57.781243
32160,1,4.624997,57.763072
32170,4,4.624529,57.707950
32180,1,4.623651,57.714928
32190,1,4.622518,57.696339
32200,0,4.621114,57.696730
