Tempo(s),Fila,E[N],E[W]
42550,27,24.374946,241.986458
42560,29,24.375934,241.940238
42570,28,24.376677,241.948042
42580,27,24.377497,242.013014
42590,28,24.378172,242.020128
42600,27,24.378823,242.027001
42610,26,24.379289,242.032034
42620,25,24.379340,242.032951
42630,25,24.379803,241.981605
42640,26,24.380054,241.984525
42650,29,24.380953,241.881285
42660,28,24.381895,241.947346
42670,28,24.382687,241.955640
42680,29,24.383671,241.965842
42690,31,24.384949,241.866512
42700,31,24.386544,241.826621
42710,31,24.388108,241.842604
42720,32,24.389681,241.858675
42730,33,24.391499,241.877176
42740,35,24.393801,241.844368
42750,37,24.396583,241.816347
42760,36,24.399315,241.900006
42770,34,24.401677,241.923908
42780,34,24.403921,242.002721
42790,35,24.406392,241.971616
42800,31,24.408327,242.047353
42810,33,24.410202,242.010362
42820,35,24.412421,241.920820
42830,35,24.414745,241.944356
42840,35,24.417308,241.970272
42850,35,24.419677,241.994254
42860,37,24.422375,241.909639
42870,36,24.425374,241.939880
42880,35,24.427976,242.022092
42890,37,24.430636,241.937192
42900,36,24.433361,242.020598
42910,33,24.435846,242.101626
42920,34,24.437904,242.122542
42930,36,24.440407,242.091992
42940,35,24.443051,242.174574
42950,34,24.445515,242.199513
42960,35,24.447811,242.222772
42970,34,24.450102,242.301868
42980,34,24.452324,242.380281
42990,33,24.454510,242.402437
43000,32,24.456525,242.422909
43010,33,24.458358,242.441576
43020,33,24.460344,242.517631
43030,33,24.462329,242.593685
43040,33,24.464312,242.669739
43050,33,24.466446,242.691363
43060,35,24.468665,242.657924
43070,35,24.471152,242.683053
43080,35,24.473596,242.763642
43090,36,24.476248,242.790402
43100,35,24.478765,242.815828
43110,34,24.481167,242.840108
43120,31,24.483001,242.914634
43130,31,24.484512,242.985964
43140,34,24.486453,242.893905
43150,34,24.488860,242.806593
43160,34,24.491063,242.884718
43170,32,24.492983,242.960032
43180,32,24.494829,242.978797
43190,32,24.496693,242.997744
43200,34,24.498631,242.905865
43210,34,24.500939,242.817793
43220,34,24.503236,242.785391
43230,32,24.505032,242.859360
43240,33,24.506949,242.878866
43250,35,24.509345,242.791836
43260,35,24.511693,242.815628
43270,36,24.513977,242.727642
43280,35,24.516481,242.808537
43290,33,24.518593,242.829995
43300,32,24.520375,242.848181
43310,30,24.521776,242.918144
43320,30,24.522898,242.874243
43330,31,24.524377,242.889432
43340,32,24.526118,242.851719
43350,34,24.528014,242.760137
43360,35,24.530343,242.783769
43370,33,24.532371,242.859830
43380,33,24.534323,242.935155
43390,31,24.536052,243.008282
43400,31,24.537541,243.079042
43410,31,24.539111,243.039658
43420,35,24.541089,242.893566
43430,34,24.543411,242.972494
43440,33,24.545448,243.048614
43450,30,24.547111,243.121038
43460,31,24.548469,243.135021
43470,32,24.550031,243.151020
43480,33,24.551918,243.170253
43490,32,24.553853,243.245349
43500,33,24.555709,243.264258
43510,32,24.557474,243.337663
43520,31,24.559149,243.354777
43530,31,24.560514,243.368811
43540,30,24.561930,243.438749
43550,32,24.563393,243.398352
43560,32,24.565100,243.471162
43570,34,24.567049,243.435601
43580,34,24.569214,243.512927
43590,32,24.571153,243.588025
43600,32,24.572857,243.660802
43610,32,24.574539,243.622562
43620,32,24.576241,243.695306
43630,31,24.577880,243.767430
43640,30,24.579148,243.835879
43650,32,24.580522,243.794541
43660,33,24.582376,243.758014
43670,34,24.584434,243.778888
43680,34,24.586450,243.799350
43690,35,24.588942,243.769205
43700,38,24.591558,243.685049
43710,38,24.594632,243.716020
43720,38,24.597687,243.746801
43730,39,24.600786,243.722787
43740,39,24.604084,243.755973
43750,40,24.607429,243.734442
43760,40,24.610807,243.768425
43770,38,24.614309,243.803648
43780,40,24.617628,243.781890
43790,40,24.621136,243.817176
43800,39,24.624636,243.907518
43810,39,24.627909,243.940467
43820,38,24.631019,244.026963
43830,36,24.633878,244.110977
43840,36,24.636470,244.192370
43850,35,24.639090,244.218824
43860,34,24.641444,244.242653
43870,34,24.643577,244.319489
43880,34,24.645710,244.396325
43890,34,24.647956,244.419064
43900,34,24.650066,244.440454
43910,31,24.651645,244.511801
43920,30,24.652900,244.524698
43930,31,24.654290,244.538943
43940,29,24.655595,244.552337
43950,29,24.656564,244.562394
43960,29,24.657552,244.572652
43970,27,24.658434,244.637040
43980,26,24.658843,244.696729
43990,26,24.659041,244.699125
44000,27,24.659424,244.703347
44010,28,24.660142,244.710906
44020,27,24.660606,244.715937
44030,27,24.661138,244.776803
44040,26,24.661488,244.835875
44050,27,24.661861,244.839972
44060,26,24.662352,244.900435
44070,27,24.662772,244.849823
44080,25,24.663173,244.854207
44090,27,24.663453,244.802258
44100,28,24.664130,244.809398
44110,28,24.664798,244.816433
44120,27,24.665400,244.877910
44130,27,24.665950,244.883771
44140,26,24.666394,244.943671
44150,25,24.666528,245.000499
44160,25,24.666604,245.056742
44170,26,24.666876,245.004707
44180,26,24.667073,245.007031
44190,26,24.667409,245.010749
44200,24,24.667435,245.066453
44210,24,24.667285,245.120397
44220,26,24.667212,245.064958
44230,26,24.667595,245.069123
44240,26,24.667896,245.127523
44250,27,24.668360,245.132479
44260,24,24.668467,245.188941
44270,24,24.668218,245.186805
44280,23,24.667914,245.239165
44290,25,24.667890,245.074215
44300,25,24.667965,245.130294
44310,26,24.668255,245.133524
44320,26,24.668556,245.191833
44330,26,24.668720,245.193800
44340,25,24.668945,245.196375
44350,28,24.669263,245.090014
44360,28,24.669982,245.097512
44370,27,24.670671,245.159613
44380,27,24.671196,245.220083
44390,25,24.671457,245.277931
44400,26,24.671718,245.280847
44410,25,24.672005,245.338946
44420,25,24.672018,245.339385
44430,24,24.672062,245.395059
44440,22,24.671492,245.389687
44450,24,24.670981,245.275131
44460,24,24.670830,245.328810
44470,23,24.670596,245.381657
44480,22,24.669934,245.375369
44490,23,24.669529,245.316795
44500,24,24.669339,245.315214
44510,26,24.669490,245.262233
44520,27,24.669718,245.210053
44530,28,24.670285,245.051927
44540,27,24.670894,245.113005
44550,28,24.671580,245.120183
44560,27,24.672117,245.180536
44570,28,24.672788,245.187551
44580,28,24.673534,245.249981
44590,28,24.674283,245.257756
44600,26,24.674816,245.318056
44610,26,24.675113,245.376014
44620,26,24.675410,245.433972
44630,26,24.675534,245.435500
44640,27,24.675860,245.439032
44650,24,24.676217,245.497572
44660,24,24.676059,245.496275
44670,24,24.676037,245.496344
44680,23,24.675732,245.548269
44690,23,24.675358,245.599494
44700,24,24.674997,245.596163
44710,26,24.675158,245.488717
44720,26,24.675535,245.438153
44730,26,24.675858,245.441658
44740,29,24.676529,245.339533
44750,28,24.677273,245.347250
44760,29,24.678115,245.355942
44770,29,24.679081,245.420357
44780,29,24.680046,245.484773
44790,28,24.680878,245.547878
44800,26,24.681421,245.553557
44810,23,24.681324,245.607397
44820,24,24.680999,245.604432
44830,23,24.680748,245.656736
44840,24,24.680373,245.598744
44850,24,24.680393,245.599205
44860,20,24.680092,245.650967
44870,19,24.678885,245.639216
44880,19,24.677620,245.681364
44890,19,24.676449,245.669952
44900,19,24.675079,245.602098
44910,20,24.673874,245.590358
44920,20,24.672834,245.634684
44930,20,24.671601,245.622650
44940,18,24.670375,245.610691
44950,18,24.668939,245.596632
44960,18,24.667577,245.583319
44970,17,24.665869,245.512199
44980,19,24.664566,245.390884
44990,18,24.663220,245.377767
45000,19,24.662045,245.312115
45010,19,24.660914,245.301162
45020,20,24.659908,245.237259
45030,18,24.658619,245.278907
45040,18,24.657165,245.264736
45050,17,24.655528,245.302898
45060,17,24.653796,245.177676
45070,18,24.652148,245.161589
45080,18,24.650612,245.146615
45090,15,24.648939,245.184350
45100,17,24.647019,245.111478
45110,19,24.645412,245.041775
45120,19,24.644161,245.083653
45130,17,24.642709,245.123535
45140,19,24.641333,245.056132
45150,20,24.640217,245.045335
45160,21,24.639405,245.037549
45170,22,24.638687,244.976775
45180,23,24.638204,244.972286
45190,21,24.637656,244.967142
45200,20,24.636762,245.012463
45210,20,24.635878,245.003965
45220,20,24.634852,245.047960
45230,19,24.633822,245.091895
45240,20,24.632727,245.081280
45250,20,24.631703,245.125265
45260,19,24.630615,245.168607
45270,19,24.629313,245.155894
45280,19,24.628031,245.089504
45290,21,24.626896,244.970812
45300,20,24.625632,244.904750
45310,18,24.624281,244.945376
45320,19,24.622857,244.931492
45330,18,24.621617,244.919442
45340,18,24.620157,244.958942
45350,21,24.618981,244.840081
45360,22,24.618182,244.778770
45370,23,24.617729,244.774568
45380,22,24.617026,244.714265
45390,21,24.616364,244.761609
45400,20,24.615481,244.806753
45410,22,24.614669,244.745372
45420,24,24.614446,244.689900
45430,23,24.614178,244.687554
45440,23,24.613823,244.737882
45450,24,24.613560,244.682043
45460,21,24.613044,244.730743
45470,21,24.612249,244.776675
45480,20,24.611379,244.821855
45490,20,24.610288,244.704261
45500,18,24.609152,244.746753
45510,20,24.607806,244.680191
45520,19,24.606604,244.722004
45530,18,24.605295,244.762748
45540,20,24.604261,244.645860
45550,21,24.603317,244.636778
45560,22,24.602801,244.578576
45570,21,24.602111,244.625393
45580,22,24.601430,244.618927
45590,21,24.600835,244.666682
45600,20,24.599931,244.711358
45610,19,24.598879,244.754549
45620,18,24.597457,244.794064
45630,19,24.596183,244.781638
45640,19,24.594874,244.715515
45650,18,24.593521,244.755661
45660,16,24.592030,244.741079
45670,18,24.590111,244.615629
45680,19,24.589016,244.551759
45690,19,24.587792,244.593126
45700,21,24.586773,244.476837
45710,23,24.586111,244.364235
45720,23,24.585760,244.307968
45730,23,24.585507,244.252711
45740,23,24.585160,244.302678
45750,22,24.584600,244.350521
45760,21,24.583926,244.397231
45770,21,24.583080,244.336061
45780,20,24.582157,244.327215
45790,20,24.581100,244.317032
45800,21,24.580186,244.308277
45810,23,24.579729,244.145136
45820,23,24.579384,244.195006
45830,23,24.579026,244.138872
45840,24,24.578884,244.084930
45850,23,24.578669,244.136040
45860,24,24.578353,244.133261
45870,25,24.578431,244.134398
45880,25,24.578523,244.188534
45890,25,24.578706,244.137838
45900,26,24.578685,244.085162
45910,26,24.578836,244.087035
45920,28,24.579260,244.038837
45930,31,24.580118,243.889570
45940,32,24.581710,243.905775
45950,32,24.583153,243.867848
45960,32,24.584926,243.833232
45970,34,24.586588,243.744978
45980,34,24.588730,243.714119
45990,34,24.590944,243.736538
46000,36,24.593230,243.707153
46010,36,24.595639,243.731502
46020,37,24.598274,243.705616
46030,37,24.600893,243.732052
46040,38,24.603598,243.759338
46050,38,24.606507,243.841111
46060,36,24.609321,243.921954
46070,37,24.611977,243.948751
46080,39,24.614846,243.872739
46090,37,24.617690,243.953846
46100,39,24.620722,243.931933
46110,37,24.623586,244.013229
46120,33,24.625643,244.034093
46130,34,24.627503,244.053001
46140,33,24.629363,244.124340
46150,33,24.631084,244.037035
46160,34,24.632935,244.055861
46170,33,24.634765,244.126869
46180,31,24.636325,244.195213
46190,31,24.637703,244.261751
46200,31,24.639111,244.276162
46210,29,24.640247,244.340304
46220,27,24.641185,244.350051
46230,30,24.641964,244.253429
46240,30,24.643123,244.317751
46250,30,24.644281,244.382074
46260,31,24.645732,244.344530
46270,32,24.647178,244.359312
46280,33,24.648850,244.376346
46290,34,24.650692,244.342723
46300,32,24.652586,244.361961
46310,30,24.653933,244.428098
46320,31,24.655232,244.389114
46330,30,24.656531,244.454759
46340,31,24.658004,244.417518
46350,32,24.659478,244.380330
46360,32,24.661061,244.448750
46370,34,24.662790,244.414099
46380,35,24.664908,244.435567
46390,33,24.667027,244.509271
46400,37,24.669189,244.374547
46410,37,24.671846,244.453539
46420,38,24.674408,244.375084
46430,39,24.677458,244.405794
46440,39,24.680463,244.436065
46450,42,24.683859,244.365996
46460,43,24.687721,244.404760
46470,43,24.691662,244.496386
46480,40,24.695363,244.533546
46490,39,24.698527,244.565397
46500,35,24.701155,244.644023
46510,33,24.703286,244.717753
46520,32,24.704940,244.786749
46530,29,24.706114,244.851009
46540,30,24.707236,244.862599
46550,29,24.708234,244.925102
46560,30,24.709130,244.882309
46570,31,24.710196,244.841241
46580,32,24.711619,244.855821
46590,34,24.713496,244.822836
46600,34,24.715489,244.895130
46610,35,24.717505,244.915581
46620,33,24.719571,244.988602
46630,33,24.721340,245.006606
46640,34,24.723152,245.025030
46650,35,24.725273,244.994479
46660,35,24.727475,245.068820
46670,35,24.729822,245.040511
46680,34,24.731897,245.113582
46690,32,24.733602,245.182991
46700,34,24.735266,245.147899
46710,35,24.737402,245.117527
46720,34,24.739433,245.190136
46730,36,24.741552,245.159611
46740,34,24.743777,245.234125
46750,33,24.745763,245.254277
46760,35,24.747736,245.222321
46770,33,24.749700,245.294232
46780,31,24.751204,245.361581
46790,29,24.752240,245.372307
46800,25,24.752593,245.376265
46810,25,24.752676,245.377543
46820,26,24.752699,245.326283
46830,24,24.752759,245.379275
46840,24,24.752554,245.377696
46850,21,24.752087,245.425454
46860,23,24.751368,245.314957
46870,21,24.750902,245.362681
46880,20,24.750059,245.406674
46890,21,24.749138,245.294243
46900,21,24.748338,245.338631
46910,22,24.747723,245.281148
46920,24,24.747371,245.226325
46930,22,24.746976,245.222883
46940,21,24.746190,245.267346
46950,22,24.745564,245.158094
46960,21,24.744818,245.202919
46970,22,24.744218,245.197452
46980,21,24.743578,245.191581
46990,22,24.743021,245.134845
47000,22,24.742560,245.130762
47010,23,24.742081,245.126493
47020,23,24.741710,245.174965
47030,21,24.741118,245.169575
47040,21,24.740323,245.213822
47050,22,24.739550,245.206620
47060,23,24.738971,245.201345
47070,23,24.738602,245.249786
47080,22,24.738075,245.193383
47090,22,24.737493,245.239698
47100,21,24.736802,245.181691
47110,24,24.736340,244.971410
47120,26,24.736249,244.919530
47130,26,24.736517,244.974163
47140,29,24.737134,244.877891
47150,30,24.738199,244.888955
47160,26,24.739039,244.949203
47170,21,24.738892,244.999689
47180,18,24.737908,244.939031
47190,18,24.736449,244.925102
47200,19,24.735044,244.911701
47210,19,24.733731,244.899213
47220,19,24.732517,244.939062
47230,19,24.731313,244.927639
47240,19,24.730100,244.967480
47250,19,24.728896,244.956050
47260,17,24.727497,244.994030
47270,17,24.725792,244.977612
47280,17,24.724185,244.962170
47290,17,24.722527,244.946215
47300,17,24.720894,244.981832
47310,18,24.719375,244.967247
47320,19,24.718025,244.954334
47330,21,24.717186,244.895209
47340,21,24.716340,244.836059
47350,21,24.715555,244.880001
47360,23,24.714967,244.823437
47370,22,24.714488,244.870383
47380,22,24.713915,244.916399
47390,21,24.713297,244.961965
47400,19,24.712210,245.002874
47410,20,24.710903,244.887938
47420,21,24.710028,244.828564
47430,19,24.709038,244.870384
47440,20,24.707837,244.858948
47450,20,24.706845,244.900728
47460,20,24.705853,244.942507
47470,21,24.704921,244.933709
47480,22,24.704312,244.876982
47490,21,24.703719,244.922672
47500,20,24.702876,244.965888
47510,20,24.701760,244.955255
47520,19,24.700643,244.995729
47530,16,24.699227,245.033242
47540,18,24.697701,244.967395
47550,17,24.696196,245.003986
47560,15,24.694239,245.036093
47570,16,24.692239,245.016650
47580,14,24.690282,245.048729
47590,13,24.688039,245.026858
47600,12,24.685462,245.052760
47610,13,24.682985,245.028548
47620,13,24.680587,245.005115
47630,16,24.678507,244.882768
47640,13,24.676429,244.913558
47650,12,24.673997,244.889810
47660,14,24.671451,244.813943
47670,14,24.669213,244.843091
47680,13,24.666871,244.871211
47690,13,24.664425,244.898277
47700,12,24.661810,244.923658
47710,11,24.659129,244.948379
47720,10,24.656110,244.918725
47730,10,24.652980,244.887975
47740,10,24.649910,244.908787
47750,10,24.646842,244.929598
47760,10,24.643776,244.950410
47770,10,24.640740,244.920547
47780,10,24.637676,244.941354
47790,9,24.634603,244.962061
47800,9,24.631332,244.980788
47810,9,24.627931,244.896292
47820,9,24.624615,244.863608
47830,11,24.621498,244.782014
47840,12,24.618518,244.650994
47850,12,24.615717,244.623482
47860,13,24.613217,244.548180
47870,12,24.610779,244.473542
47880,12,24.608295,244.398500
47890,11,24.605477,244.421551
47900,11,24.602637,244.444367
47910,12,24.599827,244.416783
47920,13,24.597379,244.342125
47930,13,24.594974,244.217336
47940,13,24.592471,244.192849
47950,11,24.589667,244.215933
47960,11,24.586833,244.238716
47970,9,24.583753,244.259041
47980,8,24.580355,244.276185
47990,8,24.576918,244.242346
48000,9,24.573606,244.209744
48010,8,24.570308,244.227841
48020,9,24.566863,244.193903
48030,12,24.563838,244.063122
48040,11,24.561105,244.086773
48050,12,24.558369,244.009432
48060,11,24.555734,244.034032
48070,11,24.552872,244.005906
48080,11,24.550240,243.980061
48090,10,24.547351,243.951664
48100,12,24.544390,243.821796
48110,13,24.541871,243.797110
48120,14,24.539638,243.724948
48130,13,24.537384,243.652628
48140,13,24.534987,243.679449
48150,13,24.532592,243.706270
48160,11,24.529996,243.680821
48170,10,24.526983,243.701476
48180,12,24.524322,243.625118
48190,12,24.521723,243.649860
48200,13,24.519217,243.575069
48210,13,24.516827,243.601862
48220,13,24.514522,243.579276
48230,12,24.512090,243.605629
48240,12,24.509497,243.630356
48250,12,24.507011,243.605950
48260,13,24.504534,243.581628
48270,14,24.502280,243.559526
48280,14,24.500139,243.538545
48290,14,24.498005,243.517630
48300,14,24.495943,243.497440
48310,12,24.493508,243.523643
48320,11,24.490721,243.546339
48330,10,24.487811,243.567788
48340,9,24.484613,243.536253
48350,12,24.481648,243.406885
48360,13,24.479254,243.383368
48370,13,24.476989,243.311130
48380,12,24.474457,243.336257
48390,13,24.471824,243.260385
48400,10,24.469282,243.235414
48410,9,24.466221,243.255239
48420,10,24.463081,243.224305
48430,9,24.459675,243.140812
48440,8,24.456379,243.158256
48450,8,24.452973,243.124672
48460,8,24.449391,243.039481
48470,9,24.446072,243.006793
48480,11,24.443092,242.927659
48490,9,24.440164,242.948656
48500,10,24.437152,242.919015
48510,9,24.434143,242.939184
48520,11,24.431057,242.859027
48530,12,24.428396,242.832870
48540,13,24.425916,242.758793
48550,13,24.423562,242.785410
48560,13,24.421210,242.812028
48570,17,24.419551,242.646811
48580,17,24.418188,242.633585
48590,17,24.416662,242.668357
48600,17,24.415214,242.604665
48610,17,24.413474,242.538106
48620,17,24.411949,242.572849
48630,21,24.411040,242.415540
48640,23,24.410455,242.311128
48650,22,24.410185,242.308818
48660,22,24.409665,242.304022
48670,23,24.409249,242.250845
48680,22,24.408932,242.297471
48690,23,24.408493,242.293477
48700,23,24.408203,242.340368
48710,24,24.407927,242.337978
48720,22,24.407728,242.385757
48730,22,24.407235,242.381202
48740,24,24.407033,242.330166
48750,22,24.406776,242.377335
48760,19,24.406152,242.420854
48770,19,24.405044,242.459559
48780,18,24.403831,242.447839
48790,18,24.402540,242.435330
48800,18,24.401228,242.471982
48810,16,24.399564,242.505133
48820,15,24.397734,242.536623
48830,16,24.395962,242.519309
48840,20,24.394484,242.356918
48850,21,24.393786,242.350304
48860,20,24.392906,242.341889
48870,22,24.392333,242.287256
48880,23,24.391850,242.282795
48890,25,24.391629,242.133350
48900,24,24.391717,242.183744
48910,24,24.391610,242.183038
48920,24,24.391530,242.231759
48930,23,24.391360,242.230415
48940,23,24.391210,242.229264
48950,22,24.390894,242.226465
48960,22,24.390411,242.172894
48970,19,24.389664,242.214933
48980,22,24.388859,242.109106
48990,21,24.388260,242.152584
49000,22,24.387734,242.098652
49010,21,24.387131,242.142076
49020,21,24.386356,242.134736
49030,21,24.385666,242.177272
49040,24,24.385234,242.026284
49050,22,24.385004,242.073355
49060,21,24.384418,242.116885
49070,23,24.384095,242.016087
49080,22,24.383872,242.014241
49090,23,24.383462,241.961621
49100,23,24.383180,242.008114
49110,23,24.382810,241.955911
49120,23,24.382388,241.952100
49130,25,24.382316,241.902901
49140,25,24.382586,241.905975
49150,24,24.382480,241.905307
49160,23,24.382213,241.951872
49170,22,24.381904,241.998023
49180,23,24.381503,241.945586
49190,24,24.381329,241.944239
49200,24,24.381267,241.943992
49210,25,24.381351,241.945210
49220,26,24.381567,241.947729
49230,24,24.381876,241.951174
49240,25,24.381902,241.951800
49250,26,24.382196,241.955094
49260,26,24.382524,242.007482
49270,25,24.382818,241.962025
49280,25,24.382943,242.012377
49290,24,24.382977,242.061824
49300,25,24.383019,242.062598
49310,23,24.383068,242.112175
49320,22,24.382623,242.108103
49330,19,24.381879,242.149803
49340,20,24.381027,242.092952
49350,20,24.380139,242.133202
49360,18,24.379014,242.122358
49370,18,24.377686,242.060811
49380,18,24.376394,242.097014
49390,18,24.375103,242.133217
49400,17,24.373691,242.168207
49410,16,24.372125,242.201672
49420,17,24.370580,242.186621
49430,17,24.369089,242.220806
49440,15,24.367491,242.253925
49450,17,24.365775,242.188461
49460,18,24.364499,242.078774
49470,15,24.362838,242.111210
49480,13,24.360624,242.138140
49490,12,24.358247,242.163445
49500,14,24.355943,242.043603
49510,15,24.353955,242.024148
49520,14,24.352029,242.053889
49530,14,24.349939,242.081990
49540,14,24.347850,242.110091
49550,13,24.345633,242.136920
49560,12,24.343307,242.162645
49570,12,24.340753,242.088906
49580,14,24.338533,242.018546
49590,15,24.336624,241.951324
49600,17,24.334855,241.885536
49610,20,24.333805,241.778504
49620,23,24.333134,241.675359
49630,23,24.332879,241.673161
49640,22,24.332487,241.717958
49650,23,24.332121,241.714652
49660,23,24.331853,241.760670
49670,23,24.331585,241.806688
49680,24,24.331543,241.758215
49690,23,24.331293,241.756043
49700,21,24.330739,241.799190
49710,20,24.330037,241.792511
49720,21,24.329241,241.784902
49730,20,24.328530,241.778137
49740,21,24.327805,241.722935
49750,22,24.327324,241.718469
49760,22,24.326591,241.663243
49770,23,24.326182,241.659492
49780,24,24.326035,241.658361
49790,24,24.326143,241.659748
49800,27,24.326333,241.517422
49810,27,24.326870,241.571250
49820,26,24.327395,241.624963
49830,26,24.327731,241.676797
49840,25,24.327965,241.727624
49850,23,24.327974,241.776220
49860,22,24.327716,241.725767
49870,21,24.327079,241.767920
49880,21,24.326349,241.760961
49890,20,24.325579,241.801781
49900,19,24.324903,241.747189
49910,19,24.323836,241.785030
49920,17,24.322626,241.773293
49930,17,24.321159,241.807144
49940,18,24.319790,241.793808
49950,20,24.318718,241.735315
49960,20,24.317799,241.726467
49970,20,24.316931,241.718129
49980,19,24.315906,241.756310
49990,20,24.315061,241.700122
50000,20,24.314178,241.691629
50010,19,24.313293,241.731172
50020,19,24.312231,241.768945
50030,21,24.311481,241.713715
50040,23,24.310961,241.660802
50050,26,24.310826,241.515846
50060,29,24.311591,241.380056
50070,28,24.312461,241.436910
50080,28,24.313084,241.443434
50090,28,24.313758,241.450461
50100,28,24.314494,241.505972
50110,27,24.315219,241.561385
50120,27,24.315708,241.566556
50130,28,24.316317,241.525056
50140,29,24.317220,241.486510
50150,30,24.318164,241.496227
50160,30,24.319297,241.555633
50170,30,24.320429,241.615039
50180,30,24.321615,241.627134
50190,30,24.322747,241.686528
50200,29,24.323632,241.695628
50210,28,24.324428,241.751687
50220,28,24.325043,241.758097
50230,29,24.325848,241.766394
50240,31,24.326829,241.728618
50250,31,24.328157,241.789931
50260,31,24.329343,241.802010
50270,32,24.330953,241.770511
50280,33,24.332614,241.787319
50290,32,24.334366,241.757263
50300,32,24.336011,241.726178
50310,30,24.337268,241.738979
50320,28,24.338195,241.796244
50330,27,24.338750,241.849812
50340,27,24.339299,241.807838
50350,30,24.340139,241.721102
50360,31,24.341265,241.589696
50370,32,24.342780,241.605091
50380,34,24.344427,241.574206
50390,35,24.346470,241.547275
50400,32,24.348320,241.613574
50410,33,24.349987,241.630483
50420,33,24.351703,241.695443
50430,33,24.353334,241.664428
50440,35,24.355296,241.589208
50450,35,24.357499,241.611450
50460,34,24.359549,241.679674
50470,34,24.361426,241.698681
50480,35,24.363357,241.718208
50490,34,24.365349,241.785858
50500,35,24.367271,241.805302
50510,35,24.369376,241.874077
50520,37,24.371524,241.848245
50530,40,24.374345,241.734183
50540,41,24.377579,241.766650
50550,42,24.380955,241.753092
50560,43,24.384564,241.789283
50570,44,24.388468,241.733598
50580,44,24.392422,241.773215
50590,44,24.396297,241.812041
50600,45,24.400224,241.851386
50610,44,24.404279,241.939389
50620,44,24.408318,241.932460
50630,42,24.411981,242.016566
50640,42,24.415486,242.051721
50650,43,24.419125,242.088218
50660,43,24.422793,242.172383
50670,42,24.426472,242.209261
50680,43,24.430062,242.245260
50690,43,24.433725,242.329393
50700,43,24.437387,242.413525
50710,44,24.441079,242.450536
50720,42,24.444621,242.533484
50730,39,24.447806,242.565462
50740,39,24.450761,242.595151
50750,41,24.453838,242.578627
50760,41,24.457254,242.612903
50770,39,24.460269,242.643190
50780,38,24.463010,242.718177
50790,37,24.465672,242.792394
50800,35,24.467983,242.863133
50810,32,24.469724,242.928229
50820,34,24.471223,242.801160
50830,34,24.473225,242.774005
50840,31,24.474755,242.836951
50850,32,24.476229,242.804570
50860,31,24.477693,242.866847
50870,30,24.478907,242.879266
50880,30,24.479926,242.889753
50890,30,24.481068,242.901448
50900,31,24.482209,242.865808
50910,30,24.483438,242.925710
50920,30,24.484731,242.891588
50930,29,24.485741,242.949308
50940,30,24.486704,242.959237
50950,31,24.487978,242.972242
50960,31,24.489090,242.983651
50970,33,24.490488,242.950602
50980,35,24.492472,242.876134
50990,32,24.494186,242.940783
51000,33,24.495839,242.957566
51010,34,24.497626,242.975677
51020,35,24.499631,242.948717
51030,33,24.501498,243.014862
51040,33,24.503164,243.079002
51050,31,24.504627,243.141144
51060,34,24.506301,243.063662
51070,34,24.508198,243.082864
51080,31,24.509778,243.146139
51090,33,24.511229,243.113700
51100,33,24.512969,243.131354
51110,33,24.514551,243.147430
51120,32,24.516182,243.211181
51130,35,24.518089,243.088986
51140,36,24.520135,243.062553
51150,31,24.521729,243.125882
51160,30,24.522842,243.184451
51170,30,24.523868,243.195028
51180,30,24.524989,243.206539
51190,30,24.526059,243.264667
51200,29,24.526962,243.321148
51210,29,24.527835,243.377339
51220,29,24.528874,243.388018
51230,28,24.529547,243.395060
51240,28,24.530224,243.449292
51250,27,24.530788,243.502404
51260,27,24.531270,243.554699
51270,26,24.531499,243.557309
51280,28,24.532045,243.468797
51290,29,24.532909,243.477725
51300,30,24.533963,243.441450
51310,31,24.535222,243.454308
51320,31,24.536426,243.466622
51330,31,24.537685,243.526560
51340,31,24.538965,243.539625
51350,31,24.540224,243.599552
51360,30,24.541393,243.658598
51370,32,24.542657,243.624399
51380,32,24.544208,243.640146
51390,32,24.545801,243.656309
51400,33,24.547332,243.624809
51410,32,24.549003,243.641749
51420,32,24.550381,243.655775
51430,30,24.551611,243.715371
51440,27,24.552303,243.769633
51450,28,24.552934,243.776241
51460,27,24.553497,243.829204
51470,28,24.554059,243.741069
51480,31,24.555223,243.658993
51490,32,24.556506,243.625140
51500,32,24.557951,243.686797
51510,32,24.559436,243.701899
51520,34,24.561077,243.624698
51530,34,24.562870,243.642862
51540,34,24.564649,243.660891
51550,34,24.566390,243.678551
51560,35,24.568368,243.698549
51570,37,24.570531,243.673515
51580,37,24.572832,243.696724
51590,36,24.575225,243.767714
51600,36,24.577408,243.789742
51610,36,24.579719,243.813045
51620,35,24.581927,243.882196
51630,36,24.584098,243.857253
51640,36,24.586414,243.833766
51650,35,24.588535,243.855193
51660,36,24.590553,243.875595
51670,36,24.592761,243.944706
51680,37,24.595109,243.968374
51690,38,24.597536,243.992831
51700,39,24.600292,244.020548
51710,38,24.602998,244.047773
51720,36,24.605521,244.120002
51730,36,24.607724,244.189060
51740,37,24.609984,244.211845
51750,36,24.612222,244.281263
51760,38,24.614554,244.257921
51770,37,24.617103,244.283581
51780,38,24.619558,244.308297
51790,40,24.622310,244.289160
51800,37,24.624816,244.361198
51810,38,24.627296,244.386173
51820,39,24.629963,244.412997
51830,40,24.632805,244.441562
51840,41,24.635950,244.473137
51850,41,24.639106,244.551621
51860,41,24.642321,244.537074
