Tempo(s),Fila,E[N],E[W]
21220,3,15.316840,169.194874
21230,2,15.310596,169.205592
21240,1,15.304044,169.212858
21250,1,15.296899,169.037500
21260,2,15.290440,168.870000
21270,0,15.283758,168.875604
21280,0,15.276611,168.788306
21290,1,15.269646,168.703039
21300,2,15.263615,168.540690
21310,4,15.257811,168.381130
21320,3,15.252277,168.311874
21330,3,15.246973,168.245182
21340,3,15.241234,168.260702
21350,2,15.235433,168.275472
21360,2,15.229384,168.200431
21370,2,15.223193,168.210772
21380,2,15.217008,168.221113
21390,1,15.210386,168.139616
21400,3,15.203951,167.973441
21410,1,15.197355,167.892343
21420,2,15.190835,167.812113
21430,3,15.184783,167.737063
21440,0,15.178362,167.657952
21450,2,15.171874,167.491870
21460,3,15.166043,167.419386
21470,2,15.160063,167.431355
21480,2,15.153936,167.441643
21490,3,15.147854,167.366268
21500,3,15.142423,167.212170
21510,4,15.137294,167.061673
21520,4,15.132266,166.998139
21530,5,15.127254,166.849275
21540,6,15.122998,166.794352
21550,5,15.118688,166.824233
21560,4,15.113560,166.845040
21570,3,15.108090,166.862010
21580,4,15.102833,166.795873
21590,5,15.098152,166.736119
21600,6,15.093898,166.681086
21610,7,15.090211,166.547221
21620,6,15.086226,166.580286
21630,4,15.081623,166.606488
21640,4,15.076502,166.626917
21650,5,15.071562,166.479249
21660,6,15.067601,166.342630
21670,5,15.063225,166.371093
21680,7,15.059319,166.066145
21690,9,15.055737,165.850143
21700,7,15.052444,165.806113
21710,7,15.048735,165.841646
21720,4,15.044425,165.870509
21730,3,15.039251,165.889804
21740,2,15.033660,165.904453
21750,1,15.027395,165.911598
21760,0,15.020629,165.913143
21770,0,15.013888,165.830714
21780,0,15.006994,165.830714
21790,1,15.000237,165.664051
21800,3,14.994354,165.507295
21810,4,14.988979,165.440092
21820,4,14.983942,165.460335
21830,5,14.979182,165.316250
21840,4,14.974282,165.337876
21850,5,14.969879,165.197906
21860,4,14.964895,165.218489
21870,4,14.959881,165.238691
21880,3,14.954754,165.174167
21890,5,14.949963,165.030102
21900,8,14.945916,164.811455
21910,10,14.942818,164.686687
21920,9,14.940404,164.652412
21930,9,14.937695,164.697661
21940,10,14.935386,164.581798
21950,13,14.934061,164.394504
21960,12,14.932764,164.455119
21970,12,14.931430,164.515300
21980,13,14.930227,164.494430
21990,13,14.929355,164.477216
22000,13,14.928871,164.381966
22010,14,14.928201,164.367035
22020,13,14.927560,164.434650
22030,11,14.925842,164.490389
22040,11,14.924177,164.464429
22050,10,14.922167,164.516896
22060,10,14.919936,164.566896
22070,7,14.916688,164.605650
22080,7,14.913102,164.640650
22090,6,14.909182,164.589626
22100,6,14.905151,164.619611
22110,7,14.901424,164.570670
22120,7,14.898082,164.443898
22130,8,14.894644,164.398243
22140,8,14.891530,164.438143
22150,8,14.888643,164.398527
22160,8,14.885535,164.438407
22170,8,14.882429,164.478288
22180,9,14.879535,164.438512
22190,8,14.876435,164.478377
22200,9,14.873510,164.438210
22210,7,14.870268,164.476416
22220,5,14.866321,164.506794
22230,8,14.862500,164.129841
22240,6,14.858807,164.162876
22250,5,14.854638,164.190606
22260,5,14.850263,164.134485
22270,6,14.845898,164.078481
22280,6,14.841737,164.024756
22290,7,14.837875,163.974337
22300,6,14.834146,163.925402
22310,6,14.829851,163.870224
22320,6,14.825603,163.815574
22330,6,14.821651,163.845277
22340,7,14.818139,163.798731
22350,8,14.815088,163.757282
22360,8,14.811847,163.713737
22370,4,14.807636,163.578673
22380,3,14.802770,163.517269
22390,3,14.797417,163.369901
22400,4,14.792412,163.307059
22410,5,14.787608,163.246451
22420,6,14.783290,163.191214
22430,5,14.778718,163.052952
22440,6,14.774773,163.001917
22450,6,14.771237,162.955412
22460,5,14.767166,162.823051
22470,4,14.762787,162.847235
22480,4,14.757886,162.785714
22490,3,14.752974,162.803920
22500,1,14.747353,162.734404
22510,0,14.740992,162.736501
22520,0,14.734446,162.736501
22530,1,14.728115,162.659036
22540,0,14.721721,162.660586
22550,0,14.715193,162.660586
22560,1,14.708945,162.583930
22570,1,14.702903,162.509564
22580,0,14.696574,162.511579
22590,1,14.690111,162.432500
22600,0,14.683685,162.433319
22610,0,14.677290,162.354954
22620,2,14.671002,162.198465
22630,2,14.665403,162.208240
22640,4,14.660565,162.067960
22650,6,14.656540,161.936889
22660,7,14.652918,161.889378
22670,6,14.649519,161.923254
22680,6,14.645779,161.874395
22690,6,14.641968,161.903635
22700,7,14.638262,161.855114
22710,5,14.634631,161.807430
22720,6,14.630572,161.597762
22730,7,14.626946,161.550282
22740,7,14.623592,161.584295
22750,6,14.620082,161.616552
22760,9,14.617007,161.418277
22770,8,14.614413,161.460545
22780,9,14.611664,161.422749
22790,8,14.608797,161.383660
22800,9,14.606066,161.346079
22810,12,14.604270,161.162745
22820,13,14.603429,161.146154
22830,13,14.602727,161.209017
22840,13,14.602075,161.116613
22850,14,14.601624,161.104351
22860,13,14.601244,161.170665
22870,11,14.600297,161.230708
22880,11,14.598694,161.205658
22890,10,14.597171,161.181501
22900,8,14.594645,161.224004
22910,8,14.591766,161.262595
22920,9,14.589297,161.227913
22930,9,14.586860,161.271308
22940,7,14.583666,161.306313
22950,7,14.580361,161.340064
22960,6,14.576679,161.291835
22970,8,14.573077,161.089305
22980,8,14.570217,161.127803
22990,7,14.567148,161.163975
23000,9,14.564179,161.046210
23010,9,14.561697,161.011361
23020,9,14.559281,161.054609
23030,9,14.556526,161.016709
23040,10,14.554460,160.986439
23050,10,14.552484,161.034446
23060,9,14.550236,161.079423
23070,7,14.547287,161.116615
23080,7,14.544017,161.150221
23090,9,14.541088,161.032962
23100,10,14.538752,160.922457
23110,9,14.536756,160.970019
23120,8,14.534335,160.935741
23130,7,14.531391,160.972734
23140,9,14.528867,160.860279
23150,8,14.526205,160.900311
23160,9,14.523544,160.786464
23170,12,14.521918,160.530936
23180,12,14.520947,160.512896
23190,10,14.519390,160.564927
23200,12,14.517843,160.464009
23210,11,14.516349,160.516651
23220,11,14.514912,160.493461
23230,12,14.513598,160.471623
23240,13,14.512388,160.374650
23250,14,14.512135,160.364611
23260,14,14.512022,160.356116
23270,13,14.511601,160.420409
23280,13,14.510788,160.404156
23290,18,14.511132,160.096759
23300,19,14.512991,160.110180
23310,21,14.515546,160.055526
23320,22,14.518755,160.008208
23330,20,14.521444,160.030844
23340,19,14.523616,160.047777
23350,20,14.525935,160.066340
23360,17,14.527582,160.153056
23370,16,14.528811,160.084073
23380,16,14.528969,160.003440
23390,18,14.530105,159.783331
23400,19,14.531714,159.794223
23410,20,14.533943,159.811936
23420,18,14.536097,159.903892
23430,16,14.536966,159.981732
23440,13,14.536812,160.048325
23450,13,14.536157,160.109386
23460,12,14.535337,160.168623
23470,11,14.534236,160.149540
23480,9,14.532030,160.118284
23490,10,14.529861,160.087443
23500,10,14.528056,160.060631
23510,10,14.526416,160.035638
23520,10,14.524507,160.007683
23530,11,14.522896,159.983027
23540,11,14.521400,160.034526
23550,10,14.519692,160.083687
23560,9,14.517672,159.979584
23570,8,14.514991,160.017927
23580,9,14.512645,159.985119
23590,9,14.510223,159.951474
23600,7,14.507311,159.987173
23610,7,14.504132,160.019883
23620,9,14.501575,159.835375
23630,9,14.499247,159.877372
23640,10,14.497126,159.847043
23650,9,14.494844,159.889489
23660,9,14.492522,159.931467
23670,6,14.489801,159.969026
23680,4,14.485525,159.989383
23690,4,14.481395,159.936709
23700,5,14.477182,159.808664
23710,4,14.473177,159.757467
23720,2,14.468097,159.768747
23730,3,14.462999,159.631143
23740,3,14.458234,159.571584
23750,1,14.452871,159.505432
23760,0,14.446884,159.432408
23770,0,14.440807,159.432408
23780,0,14.435038,159.361744
23790,0,14.428970,159.361744
23800,0,14.422907,159.361744
23810,0,14.416850,159.361744
23820,2,14.411294,159.219402
23830,1,14.405754,159.225012
23840,1,14.400131,159.229650
23850,2,14.394916,159.164929
23860,5,14.390487,158.961584
23870,5,14.386667,158.912422
23880,6,14.382938,158.864275
23890,3,14.378664,158.883570
23900,3,14.373792,158.822758
23910,2,14.368879,158.761503
23920,1,14.363692,158.770565
23930,1,14.358223,158.703133
23940,2,14.353011,158.565336
23950,2,14.348079,158.503919
23960,3,14.343187,158.442951
23970,2,14.338291,158.454974
23980,0,14.332650,158.458707
23990,2,14.327174,158.318241
24000,2,14.322038,158.327453
24010,1,14.316816,158.262779
24020,0,14.311066,158.265108
24030,2,14.305628,158.125220
24040,1,14.300366,158.132839
24050,0,14.294539,158.134161
24060,0,14.288598,158.134161
24070,1,14.282712,158.062013
24080,0,14.276783,158.062040
24090,0,14.270857,158.062040
24100,2,14.265590,157.924081
24110,1,14.259997,157.782710
24120,1,14.254478,157.714685
24130,2,14.249093,157.648154
24140,2,14.244019,157.657325
24150,4,14.239473,157.455707
24160,2,14.234768,157.468868
24170,1,14.229356,157.330075
24180,1,14.224163,157.193899
24190,1,14.218696,157.198469
24200,1,14.213451,157.133626
24210,2,14.208098,157.067605
24220,2,14.203180,157.006402
24230,1,14.197978,157.013700
24240,5,14.193310,156.740698
24250,6,14.189628,156.693301
24260,5,14.186092,156.647511
24270,3,14.182135,156.668370
24280,3,14.177459,156.609964
24290,4,14.173273,156.485819
24300,5,14.169240,156.363545
24310,4,14.165271,156.384079
24320,4,14.161091,156.402244
24330,5,14.156970,156.279070
24340,5,14.153208,156.301757
24350,5,14.149449,156.324443
24360,6,14.145811,156.206690
24370,4,14.141844,156.226990
24380,6,14.138131,156.108534
24390,3,14.134389,156.131224
24400,2,14.129424,156.140375
24410,0,14.123946,156.143808
24420,0,14.118163,156.143808
24430,0,14.112383,156.143808
24440,1,14.106668,156.073774
24450,1,14.101562,156.010498
24460,1,14.096433,155.946975
24470,0,14.090882,155.949290
24480,0,14.085178,155.879367
24490,3,14.079745,155.671761
24500,4,14.075484,155.617938
24510,5,14.071432,155.566442
24520,3,14.067160,155.582663
24530,2,14.062735,155.526999
24540,3,14.058419,155.332551
24550,3,14.053992,155.207158
24560,5,14.049902,155.085664
24570,5,14.046174,155.037959
24580,4,14.042245,155.057678
24590,4,14.038162,155.075648
24600,6,14.034724,154.891976
24610,6,14.031459,154.918894
24620,6,14.028173,154.806643
24630,5,14.024773,154.831980
24640,5,14.020997,154.783766
24650,9,14.018316,154.540024
24660,10,14.016334,154.511760
24670,10,14.014706,154.556463
24680,10,14.013057,154.531836
24690,9,14.010905,154.501669
24700,9,14.008876,154.541866
24710,9,14.006591,154.510211
24720,6,14.003856,154.473589
24730,7,14.000766,154.433073
24740,9,13.998612,154.334075
24750,8,13.996557,154.373790
24760,8,13.994166,154.340997
24770,9,13.992043,154.173886
24780,10,13.990065,154.145753
24790,9,13.988471,154.121860
24800,9,13.986365,154.092334
24810,11,13.984749,153.999834
24820,12,13.983638,153.981317
24830,11,13.982658,154.032566
24840,11,13.981458,154.081368
24850,10,13.980013,154.127475
24860,10,13.978412,154.171841
24870,10,13.976778,154.147431
24880,11,13.975265,154.124375
24890,10,13.973745,154.101248
24900,11,13.972098,154.008517
24910,11,13.970905,154.057211
24920,13,13.970045,153.905184
24930,14,13.969509,153.825028
24940,14,13.969521,153.886865
24950,15,13.969665,153.814276
24960,16,13.970462,153.816825
24970,17,13.971295,153.751972
24980,18,13.973418,153.633795
24990,21,13.975495,153.515440
25000,20,13.977844,153.535195
25010,20,13.980252,153.623069
25020,18,13.982244,153.706390
25030,18,13.983836,153.717797
25040,18,13.985715,153.732358
25050,19,13.987456,153.677969
25060,19,13.989456,153.761303
25070,17,13.990723,153.836590
25080,15,13.991302,153.904324
25090,15,13.991734,153.902940
25100,16,13.991932,153.696931
25110,18,13.993376,153.572411
25120,19,13.995203,153.586504
25130,21,13.997537,153.472127
25140,22,14.000533,153.499082
25150,23,14.004081,153.532103
25160,22,14.007128,153.559622
25170,22,14.010387,153.522615
25180,21,14.013107,153.546573
25190,22,14.016088,153.573404
25200,20,14.018869,153.664854
25210,20,14.021242,153.751848
25220,22,14.023892,153.708198
25230,22,14.027054,153.803809
25240,24,14.030297,153.699950
25250,26,14.034759,153.676347
25260,28,14.040000,153.661352
25270,28,14.045863,153.719778
25280,28,14.051383,153.841042
25290,28,14.057209,153.899054
25300,30,14.062818,153.888100
25310,30,14.069409,153.887958
25320,30,14.075700,154.017604
25330,32,14.082253,154.017040
25340,31,14.088944,154.084528
25350,32,14.095663,154.019419
25360,31,14.102533,154.155275
25370,32,14.109234,154.156445
25380,31,14.115971,154.224423
25390,31,14.122621,154.357871
25400,33,14.129411,154.293650
25410,34,14.137202,154.373147
25420,34,14.145016,154.519258
25430,35,14.152940,154.600201
25440,33,14.160466,154.743241
25450,30,14.167221,154.877913
25460,30,14.173440,155.006779
25470,30,14.179637,155.068849
25480,31,14.186115,155.133994
25490,31,14.192711,155.267041
25500,31,14.199291,155.266695
25510,34,14.206349,155.205128
25520,34,14.214106,155.350738
25530,33,14.221594,155.493484
25540,33,14.228988,155.568649
25550,34,14.236401,155.510926
25560,33,14.244086,155.655762
25570,33,14.251421,155.796848
25580,34,14.258970,155.873699
25590,33,14.266547,155.950850
25600,33,14.273865,156.091815
25610,32,14.280801,156.228668
25620,33,14.287843,156.299968
25630,32,14.294802,156.437138
25640,32,14.301445,156.504076
25650,33,14.308466,156.575155
25660,33,14.315751,156.715939
25670,33,14.323258,156.725501
25680,34,14.330768,156.735142
25690,36,14.338635,156.748733
25700,36,14.346932,156.833748
25710,37,14.355561,156.789069
25720,37,14.364365,156.946248
25730,34,14.372374,157.094815
25740,34,14.380017,157.172669
25750,34,14.387636,157.317043
25760,36,14.395834,157.267463
25770,36,14.404217,157.420135
25780,36,14.412594,157.572807
25790,35,14.420683,157.655535
25800,32,14.427995,157.729773
25810,32,14.435152,157.802315
25820,32,14.441955,157.937851
25830,33,14.449063,158.009860
25840,32,14.456022,158.147162
25850,34,14.462864,158.082464
25860,33,14.470257,158.157584
25870,32,14.477507,158.231144
25880,34,14.484157,158.164547
25890,34,14.491695,158.308007
25900,36,14.499494,158.320779
25910,40,14.508961,158.151950
25920,41,14.518800,158.253694
25930,40,14.528368,158.352492
25940,40,14.538187,158.520630
25950,39,14.547660,158.685069
25960,39,14.557020,158.781615
25970,38,14.566255,158.943544
25980,38,14.575337,158.970301
25990,38,14.584086,159.060172
26000,39,14.593223,159.087546
26010,38,14.602254,159.247227
26020,38,14.611247,159.406556
26030,36,14.619791,159.561076
26040,36,14.628002,159.712019
26050,36,14.636206,159.862963
26060,36,14.644404,160.013906
26070,34,14.652093,160.159361
26080,35,14.659610,160.168674
26090,34,14.667258,160.313686
26100,35,14.674781,160.390191
26110,33,14.682581,160.469736
26120,32,14.689473,160.606545
26130,32,14.696098,160.740493
26140,30,14.702178,160.801229
26150,32,14.708198,160.794059
26160,31,14.714347,160.855546
26170,30,14.720228,160.981351
26180,31,14.726287,161.041853
26190,31,14.732501,161.171343
26200,29,14.738156,161.227424
26210,26,14.743288,161.277793
26220,26,14.747755,161.320874
26230,27,14.752267,161.364451
26240,27,14.756889,161.409244
26250,26,14.761337,161.519418
26260,28,14.765905,161.496323
26270,28,14.770943,161.612942
26280,27,14.775960,161.729374
26290,27,14.780610,161.841828
26300,29,14.785784,161.825265
26310,31,14.791385,161.813443
26320,32,14.797689,161.876627
26330,32,14.804223,161.942327
26340,34,14.810873,161.874856
26350,34,14.818156,162.015935
26360,31,14.824927,162.084224
26370,30,14.830909,162.211149
26380,27,14.836252,162.331124
26390,26,14.840782,162.442236
26400,26,14.845209,162.417541
26410,28,14.849751,162.326958
26420,32,14.855706,162.185026
26430,30,14.861570,162.310454
26440,32,14.867598,162.303592
26450,32,14.874076,162.435715
26460,32,14.880548,162.567837
26470,32,14.887234,162.635195
26480,33,14.893936,162.702738
26490,33,14.900771,162.838876
26500,34,14.907630,162.908126
26510,33,14.914732,163.047239
26520,32,14.921460,163.182314
26530,32,14.927897,163.314272
26540,32,14.934873,163.317483
26550,34,14.941768,163.252655
26560,34,14.948944,163.392573
26570,32,14.956172,163.465849
26580,29,14.962064,163.591793
26590,29,14.967153,163.574434
26600,28,14.972152,163.690607
26610,29,14.977622,163.677426
26620,29,14.982890,163.796522
26630,30,14.988536,163.785273
26640,29,14.993820,163.837312
26650,28,14.999090,163.889201
26660,27,15.003849,164.002707
26670,28,15.008226,163.977627
26680,27,15.012754,164.088600
26690,27,15.017466,164.134382
26700,26,15.021825,164.243540
26710,27,15.026072,164.217019
26720,28,15.030573,164.260497
26730,29,15.035595,164.309669
26740,29,15.040554,164.291020
26750,30,15.045839,164.343074
26760,31,15.051503,164.399271
26770,30,15.057170,164.522633
26780,30,15.062631,164.576606
26790,29,15.067847,164.695072
26800,33,15.074189,164.557340
26810,34,15.080972,164.625753
26820,36,15.088165,164.631648
26830,38,15.096659,164.651773
26840,37,15.105082,164.738075
26850,36,15.113174,164.753845
26860,33,15.120424,164.894272
26870,34,15.127088,164.894469
26880,33,15.133566,164.959557
26890,35,15.140888,164.966966
26900,36,15.148362,164.976084
26910,35,15.155976,165.120370
26920,35,15.163546,165.197356
26930,35,15.170912,165.338999
26940,35,15.178529,165.349605
26950,34,15.185665,165.488751
26960,33,15.192341,165.622932
26970,32,15.198633,165.752986
26980,33,15.205108,165.818032
26990,32,15.211649,165.950847
27000,34,15.218304,165.950813
27010,34,15.225258,166.088131
27020,34,15.232206,166.225450
27030,34,15.239150,166.362768
27040,35,15.246103,166.365875
27050,37,15.253888,166.378096
27060,37,15.261788,166.458675
27070,36,15.269891,166.541483
27080,36,15.277547,166.686528
27090,36,15.285412,166.766739
27100,34,15.292759,166.841295
27110,33,15.299454,166.975924
27120,34,15.306168,167.043567
27130,33,15.312988,167.112372
27140,34,15.319573,167.178608
27150,33,15.326374,167.314455
27160,32,15.332834,167.446634
27170,32,15.338806,167.371633
27180,30,15.344261,167.425541
27190,31,15.349945,167.481944
27200,34,15.356203,167.410309
27210,35,15.363529,167.417545
27220,36,15.371090,167.494429
27230,35,15.378659,167.638460
27240,36,15.386038,167.713356
27250,36,15.393603,167.857413
27260,38,15.401689,167.872873
27270,36,15.409528,168.019929
27280,36,15.417076,168.163871
27290,37,15.424648,168.240862
27300,38,15.432617,168.322194
27310,38,15.440881,168.474012
27320,39,15.449270,168.559932
27330,39,15.457850,168.647919
27340,37,15.466145,168.800162
27350,38,15.474367,168.816889
27360,38,15.482719,168.902394
27370,40,15.491525,168.925518
27380,43,15.501196,168.890870
27390,42,15.511010,169.059511
27400,41,15.520393,169.223542
27410,40,15.529356,169.315695
27420,39,15.538045,169.472234
27430,39,15.546474,169.558560
27440,37,15.554561,169.708606
27450,36,15.562345,169.787910
27460,36,15.569788,169.930994
27470,37,15.577219,169.938919
27480,38,15.585243,170.020832
27490,37,15.593382,170.036521
27500,36,15.600897,170.180353
27510,35,15.607998,170.319721
27520,35,15.614911,170.389517
27530,34,15.621998,170.461203
27540,32,15.628532,170.594437
27550,30,15.633840,170.714348
27560,31,15.639296,170.700598
27570,31,15.645055,170.757788
27580,29,15.650216,170.876070
27590,30,15.655165,170.856806
27600,27,15.659997,170.971483
27610,28,15.664373,171.013575
27620,27,15.668710,171.122879
27630,25,15.672678,171.228192
27640,25,15.675849,171.257098
27650,25,15.679415,171.222680
27660,24,15.682446,171.317712
27670,23,15.685148,171.409178
27680,24,15.687821,171.432644
27690,23,15.690410,171.455192
27700,23,15.693049,171.545957
27710,23,15.696056,171.505411
27720,22,15.698202,171.523119
27730,24,15.700728,171.477426
27740,23,15.703394,171.500851
27750,24,15.706375,171.527711
27760,25,15.709682,171.558129
27770,25,15.713237,171.591266
27780,23,15.716428,171.620426
27790,23,15.719049,171.710835
27800,25,15.721843,171.600794
27810,24,15.725121,171.630927
27820,24,15.727777,171.586960
27830,24,15.730749,171.681078
27840,25,15.733871,171.642224
27850,23,15.736855,171.736448
27860,24,15.739676,171.761605
27870,25,15.742591,171.720555
27880,23,15.745734,171.816461
27890,23,15.748477,171.840776
27900,22,15.751041,171.930373
27910,21,15.753124,171.947475
27920,21,15.755068,171.963052
27930,23,15.757311,171.914721
27940,23,15.759903,172.004565
27950,21,15.762367,172.093035
27960,23,15.764505,171.976419
27970,24,15.767414,172.002565
27980,23,15.770008,172.092370
27990,25,15.773043,172.052794
28000,27,15.776451,172.017374
28010,27,15.780458,172.122515
28020,25,15.784048,172.223146
28030,24,15.787151,172.318479
28040,25,15.790281,172.279956
28050,26,15.793890,172.313739
28060,24,15.797323,172.412640
28070,24,15.800299,172.439497
28080,25,15.803314,172.466792
28090,25,15.806588,172.563955
28100,27,15.809993,172.528470
28110,29,15.814173,172.434598
28120,29,15.818862,172.547088
28130,29,15.823438,172.591430
28140,29,15.828504,172.574231
28150,25,15.832610,172.680347
28160,24,15.835755,172.775998
28170,24,15.838801,172.803654
28180,25,15.842264,172.568616
28190,26,15.845552,172.598965
28200,25,15.848807,172.695656
28210,24,15.851874,172.723582
28220,24,15.854761,172.816282
28230,23,15.857559,172.908030
28240,23,15.860088,172.996867
28250,24,15.862621,172.952161
28260,24,15.865675,172.979926
28270,24,15.868563,173.005893
28280,23,15.871187,173.095705
28290,24,15.874044,173.054603
28300,22,15.876602,173.076979
28310,23,15.879115,173.098863
28320,23,15.881640,173.120879
28330,24,15.884441,173.145908
28340,23,15.887134,173.236393
28350,20,15.889145,173.319454
28360,19,15.890471,173.395056
28370,21,15.891927,173.338701
28380,22,15.893908,173.354773
28390,22,15.895950,173.371504
28400,24,15.898509,173.327319
28410,24,15.901361,173.419450
28420,23,15.903817,173.374177
28430,23,15.906313,173.462401
28440,20,15.908087,173.542766
28450,16,15.908808,173.611653
28460,19,15.909147,173.343927
28470,21,15.910692,173.288982
28480,24,15.913503,173.115566
28490,24,15.916254,173.140162
28500,25,15.919279,173.167734
28510,21,15.921820,173.256139
28520,22,15.923843,173.272801
28530,22,15.926138,173.292413
28540,23,15.928293,173.310519
28550,21,15.930128,173.325134
28560,21,15.932089,173.275124
28570,19,15.933515,173.351300
28580,18,15.934417,173.421797
28590,19,15.935158,173.424503
28600,20,15.936186,173.364369
28610,20,15.937292,173.371075
28620,21,15.938774,173.316002
28630,21,15.940542,173.395790
28640,21,15.942386,173.410529
28650,22,15.944301,173.426057
28660,22,15.946466,173.378492
28670,23,15.948810,173.398701
28680,23,15.951318,173.420702
28690,24,15.954270,173.381821
28700,25,15.957421,173.410820
28710,25,15.960570,173.505481
28720,26,15.963983,173.537315
28730,27,15.967598,173.505708
28740,30,15.971911,173.416218
28750,30,15.976791,173.529554
28760,28,15.981287,173.573197
28770,29,15.985715,173.550572
28780,31,15.990424,173.531073
28790,33,15.996015,173.521198
28800,31,16.001636,173.642469
28810,32,16.006885,173.694291
28820,32,16.012434,173.814819
28830,30,16.017796,173.933352
28840,30,16.022704,173.981470
28850,30,16.027549,174.094422
28860,31,16.032712,174.145298
28870,32,16.037904,174.196492
28880,29,16.042798,174.244458
28890,30,16.047556,174.290932
28900,29,16.052310,174.402913
28910,30,16.056939,174.447989
28920,30,16.061760,174.560728
28930,30,16.066578,174.673468
28940,30,16.071392,174.786207
28950,30,16.076204,174.767595
28960,30,16.080892,174.813297
28970,29,16.085559,174.924416
28980,31,16.090028,174.902101
28990,30,16.095112,175.017746
29000,27,16.099750,175.128564
29010,30,16.104221,175.040635
29020,30,16.109009,175.153036
29030,30,16.113794,175.265438
29040,31,16.118749,175.314033
29050,30,16.123590,175.427070
29060,28,16.127882,175.534176
29070,28,16.132183,175.509936
29080,30,16.136613,175.487175
29090,30,16.141251,175.532330
29100,32,16.146325,175.516647
29110,30,16.151267,175.630702
29120,30,16.156029,175.677213
29130,30,16.160782,175.789237
29140,30,16.165531,175.901261
29150,28,16.170136,176.011752
29160,28,16.174193,176.116308
29170,27,16.178034,176.218539
29180,27,16.181743,176.319361
29190,25,16.184961,176.414870
29200,25,16.188289,176.445700
29210,25,16.191512,176.475394
29220,25,16.194526,176.568678
29230,24,16.197473,176.661241
29240,23,16.200191,176.685405
29250,22,16.202446,176.770442
29260,22,16.204428,176.852501
29270,21,16.206321,176.933610
29280,21,16.208254,176.949173
29290,19,16.209783,177.026308
29300,18,16.210470,177.094252
29310,17,16.210842,177.158752
29320,18,16.211270,177.157819
29330,19,16.211903,177.159131
29340,20,16.213135,177.166998
29350,19,16.214201,177.173050
29360,18,16.215031,177.242483
29370,20,16.215892,177.114443
29380,18,16.216807,177.118885
29390,19,16.217210,177.051929
29400,20,16.218454,177.059989
29410,21,16.219777,177.003211
29420,21,16.221402,177.081133
29430,20,16.222939,177.158110
29440,20,16.224229,177.166654
29450,18,16.225156,177.236959
29460,17,16.225552,177.301465
29470,18,16.226046,177.301286
29480,18,16.226321,177.233025
29490,18,16.227118,177.236185
29500,17,16.227676,177.236748
29510,17,16.227938,177.299688
29520,16,16.228133,177.361897
29530,17,16.228015,177.289411
29540,16,16.228239,177.351902
29550,16,16.228152,177.279817
29560,15,16.228084,177.273525
29570,17,16.227867,177.134745
29580,15,16.227745,177.193317
29590,15,16.227301,177.182968
29600,13,16.226524,177.234356
29610,13,16.225434,177.282327
29620,13,16.224345,177.330297
29630,9,16.222648,177.371607
29640,8,16.220070,177.403279
29650,8,16.217298,177.432800
29660,8,16.214571,177.397334
29670,6,16.211376,177.422179
29680,6,16.208017,177.379771
29690,7,16.204862,177.339607
29700,7,16.201763,177.365408
29710,8,16.198805,177.196800
29720,8,16.196008,177.160606
29730,9,16.193743,177.065089
29740,8,16.191305,177.097983
29750,9,16.188784,177.064820
29760,6,16.185965,177.093504
29770,6,16.182517,177.050177
29780,8,16.179721,176.948991
29790,8,16.176910,176.847760
29800,8,16.174166,176.877117
29810,10,16.171736,176.780145
29820,10,16.169668,176.752011
29830,14,16.168071,176.470388
29840,14,16.167434,176.458018
29850,15,16.167037,176.448279
29860,12,16.166522,176.501767
29870,11,16.164798,176.542057
29880,10,16.163068,176.582258
29890,11,16.161160,176.555943
29900,10,16.159231,176.593935
29910,11,16.157655,176.506747
29920,7,16.155061,176.537410
29930,7,16.152002,176.562976
29940,6,16.148722,176.521632
29950,7,16.145667,176.418362
29960,4,16.142222,176.439612
29970,6,16.138730,176.267400
29980,6,16.135125,176.222600
29990,4,16.131417,176.240868
30000,2,16.127228,176.253855
30010,1,16.122257,176.258269
30020,0,16.117073,176.260299
30030,0,16.111706,176.260299
30040,0,16.106342,176.260299
30050,2,16.101032,176.132508
30060,3,16.096442,176.076795
30070,3,16.092139,176.024233
30080,3,16.087849,175.971817
30090,1,16.083091,175.978257
30100,0,16.077755,175.978334
30110,0,16.072464,175.914898
30120,0,16.067128,175.914898
30130,0,16.061795,175.914898
30140,0,16.056466,175.914898
30150,1,16.051303,175.852751
30160,1,16.046312,175.856385
30170,0,16.041112,175.793807
30180,0,16.035868,175.730756
30190,1,16.030757,175.669166
30200,0,16.025533,175.670092
30210,1,16.020510,175.609437
30220,0,16.015463,175.612221
30230,1,16.010530,175.488872
30240,1,16.005516,175.364786
30250,0,16.000426,175.366987
30260,1,15.995279,175.305013
30270,2,15.990640,175.248618
30280,2,15.986020,175.255859
30290,3,15.981661,175.139117
30300,2,15.977079,175.146709
30310,1,15.972449,175.153737
30320,1,15.967511,175.157355
30330,1,15.962576,175.160972
30340,0,15.957616,175.100928
30350,0,15.952408,175.038174
30360,1,15.947176,174.975159
30370,0,15.942044,174.976466
30380,0,15.936797,174.976466
30390,0,15.931553,174.976466
30400,0,15.926599,174.916410
30410,0,15.921582,174.855656
30420,1,15.916486,174.730970
30430,2,15.911687,174.672669
30440,2,15.907117,174.679884
30450,2,15.902550,174.687099
30460,0,15.897393,174.624808
30470,0,15.892384,174.564150
30480,1,15.887482,174.504663
30490,0,15.882340,174.505426
30500,0,15.877133,174.505426
30510,0,15.872054,174.443936
30520,3,15.867270,174.197514
30530,0,15.862320,174.200227
