policy,rho,time_count,time_mean,time_std,time_median,time_min,time_max,time_cv,time_iqr,sample_idx_count,sample_idx_mean,sample_idx_std,sample_idx_median,sample_idx_min,sample_idx_max,sample_idx_cv,sample_idx_iqr,total_occupancy_count,total_occupancy_mean,total_occupancy_std,total_occupancy_median,total_occupancy_min,total_occupancy_max,total_occupancy_cv,total_occupancy_iqr,arrival_rate_est_count,arrival_rate_est_mean,arrival_rate_est_std,arrival_rate_est_median,arrival_rate_est_min,arrival_rate_est_max,arrival_rate_est_cv,arrival_rate_est_iqr,q0_len_count,q0_len_mean,q0_len_std,q0_len_median,q0_len_min,q0_len_max,q0_len_cv,q0_len_iqr,q1_len_count,q1_len_mean,q1_len_std,q1_len_median,q1_len_min,q1_len_max,q1_len_cv,q1_len_iqr,q2_len_count,q2_len_mean,q2_len_std,q2_len_median,q2_len_min,q2_len_max,q2_len_cv,q2_len_iqr,server_busy_count,server_busy_mean,server_busy_std,server_busy_median,server_busy_min,server_busy_max,server_busy_cv,server_busy_iqr,q0_en_count,q0_en_mean,q0_en_std,q0_en_median,q0_en_min,q0_en_max,q0_en_cv,q0_en_iqr,q0_ew_count,q0_ew_mean,q0_ew_std,q0_ew_median,q0_ew_min,q0_ew_max,q0_ew_cv,q0_ew_iqr,q0_lambda_count,q0_lambda_mean,q0_lambda_std,q0_lambda_median,q0_lambda_min,q0_lambda_max,q0_lambda_cv,q0_lambda_iqr,q1_en_count,q1_en_mean,q1_en_std,q1_en_median,q1_en_min,q1_en_max,q1_en_cv,q1_en_iqr,q1_ew_count,q1_ew_mean,q1_ew_std,q1_ew_median,q1_ew_min,q1_ew_max,q1_ew_cv,q1_ew_iqr,q1_lambda_count,q1_lambda_mean,q1_lambda_std,q1_lambda_median,q1_lambda_min,q1_lambda_max,q1_lambda_cv,q1_lambda_iqr,q2_en_count,q2_en_mean,q2_en_std,q2_en_median,q2_en_min,q2_en_max,q2_en_cv,q2_en_iqr,q2_ew_count,q2_ew_mean,q2_ew_std,q2_ew_median,q2_ew_min,q2_ew_max,q2_ew_cv,q2_ew_iqr,q2_lambda_count,q2_lambda_mean,q2_lambda_std,q2_lambda_median,q2_lambda_min,q2_lambda_max,q2_lambda_cv,q2_lambda_iqr,system_en_count,system_en_mean,system_en_std,system_en_median,system_en_min,system_en_max,system_en_cv,system_en_iqr,system_ew_count,system_ew_mean,system_ew_std,system_ew_median,system_ew_min,system_ew_max,system_ew_cv,system_ew_iqr,system_lambda_count,system_lambda_mean,system_lambda_std,system_lambda_median,system_lambda_min,system_lambda_max,system_lambda_cv,system_lambda_iqr,little_error_count,little_error_mean,little_error_std,little_error_median,little_error_min,little_error_max,little_error_cv,little_error_iqr,rho_count,rho_mean,rho_std,rho_median,rho_min,rho_max,rho_cv,rho_iqr,system_efficiency_count,system_efficiency_mean,system_efficiency_std,system_efficiency_median,system_efficiency_min,system_efficiency_max,system_efficiency_cv,system_efficiency_iqr,stability_ratio_count,stability_ratio_mean,stability_ratio_std,stability_ratio_median,stability_ratio_min,stability_ratio_max,stability_ratio_cv,stability_ratio_iqr,queue_imbalance_count,queue_imbalance_mean,queue_imbalance_std,queue_imbalance_median,queue_imbalance_min,queue_imbalance_max,queue_imbalance_cv,queue_imbalance_iqr,total_queue_load_count,total_queue_load_mean,total_queue_load_std,total_queue_load_median,total_queue_load_min,total_queue_load_max,total_queue_load_cv,total_queue_load_iqr,little_error_abs_count,little_error_abs_mean,little_error_abs_std,little_error_abs_median,little_error_abs_min,little_error_abs_max,little_error_abs_cv,little_error_abs_iqr,little_error_sq_count,little_error_sq_mean,little_error_sq_std,little_error_sq_median,little_error_sq_min,little_error_sq_max,little_error_sq_cv,little_error_sq_iqr,timestamp_count,timestamp_mean,timestamp_std,timestamp_median,timestamp_min,timestamp_max,timestamp_cv,timestamp_iqr,system_occupancy_count,system_occupancy_mean,system_occupancy_std,system_occupancy_median,system_occupancy_min,system_occupancy_max,system_occupancy_cv,system_occupancy_iqr,avg_wait_error_count,avg_wait_error_mean,avg_wait_error_std,avg_wait_error_median,avg_wait_error_min,avg_wait_error_max,avg_wait_error_cv,avg_wait_error_iqr
AGING,0.8,8640,43205.0,24942.97496290288,43205.0,10.0,86400.0,0.5773168606023739,43195.0,8640,4320.5,2494.297496290288,4320.5,1,8640,0.5773168604821134,4319.5,8640,2960.992013888889,269.82366782768713,2998.0,16.0,3000.0,0.09112610451866146,2.0,8640,2.4,0.0,2.4,2.4,2.4,1.8504780276683136e-16,0.0,8640,986.9583333333334,90.27050382909142,1000.0,7,1000,0.09146333810541982,1.0,8640,987.2490740740741,89.63972338423852,1000.0,5,1000,0.09079747517364177,1.0,8640,986.7846064814814,90.0531669898472,1000.0,4,1000,0.09125919304688482,1.0,8640,1.0,0.0,1.0,1,1,0.0,0.0,8640,8087.841708981482,4212.565276070808,8129.0425,4.6675,15325.5003,0.5208515976359832,7193.585224999999,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.38513165509259256,0.08464066722337779,0.3547,0.3446,1.1,0.21977016517342188,0.029799999999999993,8640,8120.259566203703,4214.209579114267,8162.84735,4.3535,15362.2976,0.5189747377207876,7198.07455,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.3872446412037037,0.08874248084983727,0.3555,0.3448,0.829,0.2291632788273416,0.030999999999999972,8640,8087.226166932871,4211.223321102291,8128.3272,3.666,15326.4695,0.5207253060141263,7195.63905,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.3852321064814815,0.08543242304036189,0.3541,0.3444,0.8283,0.2217681232557003,0.029700000000000004,8640,24295.327441666665,12637.99678843033,24420.216999999997,12.687,46014.2673,0.5201821962784451,21585.943199999994,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.1576087037037037,0.258587189778641,1.0646,1.0343,2.6,0.22338028866837245,0.09029999999999982,8640,24295.327441666665,12637.99678843033,24420.216999999997,12.687,46014.2673,0.5201821962784451,21585.943199999994,8640,0.8,0.0,0.8,0.8,0.8,1.387857364203913e-16,0.0,8640,24295327441.666668,12637996788.430351,24420217000.0,12687000.0,46014267300.0,0.520182196299856,21585943200.0,8640,0.02120813550494575,0.07167996205902412,0.005980510529315674,0.003174628856483457,0.5916981970316442,3.3796739165681218,0.006798971424003901,8640,0.0018900628800998698,0.008575584012200854,0.0005777354255622651,0.0,0.2864109272326911,4.534795803166498,0.0005779280682514899,8640,2960.992013888889,269.82366782768713,2998.0,16,3000,0.09112610451866146,2.0,8640,24295.327441666665,12637.99678843033,24420.216999999997,12.687,46014.2673,0.5201821962784451,21585.943199999994,8640,749963412.331109,625101365.4528232,596347002.694353,160.95996899999997,2117312795.1558492,0.833509148812769,1052724472.1122069,8640,43210.0,0.0,43210.0,43210.0,43210.0,0.0,0.0,8640,2697.7423,0.0,2697.7423,2697.7423,2697.7423,3.3715130566780914e-16,0.0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGING,0.9,8640,43205.0,24942.97496290288,43205.0,10.0,86400.0,0.5773168606023739,43195.0,8640,4320.5,2494.297496290288,4320.5,1,8640,0.5773168604821134,4319.5,8640,2968.8668981481483,239.9357307098422,2999.0,24.0,3000.0,0.08081727435429575,3.0,8640,2.7,0.0,2.7,2.7,2.7,1.64486943407872e-16,0.0,8640,989.4329861111111,81.29309381831486,1000.0,10,1000,0.08216129326319484,1.0,8640,989.7505787037037,78.6431596261206,1000.0,8,1000,0.07945755348752952,1.0,8640,989.6833333333333,80.05799032591855,1000.0,6,1000,0.08089253152862984,1.0,8640,1.0,0.0,1.0,1,1,0.0,0.0,8640,8107.589694768518,4204.444564591414,8145.62875,6.5673,15318.2559,0.5185813197707537,7207.930550000001,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.3883509375,0.10116987893994743,0.3546,0.3433,1.7,0.26051081292711925,0.03149999999999997,8640,8155.68980425926,4205.524825348,8196.9032,6.0597,15367.1808,0.5156553186507946,7205.989124999999,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.39137408564814813,0.10658267916100701,0.3558,0.3437,1.2,0.2723287277842372,0.032899999999999985,8640,8131.883606944443,4205.845415343458,8173.039500000001,1.5501,15341.7584,0.517204330277742,7207.0840499999995,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.38947461805555555,0.10128498420056999,0.3553,0.3433,1.1,0.2600547492709097,0.03280000000000005,8640,24395.16310627315,12615.813459759956,24514.61535,14.177,46026.8286,0.517144050412135,21619.540074999997,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.1691991435185185,0.30825511027399577,1.0652,1.0306,3.5,0.2636461447450298,0.0971249999999999,8640,24395.16310627315,12615.813459759956,24514.61535,14.177,46026.8286,0.517144050412135,21619.540074999997,8640,0.9,0.0,0.9,0.9,0.9,2.4673023234874063e-16,0.0,8640,24395163106.273148,12615813459.75992,24514615350.0,14177000.0,46026828600.0,0.5171440504333337,21619540075.0,8640,0.020334564317648317,0.06876766196924641,0.0059525653205613005,0.0031549559506621936,0.5835649691064686,3.381645126492322,0.006838654466661615,8640,0.0016859973023048886,0.009429973012786972,0.0005775427828730406,0.0,0.3026229146870013,5.589797328011809,0.0011554708511245305,8640,2968.8668981481483,239.9357307098422,2999.0,24,3000,0.08081727435429575,3.0,8640,24395.16310627315,12615.813459759956,24514.61535,14.177,46026.8286,0.517144050412135,21619.540074999997,8640,754264311.0815964,626244622.8899095,600966367.1533347,200.987329,2118468950.973778,0.8302721124268624,1058428907.5156468,8640,43210.0,0.0,43210.0,43210.0,43210.0,0.0,0.0,8640,2697.7423,0.0,2697.7423,2697.7423,2697.7423,3.3715130566780914e-16,0.0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGING,0.95,8640,43205.0,24942.97496290288,43205.0,10.0,86400.0,0.5773168606023739,43195.0,8640,4320.5,2494.297496290288,4320.5,1,8640,0.5773168604821134,4319.5,8640,2971.3732638888887,230.04535887553402,2999.0,18.0,3000.0,0.07742055217156864,2.0,8640,2.85,0.0,2.85,2.85,2.85,3.1165947779540974e-16,0.0,8640,990.7663194444444,75.2109717059711,1000.0,8,1000,0.07591191803152186,1.0,8640,990.3153935185185,77.05530501893946,1000.0,3,1000,0.07780885306382897,1.0,8640,990.2915509259259,77.84691227386608,1000.0,7,1000,0.07861009429240205,1.0,8640,1.0,0.0,1.0,1,1,0.0,0.0,8640,8251.62248244213,4229.650286167197,8298.97955,6.1406,15499.6318,0.5125840759989316,7238.934950000001,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.39703965277777775,0.11573114381879777,0.3595,0.3462,1.4,0.29148436818527174,0.03689999999999999,8640,8178.198608657407,4226.94739997671,8224.1455,0.677,15424.8429,0.5168555572843674,7239.194375,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.3915475462962963,0.10161737583528518,0.3573,0.3,0.9578,0.2595268882913657,0.033625000000000016,8640,8166.796598460648,4227.528337385425,8212.89805,4.7331,15414.6958,0.5176482952525863,7241.028475000001,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.3905847800925926,0.09882284491099717,0.3576,0.345,1.1,0.2530118861151844,0.033999999999999975,8640,24596.617690289353,12684.123905501843,24736.41515,11.5507,46339.1705,0.515685695679768,21720.66455,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.1791723032407406,0.3152066060477487,1.0738,1.0368,2.9917,0.2673115183166567,0.10392500000000005,8640,24596.617690289353,12684.123905501843,24736.41515,11.5507,46339.1705,0.515685695679768,21720.66455,8640,0.95,0.0,0.95,0.95,0.95,1.16872222157713e-16,0.0,8640,24596617690.289352,12684123905.501902,24736415150.0,11550700.000000002,46339170500.0,0.5156856957007337,21720664550.000008,8640,0.020636744775770953,0.07173156724938456,0.00593485043691741,0.0031576002710726257,0.5998813157422784,3.4757464068263126,0.0068579210182123495,8640,0.001623196979613707,0.011974626681866147,0.0005775427828730406,0.0,0.4805234214228073,7.372644348048319,0.001001000999998998,8640,2971.3732638888887,230.04535887553402,2999.0,18,3000,0.07742055217156864,2.0,8640,24596.617690289353,12684.123905501843,24736.41515,11.5507,46339.1705,0.515685695679768,21720.66455,8640,765861979.8719096,634436380.3527433,611890253.633467,133.41867049,2147318722.6280704,0.8283951900299998,1072260479.7708089,8640,43210.0,0.0,43210.0,43210.0,43210.0,0.0,0.0,8640,2697.7423,0.0,2697.7423,2697.7423,2697.7423,3.3715130566780914e-16,0.0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGING,0.999,8640,43205.0,24942.97496290288,43205.0,10.0,86400.0,0.5773168606023739,43195.0,8640,4320.5,2494.297496290288,4320.5,1,8640,0.5773168604821134,4319.5,8640,2973.7219907407407,220.12056284146067,2999.0,16.0,3000.0,0.07402190367923685,2.0,8640,2.997,0.0,2.997,2.997,2.997,0.0,0.0,8640,991.0032407407407,73.85794431272451,1000.0,5,1000,0.07452845884034648,1.0,8640,991.361574074074,73.47226156463844,1000.0,5,1000,0.07411247663008212,1.0,8640,991.357175925926,72.88940809613358,1000.0,6,1000,0.07352487054378817,1.0,8640,1.0,0.0,1.0,1,1,0.0,0.0,8640,8191.243025983796,4221.074073676602,8228.4954,1.9619,15444.4541,0.5153154484333384,7234.1659,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.3940567824074074,0.11264534502817762,0.3566,0.3459,1.1235,0.28585996789606777,0.03270000000000001,8640,8206.076579571758,4223.382258693615,8244.1839,3.9241,15460.2318,0.5146652260950938,7233.717525,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.39449689814814815,0.11139467236469848,0.35755,0.3459,1.0636,0.28237076265198807,0.0343,8640,8204.337011828702,4223.196289908872,8243.46335,2.6543,15457.3467,0.5147516835675172,7234.407974999998,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.3942268287037037,0.11048756191647097,0.3571,0.346,1.0519,0.28026322312094193,0.0338,8640,24601.65661732639,12667.651360663289,24715.5508,8.5404,46362.0326,0.5149105020524046,21702.393649999998,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.1827816782407408,0.33422883554496424,1.0707499999999999,1.038,3.1353,0.28257839896851766,0.10010000000000008,8640,24601.65661732639,12667.651360663289,24715.5508,8.5404,46362.0326,0.5149105020524046,21702.393649999998,8640,0.9990000000000001,0.0,0.999,0.999,0.999,3.3341926961649526e-16,0.0,8640,24601656617.32639,12667651360.663284,24715550800.0,8540400.0,46362032600.0,0.5149105020733346,21702393650.0,8640,0.020549753043185428,0.07247466136533205,0.005918657366594983,0.003156700012351396,0.6857463357627906,3.526618280752701,0.006752335247706184,8640,0.0013641604614476677,0.007358173467801684,0.0005775427828730406,0.0,0.21086529761777073,5.3899696596829445,0.001001000999998998,8640,2973.7219907407407,220.12056284146067,2999.0,16,3000,0.07402190367923685,2.0,8640,24601.65661732639,12667.651360663289,24715.5508,8.5404,46362.0326,0.5149105020524046,21702.393649999998,8640,765692326.4659741,634558928.4979494,610858463.71878,72.93843216,2149438066.8034625,0.8287387852334007,1071235654.0231829,8640,43210.0,0.0,43210.0,43210.0,43210.0,0.0,0.0,8640,2697.7423,0.0,2697.7423,2697.7423,2697.7423,3.3715130566780914e-16,0.0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_MU_RULE,0.8,8640,43205.0,24942.97496290288,43205.0,10.0,86400.0,0.5773168606023739,43195.0,8640,4320.5,2494.297496290288,4320.5,1,8640,0.5773168604821134,4319.5,8640,1985.346412037037,152.4730896991035,2002.0,17.0,2034.0,0.07679923699857537,6.0,8640,2.4,0.0,2.4,2.4,2.4,1.8504780276683136e-16,0.0,8640,4.009143518518519,4.438598309789985,3.0,0,34,1.1071185609019039,5.0,8640,988.8326388888889,83.09291738767268,1000.0,6,1000,0.08403132545969508,1.0,8640,992.5046296296297,70.66113285011022,1000.0,5,1000,0.07119476390279807,0.0,8640,1.0,0.0,1.0,1,1,0.0,0.0,8640,17126.586132708333,9914.854426170545,17095.81035,4.0485,34346.1276,0.5789159817820458,17155.300725,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.7929407291666666,0.007063648239440074,0.7944,0.575,0.9,0.008908155517131734,0.005299999999999971,8640,5410.62654542824,2623.8728534623233,5459.02075,2.5577,9833.4245,0.4849480611805375,4499.684975,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.26292583333333336,0.10096110436571479,0.23025,0.2116,0.85,0.38398935204045287,0.033025,8640,34.0212147337963,58.89609020278416,14.45125,1.4643,488.2384,1.7311577182786377,19.1898,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.05989381944444445,0.11727023280449676,0.0231,0.0116,0.8333,1.9579361602929786,0.0309,8640,22571.233892939817,12502.446581009192,22557.3099,8.0705,44186.7852,0.5539106386366403,21643.357149999996,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.1157600810185186,0.21251857036087046,1.0469,1.0213,2.4045,0.1904696031939683,0.05742499999999984,8640,22571.233892939817,12502.446581009192,22557.3099,8.0705,44186.7852,0.5539106386366403,21643.357149999996,8640,0.8,0.0,0.8,0.8,0.8,1.387857364203913e-16,0.0,8640,22571233892.939816,12502446581.009165,22557309900.0,8070499.999999999,44186785200.0,0.553910638661181,21643357150.0,8640,0.021302042544523805,0.07037784759699459,0.006560848391394761,0.003235196251156256,0.6191990628989003,3.3036523984732806,0.008139114042918148,8640,0.8612821344143617,0.011422554092052225,0.862134125092246,0.10188532364193567,1.040595976736517,0.013262252139441948,0.00647252696226841,8640,1985.346412037037,152.4730896991035,2002.0,17,2034,0.07679923699857537,6.0,8640,22571.233892939817,12502.446581009192,22557.3099,8.0705,44186.7852,0.5539106386366403,21643.357149999996,8640,665753678.3901224,580740360.2605207,508832231.26537037,65.13297024999999,1952471986.3109388,0.8723051469498821,977392696.1248338,8640,43210.0,0.0,43210.0,43210.0,43210.0,0.0,0.0,8640,2697.7423,0.0,2697.7423,2697.7423,2697.7423,3.3715130566780914e-16,0.0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_MU_RULE,0.9,8640,43205.0,24942.97496290288,43205.0,10.0,86400.0,0.5773168606023739,43195.0,8640,4320.5,2494.297496290288,4320.5,1,8640,0.5773168604821134,4319.5,8640,1995.5149305555556,134.71650472286504,2006.0,13.0,2068.0,0.06750964505078902,11.0,8640,2.7,0.0,2.7,2.7,2.7,1.64486943407872e-16,0.0,8640,9.454629629629629,9.816184271115635,6.0,0,68,1.0382409060331688,11.0,8640,992.2783564814815,70.6404183607151,1000.0,5,1000,0.07119012304169256,0.0,8640,993.7819444444444,63.73587665386249,1000.0,7,1000,0.06413466952788935,0.0,8640,1.0,0.0,1.0,1,1,0.0,0.0,8640,19353.77575283565,11212.604254040336,19364.50125,3.3811,38778.6539,0.5793497039882863,19433.568550000004,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.895635,0.008091457312784154,0.8973,0.8,1.14,0.009034314512574715,0.0029000000000000137,8640,3189.082561400463,1305.2780100201458,3239.41185,3.6975,5334.0796,0.4092957722103142,2189.150175,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.16339002314814816,0.11970725712447153,0.1254,0.1076,0.8889,0.7326428026338493,0.037500000000000006,8640,32.04487268518518,58.811396062419504,13.17285,4.1511,512.9705,1.8352825054076833,17.50575,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.0626388888888889,0.13371934479800146,0.0232,0.0116,1.14,2.1347315132565723,0.030899999999999997,8640,22574.90318755787,12480.35414983804,22615.831599999998,11.2297,44103.8894,0.5528419787936769,21594.039149999997,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.121664548611111,0.25045484197346374,1.0459,1.0196,3.04,0.2232883431996156,0.06532499999999986,8640,22574.90318755787,12480.35414983804,22615.831599999998,11.2297,44103.8894,0.5528419787936769,21594.039149999997,8640,0.9,0.0,0.9,0.9,0.9,2.4673023234874063e-16,0.0,8640,22574903187.55787,12480354149.838034,22615831600.0,11229700.0,44103889400.0,0.5528419788181661,21594039150.0,8640,0.0206546368901662,0.0678112892932914,0.0063981838265666485,0.0029084034924539977,0.5822219293703876,3.282943520641338,0.00847610537512702,8640,0.8538015366605253,0.013411525870210068,0.8582544866145069,0.6650083680046953,0.9316888104086785,0.015707994875098965,0.014182954783938495,8640,1995.5149305555556,134.71650472286504,2006.0,13,2068,0.06750964505078902,11.0,8640,22574.90318755787,12480.35414983804,22615.831599999998,11.2297,44103.8894,0.5528419787936769,21594.039149999997,8640,665367465.9432088,579203947.8336842,511475843.2386645,126.10616208999998,1945153060.2074323,0.8705023576898482,976046852.9801677,8640,43210.0,0.0,43210.0,43210.0,43210.0,0.0,0.0,8640,2697.7423,0.0,2697.7423,2697.7423,2697.7423,3.3715130566780914e-16,0.0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_MU_RULE,0.95,8640,43205.0,24942.97496290288,43205.0,10.0,86400.0,0.5773168606023739,43195.0,8640,4320.5,2494.297496290288,4320.5,1,8640,0.5773168604821134,4319.5,8640,2007.6082175925926,128.08386751391743,2014.0,23.0,2098.0,0.06379923449591614,24.0,8640,2.85,0.0,2.85,2.85,2.85,3.1165947779540974e-16,0.0,8640,19.889930555555555,17.891572970895584,15.0,0,98,0.8995291371879174,23.0,8640,993.7601851851852,63.01793943254086,1000.0,6,1000,0.06341362866875565,0.0,8640,993.9581018518519,63.220751267056464,1000.0,8,1000,0.06360504641560227,0.0,8640,1.0,0.0,1.0,1,1,0.0,0.0,8640,20737.251727303243,11965.891312356784,20766.1546,7.4683,41399.2231,0.5770239696721778,20753.697325,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.9596985532407407,0.011488266317578842,0.9592,0.9508,1.8,0.011970690492441274,0.0046000000000000485,8640,1756.8714888078705,558.9110228460032,1766.7048,1.9681,2763.7843,0.3181285746216551,887.0744500000001,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.10189869212962964,0.1315410107824862,0.0604,0.0558,1.0292,1.2908872248126986,0.026300000000000004,8640,29.504005243055555,55.320077311006756,12.0262,2.8099,495.0769,1.8750022236057322,15.971974999999997,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.0622627662037037,0.13215334974758175,0.0231,0.0116,0.9894,2.1224760049886053,0.0309,8640,22523.627221296298,12487.598862889197,22556.24835,12.2464,44164.7777,0.5544221958409815,21579.729175,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.1238589930555556,0.26753550199383214,1.0451,1.0224,3.2,0.23805056114370096,0.06054999999999988,8640,22523.627221296298,12487.598862889197,22556.24835,12.2464,44164.7777,0.5544221958409815,21579.729175,8640,0.95,0.0,0.95,0.95,0.95,1.16872222157713e-16,0.0,8640,22523627221.296295,12487598862.889221,22556248350.0,12246400.0,44164777700.0,0.5544221958655966,21579729175.0,8640,0.02067115445159235,0.06836892599169242,0.0064198118839163465,0.0029448957619694254,0.5877881213837142,3.3072956257070723,0.00895769347927885,8640,0.8400104728819668,0.025365856956021633,0.8466848848214836,0.19924239553168055,0.866412007652884,0.03019703632022415,0.03062429899927499,8640,2007.6082175925926,128.08386751391743,2014.0,23,2098,0.06379923449591614,24.0,8640,22523.627221296298,12487.598862889197,22556.24835,12.2464,44164.7777,0.5544221958409815,21579.729175,8640,663235859.9387312,579077037.9531292,508784344.7310883,149.97431296,1950527589.2904172,0.8731087580316058,973054892.7329967,8640,43210.0,0.0,43210.0,43210.0,43210.0,0.0,0.0,8640,2697.7423,0.0,2697.7423,2697.7423,2697.7423,3.3715130566780914e-16,0.0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C_MU_RULE,0.999,8640,43205.0,24942.97496290288,43205.0,10.0,86400.0,0.5773168606023739,43195.0,8640,4320.5,2494.297496290288,4320.5,1,8640,0.5773168604821134,4319.5,8640,2076.6618055555555,143.77129712676654,2082.0,14.0,2292.0,0.06923192629291504,79.25,8640,2.997,0.0,2.997,2.997,2.997,0.0,0.0,8640,88.52662037037037,57.147917400100994,82.0,0,292,0.6455449955670407,79.0,8640,993.9638888888888,63.68115929380231,1000.0,7,1000,0.0640678800725051,0.0,8640,994.1712962962963,61.58337185494447,1000.0,5,1000,0.061944427507034064,0.0,8640,1.0,0.0,1.0,1,1,0.0,0.0,8640,21646.72362375,12497.9244894429,21650.457300000002,3.6283,43257.6211,0.5773587128517369,21657.209799999997,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.0016372685185186,0.006752229331257424,1.0019,0.76,1.0255,0.006741185459342086,0.0027999999999999137,8640,867.5132465277778,254.11849716425547,900.7078,3.8522,1273.1625,0.2929275119295724,288.8700000000001,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.07097543981481481,0.13852118746203376,0.031,0.0162,1.1,1.9516502634317792,0.034425,8640,29.977418275462963,56.62196461043473,12.1417,1.8745,506.6184,1.8888205182085338,16.1404,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,0.06313671296296297,0.13740307827354936,0.0232,0.0116,1.1083,2.176244146729721,0.030899999999999997,8640,22544.21428877315,12587.687364351903,22610.4911,9.355,44534.5016,0.5583555586615471,21783.657799999997,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8640,1.135748738425926,0.275327897653979,1.05815,1.0259,3.1667,0.24241951227350908,0.06762499999999982,8640,22544.21428877315,12587.687364351903,22610.4911,9.355,44534.5016,0.5583555586615471,21783.657799999997,8640,0.9990000000000001,0.0,0.999,0.999,0.999,3.3341926961649526e-16,0.0,8640,22544214288.773148,12587687364.351925,22610491100.0,9355000.0,44534501600.00001,0.5583555586863144,21783657800.0,8640,0.020926712461022914,0.06903440114317584,0.006427342162353366,0.0032079897292707237,0.6147229855473004,3.2987074565244505,0.008029594588599679,8640,0.7573309692787132,0.06659774809587153,0.7636996345135113,0.5350314005906068,0.8766954639519416,0.08793732576653165,0.09335405293499133,8640,2076.6618055555555,143.77129712676654,2082.0,14,2292,0.06923192629291504,79.25,8640,22544.21428877315,12587.687364351903,22610.4911,9.355,44534.5016,0.5583555586615471,21783.657799999997,8640,666673131.975096,582370150.1018016,511234308.3850448,87.51602500000001,1983321832.760403,0.8735467535289154,980830987.1387758,8640,43210.0,0.0,43210.0,43210.0,43210.0,0.0,0.0,8640,2697.7423,0.0,2697.7423,2697.7423,2697.7423,3.3715130566780914e-16,0.0,8640,0.0,0.0,0.0,0.0,0.0,0.0,0.0
