timestamp,sample_idx,system_occupancy,avg_wait_error,q0_len,q1_len,q2_len,server_busy,little_error
10.0000,1,11.7400,0.0000,7,9,9,1,4.6303
20.0000,2,20.1950,0.0000,5,20,20,1,8.5588
30.0000,3,33.0237,0.0000,6,29,33,1,14.7421
40.0000,4,45.0833,0.0000,3,40,49,1,21.6373
50.0000,5,56.8040,0.0000,0,51,60,1,28.2785
60.0000,6,66.3304,0.0000,8,44,67,1,33.9762
70.0000,7,75.1951,0.0000,12,46,79,1,39.3167
80.0000,8,84.5649,0.0000,28,43,87,1,44.9406
90.0000,9,93.3570,0.0000,33,38,95,1,50.1062
100.0000,10,101.2784,0.0000,38,40,104,1,55.0497
110.0000,11,109.1547,0.0000,46,42,112,1,59.7442
120.0000,12,117.6952,0.0000,56,43,121,1,64.4285
130.0000,13,126.2355,0.0000,63,45,128,1,69.1237
140.0000,14,134.8783,0.0000,78,46,139,1,73.7026
150.0000,15,144.5150,0.0000,88,45,155,1,78.7864
160.0000,16,154.1799,0.0000,97,44,167,1,83.9633
170.0000,17,163.9409,0.0000,106,43,180,1,89.2291
180.0000,18,173.4363,0.0000,117,35,191,1,94.4908
190.0000,19,182.6175,0.0000,124,32,200,1,99.7468
200.0000,20,191.6155,0.0000,130,29,211,1,104.9871
210.0000,21,200.5172,0.0000,142,26,225,1,110.3123
220.0000,22,209.8821,0.0000,160,26,235,1,115.7411
230.0000,23,219.6640,0.0000,170,29,244,1,121.1576
240.0000,24,229.3783,0.0000,182,25,253,1,126.4625
250.0000,25,239.0671,0.0000,190,30,267,1,131.8164
260.0000,26,249.0984,0.0000,199,37,278,1,137.1880
270.0000,27,259.2237,0.0000,209,40,281,1,142.4928
280.0000,28,269.0930,0.0000,215,38,289,1,147.5915
290.0000,29,278.7310,0.0000,225,36,299,1,152.5993
300.0000,30,288.4555,0.0000,235,39,307,1,157.5908
310.0000,31,298.2518,0.0000,246,43,316,1,162.5528
320.0000,32,308.1970,0.0000,252,43,327,1,167.5482
330.0000,33,317.9443,0.0000,258,36,337,1,172.5490
340.0000,34,327.5334,0.0000,267,40,352,1,177.5802
350.0000,35,337.2338,0.0000,277,33,367,1,182.8001
360.0000,36,346.8283,0.0000,285,30,375,1,188.0293
370.0000,37,356.3510,0.0000,295,24,385,1,193.2653
380.0000,38,365.8263,0.0000,306,22,400,1,198.5055
390.0000,39,375.3496,0.0000,314,26,409,1,203.7680
400.0000,40,384.8203,0.0000,327,18,417,1,209.0016
